province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
陕西省,2013-01-01,28.27,41.95,17.13,10.66,0.58,47.92,1.34,-2.43,268.34,40.84,89113.48,42,一级
陕西省,2013-01-02,36.4,54.83,26.83,16.14,0.78,36.45,-3.8,-2.68,263.08,53.23,89995.77,53,二级
陕西省,2013-01-03,27.9,37.05,23.03,14.07,0.68,40.34,-2.37,-0.95,261.1,45.26,90352.22,40,一级
陕西省,2013-01-04,64.21,80.42,41.04,19.27,0.9,33.01,-1.87,0.71,263.29,49.05,89554.45,87,二级
陕西省,2013-01-05,87.12,106.19,46.86,21.87,1.02,33.02,-0.34,-1.42,265.5,45.0,89370.54,116,三级
陕西省,2013-01-06,98.26,114.47,43.89,22.45,1.08,31.95,0.2,-0.6,266.97,38.76,89364.26,130,三级
陕西省,2013-01-07,84.92,101.7,32.16,18.32,1.06,38.56,1.28,-2.02,268.89,41.74,89250.42,113,三级
陕西省,2013-01-08,63.71,74.82,24.89,17.17,0.87,37.87,0.35,-3.28,267.87,40.59,89596.51,86,二级
陕西省,2013-01-09,70.19,87.99,34.73,19.77,1.07,37.81,-0.97,1.58,267.88,45.14,89531.48,94,二级
陕西省,2013-01-10,118.9,140.43,47.71,24.25,1.37,36.92,1.27,1.74,270.49,50.83,89297.57,156,四级
陕西省,2013-01-11,60.41,76.83,23.07,12.2,0.86,48.95,2.79,-2.19,271.43,39.18,89526.77,82,二级
陕西省,2013-01-12,72.74,94.97,33.55,17.15,1.08,46.74,1.34,2.75,272.82,39.16,89130.15,98,二级
陕西省,2013-01-13,105.84,124.87,41.63,18.27,1.35,43.48,0.1,-0.59,273.17,39.65,88965.72,139,三级
陕西省,2013-01-14,135.1,162.46,48.39,23.54,1.6,39.2,-0.01,0.43,272.77,41.51,89252.71,179,四级
陕西省,2013-01-15,42.16,69.88,21.93,12.55,0.78,45.8,1.98,-2.51,271.8,41.61,89476.64,60,二级
陕西省,2013-01-16,38.38,55.0,22.57,15.77,0.72,41.99,0.09,-2.49,272.08,40.69,89752.54,55,二级
陕西省,2013-01-17,70.77,96.05,39.53,28.45,1.2,34.5,-2.66,0.56,270.08,50.87,90195.15,95,二级
陕西省,2013-01-18,128.28,160.67,51.94,34.63,1.72,35.8,-0.37,2.54,272.11,62.2,89639.15,169,四级
陕西省,2013-01-19,174.04,205.57,64.83,34.91,2.19,37.78,-2.77,2.14,273.12,68.03,88923.84,225,五级
陕西省,2013-01-20,123.5,144.22,38.61,23.36,1.51,35.72,0.28,-1.81,270.42,74.41,89233.56,163,四级
陕西省,2013-01-21,36.08,44.05,20.61,13.69,0.7,43.94,0.92,-2.96,270.35,56.97,89566.66,52,二级
陕西省,2013-01-22,59.16,68.1,27.64,19.05,0.82,43.36,0.7,-0.26,270.42,62.68,89529.69,81,二级
陕西省,2013-01-23,49.54,58.67,18.59,15.73,0.79,50.75,4.09,-1.75,273.28,49.94,89136.91,69,二级
陕西省,2013-01-24,14.11,21.52,11.33,9.11,0.49,56.28,2.64,-3.36,270.82,38.08,89580.98,29,一级
陕西省,2013-01-25,24.34,32.78,15.98,12.68,0.66,51.31,3.61,-2.06,273.95,29.75,89271.34,35,一级
陕西省,2013-01-26,28.8,40.03,17.88,15.2,0.72,45.06,1.47,-2.88,274.38,30.51,89446.6,42,一级
陕西省,2013-01-27,48.53,61.2,26.75,20.2,0.88,44.92,0.48,0.72,275.09,33.26,89559.93,67,二级
陕西省,2013-01-28,77.21,92.62,36.08,20.3,1.17,44.52,1.24,0.09,276.04,43.34,89172.15,103,三级
陕西省,2013-01-29,91.76,103.52,39.88,18.9,1.27,49.75,0.11,0.74,277.01,44.65,89151.36,121,三级
陕西省,2013-01-30,138.13,158.16,47.03,24.79,1.66,45.22,-0.69,2.08,277.35,58.41,89038.41,184,四级
陕西省,2013-01-31,118.99,139.31,35.51,20.9,1.54,43.6,0.7,0.04,277.56,65.98,88920.88,156,四级
陕西省,2013-02-01,96.74,110.25,27.17,19.75,1.34,45.52,-1.87,-0.97,276.33,50.72,89400.79,128,三级
陕西省,2013-02-02,122.18,140.29,39.5,28.36,1.88,36.62,-2.5,1.75,274.34,61.19,89555.48,161,四级
陕西省,2013-02-03,104.99,112.51,30.24,22.31,1.63,38.31,0.24,1.54,276.04,75.87,88702.13,138,三级
陕西省,2013-02-04,66.68,71.0,24.38,19.02,1.37,40.15,-3.32,0.05,274.94,62.94,89034.0,90,二级
陕西省,2013-02-05,62.85,68.93,25.49,17.96,1.16,39.47,1.21,-1.31,275.33,59.39,89176.63,85,二级
陕西省,2013-02-06,78.43,86.9,28.02,19.61,1.23,40.07,-2.41,-1.53,275.2,46.05,89169.65,105,三级
陕西省,2013-02-07,80.82,89.62,32.13,21.94,1.7,41.45,-5.09,-1.76,268.64,62.73,89656.35,108,三级
陕西省,2013-02-08,54.23,58.49,25.62,16.32,1.02,42.35,-0.05,0.7,267.69,66.86,89837.8,75,二级
陕西省,2013-02-09,77.56,83.13,25.22,13.38,0.96,51.79,1.8,1.58,272.86,54.22,89278.68,104,三级
陕西省,2013-02-10,142.46,155.2,35.95,17.53,1.41,53.64,-1.15,1.18,273.54,62.17,89025.74,190,四级
陕西省,2013-02-11,123.17,127.59,34.52,18.54,1.57,40.64,-1.36,-1.27,269.92,73.45,89520.78,162,四级
陕西省,2013-02-12,46.02,52.2,17.89,9.92,0.9,49.65,1.71,-1.14,270.75,37.96,89712.64,64,二级
陕西省,2013-02-13,50.14,58.79,25.78,12.94,1.03,51.05,0.16,0.44,272.92,40.22,89153.35,69,二级
陕西省,2013-02-14,43.65,51.24,21.87,11.43,0.89,50.99,-0.11,-3.55,272.53,43.6,89298.13,61,二级
陕西省,2013-02-15,43.37,55.04,25.14,13.43,1.18,50.11,-0.37,3.24,273.72,42.35,89271.56,61,二级
陕西省,2013-02-16,121.37,135.11,35.03,18.22,1.86,48.67,-0.57,1.92,276.35,56.57,88660.32,160,四级
陕西省,2013-02-17,72.45,82.68,25.5,14.25,0.97,51.22,-2.16,-3.76,274.53,40.9,88810.38,97,二级
陕西省,2013-02-18,51.14,62.02,20.6,14.61,0.69,48.25,-2.82,-3.57,269.62,65.11,89234.66,71,二级
陕西省,2013-02-19,48.97,56.27,22.12,13.65,0.6,48.96,-0.93,1.71,269.91,62.97,89432.79,68,二级
陕西省,2013-02-20,45.66,52.76,20.55,12.69,0.55,55.04,0.61,-0.95,272.62,53.76,89525.16,64,二级
陕西省,2013-02-21,53.89,65.03,22.98,16.47,0.68,51.59,0.97,-1.16,273.38,51.8,89718.89,74,二级
陕西省,2013-02-22,46.51,57.14,20.92,15.54,0.69,53.74,-0.14,0.48,275.72,42.07,89747.84,65,二级
陕西省,2013-02-23,96.46,114.28,33.63,24.38,1.1,48.35,-2.01,2.01,277.78,50.13,89523.47,127,三级
陕西省,2013-02-24,136.09,164.1,41.58,25.01,1.27,51.38,-2.23,3.13,279.11,58.66,89079.26,181,四级
陕西省,2013-02-25,113.82,130.54,33.49,18.01,0.99,46.87,-0.32,-0.25,279.43,60.94,89195.16,149,三级
陕西省,2013-02-26,101.36,121.69,31.21,18.72,1.0,46.55,-1.13,-0.63,279.55,50.64,89189.15,133,三级
陕西省,2013-02-27,145.81,181.45,43.25,22.62,1.28,51.67,-1.35,2.38,280.78,49.16,88863.23,195,四级
陕西省,2013-02-28,111.26,150.38,26.93,18.15,0.89,50.72,-0.62,-4.73,278.52,45.96,88677.23,146,三级
陕西省,2013-03-01,28.13,60.45,17.69,11.81,0.41,55.65,-3.78,-3.0,272.55,29.52,89672.05,56,二级
陕西省,2013-03-02,35.23,62.47,21.42,13.14,0.42,51.2,0.93,0.14,274.58,30.32,89981.73,57,二级
陕西省,2013-03-03,31.49,53.87,10.06,9.19,0.34,52.07,4.72,-3.32,279.84,20.34,89759.93,52,二级
陕西省,2013-03-04,39.17,64.41,17.75,12.55,0.46,52.57,0.92,0.94,281.16,23.72,89556.46,58,二级
陕西省,2013-03-05,53.59,80.36,25.24,15.01,0.56,56.54,2.63,3.35,283.76,29.59,89128.44,74,二级
陕西省,2013-03-06,54.37,80.24,11.75,9.06,0.36,55.3,4.61,-5.46,283.83,25.4,89311.53,75,二级
陕西省,2013-03-07,47.6,74.39,9.73,10.1,0.4,56.17,6.3,-0.29,286.2,20.74,89076.99,66,二级
陕西省,2013-03-08,51.96,77.75,15.86,11.9,0.5,60.09,4.92,2.6,290.09,20.56,88593.08,72,二级
陕西省,2013-03-09,90.4,112.22,12.01,8.81,0.46,61.24,2.72,-6.29,285.76,24.9,88681.8,120,三级
陕西省,2013-03-10,48.31,119.84,16.22,11.44,0.51,53.5,-5.24,1.17,277.01,28.92,89359.08,85,二级
陕西省,2013-03-11,47.15,74.63,24.09,14.65,0.69,50.45,-3.2,4.12,279.01,49.22,88782.17,66,二级
陕西省,2013-03-12,64.54,93.81,15.81,10.89,0.46,44.46,2.2,-4.18,281.5,37.74,88660.6,87,二级
陕西省,2013-03-13,83.92,157.18,25.42,19.88,0.78,37.68,-3.11,0.47,279.75,38.0,89304.08,112,三级
陕西省,2013-03-14,66.2,96.07,25.35,17.08,0.92,45.92,-2.64,4.01,278.74,56.74,89371.55,90,二级
陕西省,2013-03-15,75.17,98.44,28.58,18.55,0.83,53.46,-1.74,3.12,281.97,54.5,89031.51,101,三级
陕西省,2013-03-16,96.05,126.55,36.42,23.0,1.01,50.31,-3.09,0.34,282.29,62.68,89049.67,127,三级
陕西省,2013-03-17,70.71,90.52,21.0,12.5,0.64,56.5,3.09,-3.87,283.47,50.01,88799.3,95,二级
陕西省,2013-03-18,57.33,80.04,8.08,9.39,0.43,65.71,6.58,-2.41,285.7,22.79,88456.21,78,二级
陕西省,2013-03-19,62.88,87.87,10.57,10.38,0.48,66.62,4.05,-2.04,285.52,37.75,88197.38,85,二级
陕西省,2013-03-20,39.72,69.12,15.65,14.7,0.57,57.33,-1.81,-0.62,282.12,32.44,89033.59,60,二级
陕西省,2013-03-21,60.15,89.46,22.29,15.94,0.72,55.81,0.69,3.16,283.76,47.32,88280.78,82,二级
陕西省,2013-03-22,42.06,60.06,18.58,17.3,0.59,54.86,-1.03,-1.56,283.4,40.24,88676.18,59,二级
陕西省,2013-03-23,54.97,77.07,16.47,14.27,0.59,60.55,1.64,-0.91,283.92,40.86,88652.31,75,二级
陕西省,2013-03-24,41.82,78.26,19.13,13.51,0.62,58.41,-3.7,0.2,280.78,35.67,88871.33,65,二级
陕西省,2013-03-25,55.42,78.47,26.29,19.59,0.73,43.16,-2.32,1.76,278.15,65.05,88802.45,76,二级
陕西省,2013-03-26,38.21,48.38,14.02,12.58,0.5,56.49,2.46,-0.54,281.59,48.22,88854.78,55,二级
陕西省,2013-03-27,30.01,45.25,12.29,11.94,0.54,70.57,3.7,0.62,286.69,26.04,88535.89,46,一级
陕西省,2013-03-28,37.24,58.2,18.13,17.09,0.65,59.53,-0.05,-2.02,286.04,27.54,88797.89,55,二级
陕西省,2013-03-29,69.43,103.44,26.36,20.44,0.87,54.69,-0.58,2.42,284.26,49.72,88742.03,94,二级
陕西省,2013-03-30,56.16,76.63,19.62,15.04,0.67,62.16,-0.49,-1.23,285.65,41.11,88890.61,77,二级
陕西省,2013-03-31,97.68,127.68,28.38,22.45,1.23,57.54,0.11,4.77,285.16,58.08,88854.14,129,三级
陕西省,2013-04-01,52.5,71.71,11.92,12.18,0.7,61.83,0.1,-5.06,283.87,34.64,89180.75,72,二级
陕西省,2013-04-02,38.29,61.75,21.06,18.47,0.76,51.21,-2.71,2.62,281.85,37.55,89150.04,56,二级
陕西省,2013-04-03,54.41,74.95,23.89,15.6,0.75,66.1,-1.16,3.57,284.81,60.87,88428.01,75,二级
陕西省,2013-04-04,77.19,99.29,21.17,16.29,0.78,54.41,-0.34,-0.52,284.05,67.07,88261.06,103,三级
陕西省,2013-04-05,67.27,76.61,5.98,5.58,0.31,67.38,0.82,-8.95,278.58,31.22,89091.03,91,二级
陕西省,2013-04-06,29.2,38.97,8.16,10.09,0.39,63.37,1.12,-0.0,278.67,22.89,88968.24,42,一级
陕西省,2013-04-07,53.18,64.19,11.69,10.32,0.42,66.72,5.05,0.68,283.14,28.95,88282.14,73,二级
陕西省,2013-04-08,54.29,67.96,6.71,7.73,0.36,71.58,2.11,-6.76,280.04,27.07,88881.48,75,二级
陕西省,2013-04-09,32.76,41.41,6.5,7.51,0.36,72.81,1.57,-4.14,277.1,23.21,89478.55,47,一级
陕西省,2013-04-10,27.5,37.3,7.55,10.73,0.42,66.94,2.15,-3.03,279.27,28.89,89430.25,40,一级
陕西省,2013-04-11,26.12,35.56,10.68,14.3,0.4,66.63,1.76,-1.42,284.19,30.32,89279.55,38,一级
陕西省,2013-04-12,30.64,43.5,13.39,13.35,0.48,70.73,4.09,-0.52,287.19,29.85,89243.03,44,一级
陕西省,2013-04-13,35.64,46.87,11.84,8.32,0.47,71.26,5.64,-1.75,289.01,25.81,88797.29,51,二级
陕西省,2013-04-14,42.63,53.61,11.41,9.05,0.46,69.42,4.65,0.41,290.79,21.1,88546.02,60,二级
陕西省,2013-04-15,60.48,75.14,14.16,7.9,0.47,74.85,5.81,0.62,292.07,20.78,88081.34,82,二级
陕西省,2013-04-16,60.02,71.71,9.77,8.14,0.33,65.92,2.31,-1.74,292.82,22.1,88000.1,82,二级
陕西省,2013-04-17,57.69,86.09,17.98,14.4,0.56,73.36,0.65,3.29,292.68,29.8,87911.87,79,二级
陕西省,2013-04-18,70.75,142.14,24.39,16.05,0.78,64.43,-6.43,1.49,286.17,50.72,88415.25,97,二级
陕西省,2013-04-19,53.79,67.51,20.4,15.13,0.63,47.31,-4.77,1.93,276.94,80.9,88717.51,74,二级
陕西省,2013-04-20,57.71,64.42,20.29,14.11,0.61,49.19,-1.7,0.97,277.54,75.47,89097.12,79,二级
陕西省,2013-04-21,69.4,79.8,23.09,13.96,0.74,60.48,-1.5,3.14,282.49,57.41,88920.82,94,二级
陕西省,2013-04-22,80.2,96.6,21.57,14.97,0.8,54.58,-1.08,1.55,283.89,64.2,88576.41,107,三级
陕西省,2013-04-23,71.4,80.15,11.89,8.73,0.46,66.8,2.86,-2.55,287.44,42.57,88792.03,96,二级
陕西省,2013-04-24,52.16,63.03,8.54,10.56,0.36,67.65,1.18,-2.24,288.44,21.41,88988.39,72,二级
陕西省,2013-04-25,43.52,56.48,10.69,11.75,0.35,71.11,-0.31,-1.69,289.08,23.03,89078.04,61,二级
陕西省,2013-04-26,44.7,61.89,16.71,13.18,0.47,74.81,2.56,4.3,291.75,31.65,88621.03,63,二级
陕西省,2013-04-27,43.26,57.6,17.17,9.77,0.45,85.66,1.5,3.41,293.64,35.36,88232.37,61,二级
陕西省,2013-04-28,58.87,75.94,13.72,11.4,0.41,71.45,-0.03,-2.45,292.79,34.3,88567.86,80,二级
陕西省,2013-04-29,39.16,49.36,13.03,12.21,0.34,59.24,-3.47,-3.63,286.79,45.73,89016.24,56,二级
陕西省,2013-04-30,29.14,35.31,11.7,8.67,0.3,69.71,-0.69,-0.16,288.58,36.45,89040.67,42,一级
陕西省,2013-05-01,35.55,50.15,14.99,13.4,0.41,67.26,-0.37,2.92,289.74,31.47,88738.69,51,二级
陕西省,2013-05-02,36.8,49.64,15.01,11.46,0.38,75.56,1.16,1.42,290.16,46.09,88506.63,53,二级
