province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
宁夏回族自治区,2013-01-01,14.77,27.55,29.4,9.78,0.51,52.36,3.7,-3.36,263.48,50.09,84228.75,30,一级
宁夏回族自治区,2013-01-02,22.04,29.31,38.87,14.47,0.71,37.34,-2.84,-2.27,258.85,53.18,85090.18,39,一级
宁夏回族自治区,2013-01-03,35.45,47.55,57.57,15.92,0.72,32.67,-2.58,2.76,259.8,43.14,85104.21,54,二级
宁夏回族自治区,2013-01-04,55.5,80.16,71.87,22.51,1.14,26.25,-0.55,1.71,261.76,54.06,84429.68,76,二级
宁夏回族自治区,2013-01-05,72.45,100.68,113.22,32.65,1.26,24.49,0.87,-0.44,261.97,40.22,84467.32,97,二级
宁夏回族自治区,2013-01-06,69.18,97.59,84.03,29.06,1.34,34.35,3.1,-0.56,265.03,32.86,84442.01,93,二级
宁夏回族自治区,2013-01-07,42.63,61.62,62.24,21.42,1.07,39.62,2.73,-2.02,265.89,34.6,84431.91,60,二级
宁夏回族自治区,2013-01-08,22.88,35.6,51.03,18.36,0.73,41.1,1.97,-2.06,263.75,42.12,84768.76,51,二级
宁夏回族自治区,2013-01-09,47.0,64.55,49.64,22.79,1.0,39.02,1.14,2.33,265.88,41.19,84438.76,66,二级
宁夏回族自治区,2013-01-10,84.51,117.15,77.86,25.13,1.66,40.09,4.12,0.33,267.88,37.91,84373.86,112,三级
宁夏回族自治区,2013-01-11,26.4,48.15,49.78,16.98,0.98,47.71,4.39,-0.61,267.3,32.37,84643.88,50,一级
宁夏回族自治区,2013-01-12,53.18,79.41,54.3,19.92,1.35,45.22,3.93,2.16,270.25,26.62,84166.93,73,二级
宁夏回族自治区,2013-01-13,62.13,85.86,54.41,21.46,1.42,45.75,-0.48,2.8,270.83,20.11,84073.23,84,二级
宁夏回族自治区,2013-01-14,65.34,125.79,73.63,21.77,1.53,38.05,5.14,-1.51,267.46,36.91,84478.87,88,二级
宁夏回族自治区,2013-01-15,37.43,81.5,50.41,18.4,0.99,43.2,4.26,-2.22,268.16,42.44,84657.2,66,二级
宁夏回族自治区,2013-01-16,36.56,61.88,68.11,19.91,1.02,44.92,1.09,-1.83,268.11,38.63,84974.72,60,二级
宁夏回族自治区,2013-01-17,42.32,61.31,48.5,17.33,0.99,38.02,-1.82,5.27,268.39,44.94,85044.7,60,二级
宁夏回族自治区,2013-01-18,88.41,125.41,58.24,21.6,1.29,36.02,0.77,2.8,270.62,55.32,84601.69,117,三级
宁夏回族自治区,2013-01-19,111.57,159.46,87.17,28.98,1.5,31.98,-0.36,1.23,269.38,72.31,83982.32,146,三级
宁夏回族自治区,2013-01-20,44.06,57.04,36.8,19.31,0.74,40.65,5.14,-4.71,265.21,54.34,84537.4,62,二级
宁夏回族自治区,2013-01-21,34.12,44.97,35.57,18.8,0.77,45.68,1.39,-0.99,266.29,53.14,84762.34,49,一级
宁夏回族自治区,2013-01-22,58.61,70.23,48.2,24.42,1.12,45.12,3.72,1.43,266.87,59.63,84615.92,80,二级
宁夏回族自治区,2013-01-23,24.02,42.65,23.0,14.43,0.96,54.35,7.09,-2.46,268.56,43.66,84408.5,43,一级
宁夏回族自治区,2013-01-24,21.4,32.99,47.02,19.13,0.67,46.96,4.25,-0.65,266.1,48.43,84746.98,48,一级
宁夏回族自治区,2013-01-25,33.73,44.97,63.23,25.1,0.79,46.93,7.12,-3.36,269.6,31.86,84537.17,57,二级
宁夏回族自治区,2013-01-26,23.18,34.05,43.13,20.02,0.51,47.14,4.47,-2.7,270.19,31.1,84698.21,44,一级
宁夏回族自治区,2013-01-27,54.4,75.46,92.52,35.53,0.98,44.88,3.31,0.62,272.7,24.61,84688.12,75,二级
宁夏回族自治区,2013-01-28,69.47,90.92,80.74,31.51,1.34,44.79,2.56,0.21,272.77,29.36,84392.4,94,二级
宁夏回族自治区,2013-01-29,82.28,102.67,92.45,34.97,1.46,41.76,2.91,1.11,273.48,32.17,84353.52,110,三级
宁夏回族自治区,2013-01-30,47.31,59.28,48.22,21.05,0.9,45.48,1.87,4.42,274.98,34.32,84069.14,66,二级
宁夏回族自治区,2013-01-31,31.63,49.34,58.29,17.0,0.62,50.58,4.29,-2.16,274.01,36.71,84213.96,55,二级
宁夏回族自治区,2013-02-01,22.44,35.18,48.81,22.11,0.65,39.78,-0.38,-0.53,271.65,42.04,84656.78,49,一级
宁夏回族自治区,2013-02-02,37.35,53.9,48.94,20.88,0.98,39.57,-0.24,5.15,272.68,43.6,84487.89,53,二级
宁夏回族自治区,2013-02-03,46.16,65.37,37.52,16.63,0.85,43.62,4.4,-0.64,275.16,42.02,83924.16,64,二级
宁夏回族自治区,2013-02-04,21.96,37.15,24.09,13.71,0.61,44.09,-1.53,1.77,272.81,43.81,84128.26,38,一级
宁夏回族自治区,2013-02-05,20.5,33.14,32.57,17.9,0.65,36.7,4.44,-3.34,272.33,34.32,84483.87,34,一级
宁夏回族自治区,2013-02-06,24.99,39.63,33.22,16.8,0.75,39.27,-2.81,-0.34,271.71,35.2,84391.76,40,一级
宁夏回族自治区,2013-02-07,25.83,34.18,24.31,13.76,0.64,41.43,-4.19,-0.19,267.13,48.92,84767.18,37,一级
宁夏回族自治区,2013-02-08,33.14,49.14,68.83,27.31,0.84,36.96,4.02,-0.59,267.8,52.83,84820.63,60,二级
宁夏回族自治区,2013-02-09,45.13,71.31,48.92,22.01,1.07,49.82,3.45,3.59,273.31,38.51,84186.92,63,二级
宁夏回族自治区,2013-02-10,36.19,60.13,50.14,17.39,0.66,46.6,0.73,-1.76,270.97,48.48,84204.23,56,二级
宁夏回族自治区,2013-02-11,22.61,33.56,31.42,14.53,0.53,37.93,2.3,-3.84,266.65,47.9,84777.56,34,一级
宁夏回族自治区,2013-02-12,16.36,24.8,31.22,13.72,0.59,48.43,4.23,-0.57,267.47,33.9,84782.52,32,一级
宁夏回族自治区,2013-02-13,28.31,40.71,39.09,14.6,0.76,49.37,2.06,-1.33,269.99,27.42,84329.99,41,一级
宁夏回族自治区,2013-02-14,12.64,24.68,30.78,11.74,0.48,50.21,1.52,-3.58,267.57,38.0,84623.37,31,一级
宁夏回族自治区,2013-02-15,29.99,49.82,25.58,13.8,0.67,46.93,2.82,4.81,272.63,34.14,84153.89,50,一级
宁夏回族自治区,2013-02-16,35.76,54.97,44.65,18.68,0.73,46.58,2.28,-2.25,272.78,36.55,83937.59,53,二级
宁夏回族自治区,2013-02-17,25.45,92.53,39.92,14.53,0.42,47.33,-1.94,-2.94,267.84,32.49,84207.58,72,二级
宁夏回族自治区,2013-02-18,17.65,34.02,41.62,17.41,0.46,51.19,-1.03,-2.44,264.52,55.32,84526.71,42,一级
宁夏回族自治区,2013-02-19,40.48,61.04,64.5,26.33,0.83,44.48,1.75,1.21,269.04,43.98,84414.63,58,二级
宁夏回族自治区,2013-02-20,25.76,37.36,31.79,15.74,0.51,48.94,1.52,0.16,269.22,37.94,84670.77,38,一级
宁夏回族自治区,2013-02-21,37.64,54.59,34.28,21.62,0.74,45.02,3.54,-0.71,270.3,42.39,84915.81,54,二级
宁夏回族自治区,2013-02-22,31.95,43.3,31.56,16.83,0.62,50.09,1.52,1.55,272.34,47.06,84806.25,46,一级
宁夏回族自治区,2013-02-23,44.61,63.22,32.7,17.06,0.72,55.98,-1.44,4.64,276.09,50.58,84542.86,63,二级
