province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
香港特别行政区,2013-01-01,45.71,73.3,13.61,49.47,0.99,28.72,-1.96,-5.97,285.66,48.86,101483.78,64,二级
香港特别行政区,2013-01-02,62.96,94.66,14.54,57.48,1.1,38.34,-2.86,-6.6,288.0,57.16,101484.14,85,二级
香港特别行政区,2013-01-03,57.82,79.37,16.8,38.82,1.1,28.6,-3.8,-11.22,285.6,68.91,101823.35,79,二级
香港特别行政区,2013-01-04,33.54,50.92,12.76,31.83,1.1,14.64,-3.18,-10.83,281.87,72.86,101684.3,51,二级
香港特别行政区,2013-01-05,37.52,56.01,11.43,35.11,1.1,23.98,-2.38,-8.94,283.89,72.26,101375.91,54,二级
香港特别行政区,2013-01-06,44.88,67.66,15.22,37.98,1.16,21.58,-2.02,-9.57,284.5,72.18,101435.52,63,二级
香港特别行政区,2013-01-07,51.16,79.44,13.96,49.5,1.27,26.36,-1.83,-7.64,286.32,70.62,101337.98,71,二级
香港特别行政区,2013-01-08,68.74,104.04,19.2,61.06,1.46,32.98,-2.22,-7.84,287.2,68.89,101306.82,93,二级
香港特别行政区,2013-01-09,58.68,83.32,18.98,39.96,1.34,31.79,-3.08,-10.36,284.92,66.07,101461.24,80,二级
香港特别行政区,2013-01-10,66.56,88.07,19.74,34.99,1.25,34.02,-4.04,-7.14,285.67,67.38,101520.73,90,二级
香港特别行政区,2013-01-11,61.52,86.22,16.5,49.76,1.19,58.72,-4.23,-6.98,288.13,69.84,101544.94,84,二级
香港特别行政区,2013-01-12,73.72,100.84,18.87,59.85,1.4,40.9,-2.86,-7.64,288.1,68.32,101367.42,99,二级
香港特别行政区,2013-01-13,73.54,103.54,22.08,63.56,1.56,56.1,-1.57,-7.22,288.73,67.03,101070.82,99,二级
香港特别行政区,2013-01-14,45.54,59.68,11.03,35.26,1.09,76.59,-6.16,-4.84,287.94,60.72,101374.34,64,二级
香港特别行政区,2013-01-15,40.38,56.12,7.7,41.28,0.94,77.26,-7.1,-2.37,289.68,74.22,101602.28,57,二级
香港特别行政区,2013-01-16,62.22,85.88,10.78,71.17,1.23,78.61,-3.75,-3.43,289.98,63.94,101639.78,89,二级
香港特别行政区,2013-01-17,58.91,85.06,15.4,47.91,1.29,70.86,-4.62,-8.43,288.27,67.88,101933.26,80,二级
香港特别行政区,2013-01-18,69.9,87.07,15.88,34.02,1.32,72.49,-6.36,-6.24,286.91,62.91,102104.86,94,二级
香港特别行政区,2013-01-19,42.37,57.28,8.68,35.28,0.9,80.78,-7.71,-2.83,288.34,66.85,101757.56,60,二级
香港特别行政区,2013-01-20,28.3,42.66,5.11,41.47,0.75,65.82,-8.43,-0.22,291.47,89.06,101530.58,52,二级
香港特别行政区,2013-01-21,25.82,41.77,5.79,44.69,0.8,68.58,-6.44,-1.27,292.7,92.15,101447.91,56,二级
香港特别行政区,2013-01-22,44.72,72.69,13.9,69.52,1.13,67.06,-2.91,-6.92,291.62,80.06,101473.58,87,二级
香港特别行政区,2013-01-23,70.51,87.32,14.67,43.91,1.49,75.9,-4.29,-6.02,289.63,73.85,101454.28,95,二级
香港特别行政区,2013-01-24,77.58,100.12,11.84,57.4,1.48,97.24,-3.02,-2.8,291.46,80.32,101346.8,104,三级
香港特别行政区,2013-01-25,61.24,76.33,15.9,39.27,1.52,88.01,-4.21,-5.74,288.51,72.79,101456.92,83,二级
香港特别行政区,2013-01-26,89.8,108.13,12.49,35.14,1.65,116.9,-4.72,-2.4,290.9,79.06,101367.2,119,三级
香港特别行政区,2013-01-27,65.21,71.18,12.91,34.89,1.68,64.65,-4.88,-5.06,289.65,68.07,101633.78,88,二级
香港特别行政区,2013-01-28,48.18,61.44,10.66,25.66,1.03,112.56,-8.34,-2.68,289.66,69.94,101674.14,67,二级
香港特别行政区,2013-01-29,27.44,38.92,6.57,39.35,0.62,79.71,-7.1,-0.49,291.47,81.13,101614.95,50,一级
香港特别行政区,2013-01-30,30.2,39.77,6.48,32.16,0.73,84.67,-8.41,-0.62,291.84,82.96,101687.4,44,一级
香港特别行政区,2013-01-31,33.12,40.0,5.28,29.26,0.67,93.95,-8.41,0.38,292.08,87.68,101616.18,48,一级
香港特别行政区,2013-02-01,30.04,42.52,6.53,53.63,0.82,69.53,-4.64,-0.42,292.62,85.84,101519.26,68,二级
香港特别行政区,2013-02-02,37.88,59.68,9.19,48.89,1.26,73.74,-5.51,-2.5,293.24,78.01,101513.34,62,二级
香港特别行政区,2013-02-03,31.84,51.1,5.16,27.98,1.2,72.57,-9.1,-1.01,292.64,93.01,101343.6,51,二级
香港特别行政区,2013-02-04,34.33,48.42,5.72,64.35,0.97,43.28,-4.42,-0.62,293.18,96.47,101390.46,81,二级
香港特别行政区,2013-02-05,30.06,39.0,6.86,54.28,1.0,38.75,-4.8,-0.14,293.72,94.62,101313.14,68,二级
香港特别行政区,2013-02-06,19.28,27.2,5.38,25.27,0.86,58.19,-4.77,0.46,292.5,96.92,101179.26,32,一级
香港特别行政区,2013-02-07,24.38,32.52,4.92,19.43,1.16,67.0,-6.87,1.36,292.75,95.63,100913.77,35,一级
香港特别行政区,2013-02-08,12.94,18.96,7.81,20.28,1.32,37.26,-5.23,-9.36,287.18,79.12,101431.61,34,一级
香港特别行政区,2013-02-09,16.5,19.64,8.4,16.57,1.12,37.66,-3.3,-8.16,284.76,68.8,101777.46,29,一级
香港特别行政区,2013-02-10,48.25,51.81,10.98,22.51,1.02,36.34,-2.62,-3.64,288.35,69.06,101537.63,67,二级
香港特别行政区,2013-02-11,27.28,33.36,6.67,13.38,0.72,67.3,-6.1,-1.96,291.75,76.74,101414.54,39,一级
香港特别行政区,2013-02-12,29.95,35.52,7.82,13.54,0.94,63.1,-4.46,-7.6,290.82,71.7,101538.84,43,一级
香港特别行政区,2013-02-13,20.98,26.68,7.84,16.87,1.02,52.54,-4.74,-5.14,289.28,74.6,101445.28,30,一级
香港特别行政区,2013-02-14,33.27,42.82,6.11,26.82,0.74,65.92,-6.17,-1.01,292.84,90.0,101194.62,48,一级
香港特别行政区,2013-02-15,39.16,45.9,10.55,42.08,0.99,52.54,-3.24,-5.62,293.14,77.13,101241.47,56,二级
香港特别行政区,2013-02-16,25.56,37.92,6.94,15.33,0.94,59.17,-8.01,-3.34,290.92,78.55,101289.4,38,一级
香港特别行政区,2013-02-17,36.75,48.16,4.94,22.99,0.75,71.58,-6.5,0.2,292.8,90.18,101018.42,53,二级
香港特别行政区,2013-02-18,29.28,35.94,4.56,44.12,0.64,46.06,-3.54,1.98,293.67,96.22,100829.72,56,二级
香港特别行政区,2013-02-19,28.79,38.44,8.82,44.11,0.97,37.2,-2.46,-6.02,292.02,81.26,101014.94,56,二级
香港特别行政区,2013-02-20,24.57,35.92,9.39,23.65,1.02,53.15,-5.54,-7.12,289.18,69.78,101471.43,36,一级
香港特别行政区,2013-02-21,31.62,42.22,8.8,31.66,0.79,63.5,-6.63,-4.01,291.15,72.69,101518.98,46,一级
香港特别行政区,2013-02-22,30.33,42.44,12.02,32.44,0.98,54.81,-3.92,-7.7,291.66,66.55,101623.64,44,一级
香港特别行政区,2013-02-23,28.72,36.27,9.09,19.06,0.86,66.16,-6.94,-5.0,290.38,70.68,101691.02,42,一级
香港特别行政区,2013-02-24,43.06,55.3,6.94,21.68,0.82,77.91,-8.56,-3.1,292.12,77.9,101521.46,61,二级
香港特别行政区,2013-02-25,36.92,47.68,4.74,22.58,0.69,83.5,-7.95,-0.5,293.7,87.5,101348.36,53,二级
香港特别行政区,2013-02-26,36.88,48.48,5.0,39.14,0.7,56.84,-4.85,0.92,294.27,93.78,101114.95,53,二级
香港特别行政区,2013-02-27,35.01,50.56,8.82,53.62,0.88,29.72,0.5,0.28,294.5,92.27,100911.06,68,二级
香港特别行政区,2013-02-28,19.81,28.52,6.28,24.99,0.81,57.7,-5.3,1.96,293.38,92.76,100799.64,32,一级
香港特别行政区,2013-03-01,26.88,33.55,3.5,34.95,0.62,50.5,-3.26,3.44,293.82,96.69,100881.92,44,一级
香港特别行政区,2013-03-02,25.02,35.24,10.06,37.04,1.18,26.33,-3.7,-9.36,287.42,82.1,101566.64,47,一级
香港特别行政区,2013-03-03,33.41,41.64,12.5,26.51,1.08,43.0,-2.95,-8.48,287.48,64.25,101826.12,48,一级
香港特别行政区,2013-03-04,36.76,51.42,14.54,32.42,0.78,72.08,-5.71,-4.91,289.02,53.23,101782.64,53,二级
香港特别行政区,2013-03-05,35.38,53.98,8.91,29.47,0.6,92.3,-7.96,-2.4,291.19,54.05,101765.58,52,二级
香港特别行政区,2013-03-06,37.28,62.87,7.82,33.96,0.56,89.9,-6.62,-0.67,292.18,69.48,101597.14,57,二级
香港特别行政区,2013-03-07,43.66,63.72,9.22,66.6,0.64,66.03,-2.74,0.44,293.25,65.64,101476.94,84,二级
香港特别行政区,2013-03-08,56.96,84.46,13.5,91.62,0.74,50.04,-0.26,1.85,293.67,68.8,101230.84,106,三级
香港特别行政区,2013-03-09,37.62,49.54,7.49,56.82,0.52,73.76,-2.14,3.22,293.38,73.91,101034.78,72,二级
香港特别行政区,2013-03-10,23.56,30.2,5.59,50.28,0.4,50.0,-2.08,2.34,293.07,83.18,101019.23,63,二级
香港特别行政区,2013-03-11,26.87,41.04,5.86,30.59,0.44,68.32,-7.3,0.52,292.65,88.59,101169.36,42,一级
香港特别行政区,2013-03-12,26.14,40.29,4.98,22.92,0.47,77.54,-6.32,1.46,292.86,92.27,101022.59,41,一级
香港特别行政区,2013-03-13,27.58,38.54,5.32,59.86,0.48,36.06,-1.28,2.41,294.0,93.16,100957.14,75,二级
香港特别行政区,2013-03-14,38.58,58.6,10.82,38.53,0.92,45.06,-7.56,-3.96,292.25,78.17,101404.27,55,二级
香港特别行政区,2013-03-15,38.08,52.69,7.34,20.66,0.62,91.42,-8.28,-0.68,292.1,76.19,101550.26,54,二级
香港特别行政区,2013-03-16,32.48,43.54,5.76,19.79,0.5,96.68,-6.82,1.08,292.85,86.8,101397.68,49,一级
香港特别行政区,2013-03-17,26.16,34.09,4.3,30.07,0.42,70.26,-3.38,3.8,293.64,94.78,100885.79,38,一级
香港特别行政区,2013-03-18,27.66,37.66,10.72,42.58,0.46,41.99,2.2,2.96,294.36,93.34,100636.72,54,二级
香港特别行政区,2013-03-19,21.41,27.91,4.43,35.12,0.4,29.42,-0.3,5.46,294.52,96.89,100627.45,44,一级
香港特别行政区,2013-03-20,18.64,24.74,4.49,35.94,0.38,34.22,0.44,5.02,295.14,93.74,100759.8,45,一级
香港特别行政区,2013-03-21,36.8,52.28,6.4,44.22,0.7,44.79,-5.96,0.57,294.52,94.1,100815.75,56,二级
香港特别行政区,2013-03-22,38.08,49.6,4.88,29.67,0.54,61.03,-4.86,2.7,294.64,94.72,100756.58,54,二级
香港特别行政区,2013-03-23,30.11,39.02,4.4,39.8,0.49,37.87,-1.62,3.44,294.51,95.18,100674.88,50,一级
香港特别行政区,2013-03-24,25.65,34.86,9.69,42.48,0.44,28.85,1.98,2.94,294.85,91.74,100558.54,54,二级
香港特别行政区,2013-03-25,33.35,49.1,10.41,26.87,0.72,59.99,-8.91,-1.55,294.63,84.88,100681.48,50,一级
香港特别行政区,2013-03-26,30.62,44.15,3.88,24.14,0.6,78.4,-6.56,3.85,295.2,93.06,100550.34,45,一级
香港特别行政区,2013-03-27,24.28,33.56,7.87,45.1,0.86,31.96,-3.33,-4.03,292.93,81.91,100804.86,57,二级
香港特别行政区,2013-03-28,23.44,29.08,4.84,39.98,0.56,54.57,-6.52,2.27,294.94,92.94,100717.99,50,一级
香港特别行政区,2013-03-29,25.13,32.28,4.64,42.51,0.64,60.2,-4.89,-0.66,295.39,92.0,100722.37,54,二级
香港特别行政区,2013-03-30,19.25,30.15,3.74,19.62,0.48,81.1,-11.32,0.38,294.92,92.69,100673.24,41,一级
香港特别行政区,2013-03-31,20.43,26.62,5.44,29.2,0.6,60.04,-6.24,-2.92,294.52,89.56,100870.2,37,一级
香港特别行政区,2013-04-01,23.16,34.06,4.86,27.28,0.44,74.6,-6.91,0.44,294.98,90.35,100941.96,38,一级
香港特别行政区,2013-04-02,28.53,36.32,4.78,51.28,0.45,53.73,-4.39,0.36,295.53,91.72,100901.02,65,二级
香港特别行政区,2013-04-03,44.95,54.06,5.18,20.59,0.61,96.9,-9.26,2.72,295.38,90.66,100621.41,63,二级
香港特别行政区,2013-04-04,31.51,37.6,3.24,20.74,0.52,71.6,-6.01,5.54,296.1,95.5,100194.32,46,一级
香港特别行政区,2013-04-05,11.43,24.34,5.65,26.97,0.3,40.14,1.69,8.56,297.31,96.22,99880.17,34,一级
香港特别行政区,2013-04-06,23.61,27.24,11.04,26.2,0.84,52.99,-0.48,-11.94,292.13,69.29,100454.26,34,一级
香港特别行政区,2013-04-07,32.65,47.94,10.37,21.04,0.5,80.62,-6.87,-5.0,290.36,66.92,100772.52,48,一级
香港特别行政区,2013-04-08,37.6,51.24,7.04,32.76,0.48,76.18,-7.96,-0.54,293.66,85.04,100773.32,54,二级
香港特别行政区,2013-04-09,28.05,36.66,5.0,36.79,0.52,55.9,-5.68,-1.34,294.62,90.38,100938.14,46,一级
香港特别行政区,2013-04-10,42.4,50.15,7.84,32.3,0.67,48.78,-6.01,-4.46,293.85,76.32,101175.44,60,二级
