Unnamed: 0,time,province,PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI
0,2017-01-01,山东,188.4938484398217,263.32389301634475,48.03652303120357,68.5592867756315,2.4286924219910846,30.60151560178306,1.2798662704309065,3.5560326894502228,276.9090193164933,72.25466567607727,101524.39022288262,36.314680534918274,118.12751857355128,五级
1,2017-01-02,山东,182.0932689450223,257.94578008915306,38.35878157503715,68.73518573551263,2.931233283803864,19.37607726597325,1.3478306092124814,-2.264413075780089,276.7438632986627,71.29811292719168,101557.26224368498,36.314680534918274,118.12751857355128,五级
2,2017-01-03,山东,179.50335809806833,250.92982169390783,34.98759286775632,70.17812778603269,3.16704309063893,25.86225854383358,2.1610549777117387,2.6318722139673105,277.8320802377414,64.00521545319465,101431.32078751858,36.314680534918274,118.12751857355128,五级
3,2017-01-04,山东,173.8482912332838,254.9597325408618,35.42534918276374,68.64004457652302,3.323462109955424,19.68372956909361,-2.590772659732541,-0.597147102526003,277.6254383358098,73.05638930163447,101406.97771173848,36.314680534918274,118.12751857355128,五级
4,2017-01-05,山东,118.11106983655274,183.9212778603269,29.23774145616641,55.93037147102526,2.546998514115899,21.645408618127785,-4.486329866270431,-2.050995542347697,277.49521545319465,80.2194353640416,101608.62334323923,36.314680534918274,118.12751857355128,四级
5,2017-01-06,山东,95.57329866270432,151.87991084695392,29.96552748885587,60.02644873699852,2.2599554234769688,19.681411589895987,-2.277845468053492,-2.090921248142645,277.0216047548291,69.30823179791976,101574.2607280832,36.314680534918274,118.12751857355128,三级
6,2017-01-07,山东,87.01346210995543,120.30814264487373,25.242421991084697,51.44797919762258,1.705690936106984,18.49202080237741,-1.8803120356612184,-4.2169093610698365,276.27175334323925,83.54260029717682,101100.06814264489,36.314680534918274,118.12751857355128,三级
7,2017-01-08,山东,88.88098068350669,117.48548291233284,25.92921248142645,41.4345765230312,1.7340713224368498,27.80624071322437,1.972867756315008,-5.419138187221397,275.30546805349184,80.76147102526004,101041.37380386327,36.314680534918274,118.12751857355128,三级
8,2017-01-09,山东,99.98301634472512,149.2713075780089,28.045096582466567,47.81901931649332,1.98591381872214,25.04708766716196,0.9789153046062408,-4.320579494799405,274.10766716196133,61.77316493313521,101448.18482912332,36.314680534918274,118.12751857355128,三级
9,2017-01-10,山东,91.05493313521544,147.31511144130758,33.25288261515602,50.96906389301635,1.8496136701337296,25.220178306092127,1.0147845468053494,-3.882421991084695,272.92491827637446,50.5831500742942,101847.562897474,36.314680534918274,118.12751857355128,三级
