province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
海南省,2013-01-01,32.89,41.54,11.71,12.26,0.32,57.28,-2.75,-3.35,289.07,78.19,99606.79,47,一级
海南省,2013-01-02,38.88,47.68,9.35,13.91,0.32,55.72,-3.96,-1.63,291.75,87.66,99541.75,55,二级
海南省,2013-01-03,39.48,50.14,10.12,12.33,0.38,58.43,-5.93,-5.38,291.31,87.18,99790.33,56,二级
海南省,2013-01-04,40.73,46.45,8.97,13.77,0.39,38.05,-4.69,-6.23,289.16,87.33,99695.75,58,二级
海南省,2013-01-05,38.96,46.06,8.32,15.52,0.37,35.63,-3.89,-4.58,289.39,87.08,99478.68,55,二级
海南省,2013-01-06,45.54,53.76,8.68,11.22,0.41,43.51,-3.32,-5.19,288.77,87.18,99568.57,64,二级
海南省,2013-01-07,46.48,52.92,8.47,10.73,0.43,48.83,-3.23,-4.16,289.48,86.04,99512.26,65,二级
海南省,2013-01-08,57.35,64.68,9.44,11.37,0.55,53.9,-2.66,-3.69,290.15,86.85,99475.87,78,二级
海南省,2013-01-09,53.96,64.24,10.37,9.93,0.68,48.33,-3.64,-5.61,289.2,84.91,99560.15,74,二级
海南省,2013-01-10,59.98,74.43,12.71,10.34,0.66,53.4,-4.31,-4.92,289.08,84.64,99592.7,82,二级
海南省,2013-01-11,85.97,93.68,12.92,13.31,0.78,56.63,-4.4,-4.8,290.39,86.89,99616.84,114,三级
海南省,2013-01-12,80.96,84.98,10.96,13.24,0.81,53.05,-3.48,-5.59,290.33,83.36,99561.69,108,三级
海南省,2013-01-13,55.05,64.49,8.99,8.36,0.68,63.44,-0.65,-3.9,289.84,79.81,99381.44,76,二级
海南省,2013-01-14,57.01,66.44,8.99,15.0,0.76,71.71,-3.55,-1.69,290.84,73.78,99477.32,78,二级
海南省,2013-01-15,25.04,33.09,3.38,6.24,0.29,76.03,-5.3,-1.37,291.85,77.53,99643.32,39,一级
海南省,2013-01-16,24.9,34.8,3.13,5.66,0.28,71.59,-4.58,-2.33,291.71,83.77,99763.22,36,一级
海南省,2013-01-17,34.61,46.61,9.34,7.0,0.41,83.41,-5.51,-4.56,291.42,80.09,99950.2,50,一级
海南省,2013-01-18,68.82,87.66,15.56,9.31,0.72,67.98,-5.5,-6.03,289.95,80.15,100124.99,93,二级
海南省,2013-01-19,40.6,53.08,7.21,6.14,0.4,72.37,-5.14,-2.22,290.45,82.8,99800.21,58,二级
海南省,2013-01-20,16.89,28.35,1.86,7.47,0.23,64.87,-3.83,-0.56,292.66,85.92,99631.31,33,一级
海南省,2013-01-21,13.82,22.96,1.81,5.4,0.21,68.19,-2.59,-1.86,293.15,85.87,99633.83,35,一级
海南省,2013-01-22,17.08,26.39,4.24,9.1,0.29,64.15,-3.22,-2.51,292.56,88.01,99642.63,33,一级
海南省,2013-01-23,34.75,51.89,9.89,10.53,0.51,65.09,-4.11,-2.77,292.22,86.34,99601.65,51,二级
海南省,2013-01-24,40.49,58.93,6.01,11.43,0.6,61.89,-3.1,-1.73,292.45,88.46,99536.74,57,二级
海南省,2013-01-25,66.12,79.57,10.86,8.57,0.73,76.11,-4.16,-3.14,291.81,85.89,99597.03,89,二级
海南省,2013-01-26,58.71,76.43,7.9,7.96,0.67,75.51,-3.22,-0.31,292.36,87.55,99510.22,80,二级
海南省,2013-01-27,51.28,61.61,8.5,9.52,0.79,70.68,-4.37,-3.11,292.01,89.81,99704.58,71,二级
海南省,2013-01-28,43.15,56.69,7.01,6.24,0.53,76.64,-5.74,-1.52,291.94,83.69,99710.63,61,二级
海南省,2013-01-29,23.99,37.91,2.77,5.28,0.35,69.17,-4.85,-0.68,292.79,85.14,99689.97,38,一级
海南省,2013-01-30,11.84,20.93,1.61,5.02,0.25,69.16,-5.68,-0.11,293.4,83.43,99728.34,35,一级
海南省,2013-01-31,12.97,20.88,1.68,4.24,0.25,72.6,-4.82,1.01,293.73,82.04,99691.11,37,一级
海南省,2013-02-01,12.47,20.05,1.56,5.16,0.25,71.07,-3.8,-0.91,293.72,82.52,99665.29,36,一级
海南省,2013-02-02,15.3,20.67,2.79,7.87,0.27,68.16,-3.77,-2.25,293.01,85.78,99679.89,35,一级
海南省,2013-02-03,18.77,26.96,4.15,7.57,0.33,62.85,-2.71,-1.25,294.17,89.42,99500.47,32,一级
海南省,2013-02-04,15.13,23.09,2.22,6.78,0.34,52.91,-2.84,-0.38,294.83,92.05,99580.05,27,一级
海南省,2013-02-05,12.12,16.91,1.83,5.72,0.26,51.3,-1.89,-0.42,294.86,89.96,99575.33,26,一级
海南省,2013-02-06,11.63,14.96,1.8,4.33,0.21,52.71,-1.88,0.61,294.34,90.79,99372.5,27,一级
海南省,2013-02-07,7.16,10.41,1.25,3.26,0.16,51.39,-2.1,2.91,294.93,84.12,99017.31,26,一级
海南省,2013-02-08,13.62,23.38,4.2,6.06,0.3,56.33,-4.33,-2.5,293.59,90.19,99366.64,29,一级
海南省,2013-02-09,25.9,38.37,8.49,9.74,0.58,41.8,-5.5,-5.45,290.83,89.52,99747.11,39,一级
海南省,2013-02-10,24.88,34.29,6.63,5.02,0.4,62.16,-5.23,-2.59,291.81,86.67,99651.27,36,一级
海南省,2013-02-11,20.19,26.92,3.55,3.87,0.29,67.6,-4.68,-0.54,293.0,84.73,99519.45,34,一级
海南省,2013-02-12,19.08,28.4,3.86,4.58,0.3,69.98,-4.92,-2.92,293.11,86.58,99614.04,35,一级
海南省,2013-02-13,28.72,43.28,8.58,5.7,0.49,64.0,-4.86,-3.8,292.01,85.02,99572.81,44,一级
海南省,2013-02-14,26.56,38.96,3.95,5.33,0.38,61.18,-3.46,-1.3,293.66,88.36,99378.16,39,一级
海南省,2013-02-15,26.26,38.13,3.6,6.2,0.38,60.95,-3.33,-2.47,293.88,90.85,99410.48,39,一级
海南省,2013-02-16,29.29,41.65,7.83,6.48,0.5,58.6,-4.77,-2.24,293.55,85.47,99410.45,42,一级
海南省,2013-02-17,20.54,32.24,2.05,4.42,0.32,61.9,-3.41,0.64,294.08,87.64,99185.6,33,一级
海南省,2013-02-18,16.04,23.46,1.51,3.8,0.26,64.52,-2.18,2.33,294.77,84.79,99029.26,33,一级
海南省,2013-02-19,13.36,19.09,2.04,4.6,0.23,58.83,-2.74,-0.38,294.42,83.2,99133.61,30,一级
海南省,2013-02-20,25.02,39.78,8.11,7.66,0.45,58.41,-5.73,-3.98,292.8,86.61,99479.71,40,一级
海南省,2013-02-21,19.46,33.76,4.93,4.84,0.32,74.09,-5.85,-3.87,293.09,86.73,99575.07,38,一级
海南省,2013-02-22,35.24,43.24,8.03,6.18,0.49,81.77,-5.0,-6.13,292.04,82.35,99765.16,51,二级
海南省,2013-02-23,39.59,49.89,9.41,7.97,0.53,67.14,-4.88,-5.79,291.33,82.57,99774.59,56,二级
海南省,2013-02-24,24.52,36.97,3.36,4.73,0.35,79.6,-5.35,-3.36,292.99,89.99,99567.68,40,一级
海南省,2013-02-25,24.75,48.65,1.7,4.78,0.33,71.97,-5.0,-0.49,295.28,90.06,99439.76,49,一级
海南省,2013-02-26,18.16,31.37,1.49,5.34,0.27,61.91,-2.71,0.44,295.65,89.51,99330.49,32,一级
海南省,2013-02-27,13.47,19.26,1.74,4.67,0.22,55.09,-1.6,1.18,295.78,86.33,99162.85,28,一级
海南省,2013-02-28,10.41,14.13,1.42,3.63,0.18,50.26,-1.91,4.1,295.99,83.73,98975.65,26,一级
海南省,2013-03-01,8.63,12.47,1.36,3.27,0.18,54.0,-0.84,4.9,297.46,79.79,98997.51,28,一级
海南省,2013-03-02,16.68,25.5,5.32,8.2,0.33,51.57,-3.24,-2.37,294.36,89.95,99525.7,26,一级
海南省,2013-03-03,38.24,47.78,11.19,11.62,0.66,48.51,-4.71,-6.42,290.03,86.61,99922.04,55,二级
海南省,2013-03-04,36.47,43.77,10.68,6.52,0.44,76.81,-3.74,-4.57,290.4,75.35,99931.36,52,二级
海南省,2013-03-05,29.29,40.76,6.38,5.67,0.35,89.46,-4.66,-3.18,291.63,77.35,99855.19,45,一级
海南省,2013-03-06,18.99,38.22,2.45,7.2,0.3,80.93,-4.61,-1.48,292.98,84.34,99714.27,41,一级
海南省,2013-03-07,21.09,35.74,2.28,4.46,0.28,79.5,-3.52,-1.73,293.5,80.83,99688.96,40,一级
海南省,2013-03-08,22.67,30.32,2.8,5.84,0.29,77.99,-2.5,-0.15,293.68,69.62,99497.12,39,一级
海南省,2013-03-09,23.44,32.29,2.85,4.88,0.28,83.79,-1.89,2.26,293.99,69.89,99251.16,42,一级
海南省,2013-03-10,20.61,27.1,2.21,3.85,0.25,81.91,-2.03,1.83,294.9,71.84,99189.44,41,一级
海南省,2013-03-11,15.24,19.77,1.78,3.3,0.22,76.16,-3.46,1.06,295.04,77.25,99288.12,39,一级
海南省,2013-03-12,15.24,21.98,1.57,3.46,0.21,66.0,-3.12,2.12,294.85,77.71,99153.94,34,一级
海南省,2013-03-13,18.65,26.96,1.84,4.83,0.25,59.72,-1.28,1.65,295.92,77.69,99172.73,30,一级
海南省,2013-03-14,24.85,33.17,3.98,4.62,0.3,66.94,-3.74,-1.28,294.63,88.86,99491.84,36,一级
海南省,2013-03-15,28.22,43.01,2.92,3.2,0.38,74.21,-4.93,-0.4,294.49,87.92,99637.61,44,一级
海南省,2013-03-16,17.29,28.64,1.65,2.61,0.27,75.97,-4.1,1.91,295.17,86.45,99534.12,38,一级
海南省,2013-03-17,18.35,26.56,1.5,2.44,0.26,72.37,-2.01,4.65,296.08,83.61,99070.38,37,一级
海南省,2013-03-18,17.58,25.62,1.62,3.1,0.25,64.28,-0.77,4.4,297.41,79.51,98790.59,33,一级
海南省,2013-03-19,11.08,17.79,1.18,2.41,0.22,56.98,-1.18,6.4,298.02,80.2,98787.55,29,一级
海南省,2013-03-20,7.26,12.21,1.01,2.61,0.18,53.0,-0.78,5.32,298.27,75.49,98898.19,27,一级
海南省,2013-03-21,9.42,13.7,1.37,2.9,0.17,47.75,-1.75,3.14,297.2,85.46,98949.12,24,一级
海南省,2013-03-22,10.39,14.57,1.3,2.61,0.17,46.64,-1.89,3.92,297.23,82.81,98908.83,24,一级
海南省,2013-03-23,11.93,16.46,1.46,3.36,0.18,46.46,-1.04,3.53,297.83,76.42,98887.61,24,一级
海南省,2013-03-24,12.72,18.14,1.63,3.73,0.18,52.23,-0.14,3.03,298.23,72.68,98805.74,27,一级
海南省,2013-03-25,12.05,17.14,1.58,3.11,0.18,47.07,-2.33,4.11,297.84,80.45,98737.44,24,一级
海南省,2013-03-26,6.32,10.85,1.18,3.14,0.14,41.68,-1.46,5.46,298.56,77.79,98743.75,21,一级
海南省,2013-03-27,14.2,22.71,3.74,4.96,0.24,51.73,-2.13,-0.06,297.35,86.76,98950.07,26,一级
海南省,2013-03-28,6.86,10.95,1.21,2.97,0.15,41.02,-1.43,4.37,298.0,85.62,98902.64,21,一级
