province,city,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
广西壮族自治区,玉林市,2018-01,49.98,70.71,14.01,22.8,1.05,53.1,70,二级
广西壮族自治区,玉林市,2018-02,56.59,75.66,10.96,15.01,0.86,62.08,78,二级
广西壮族自治区,玉林市,2018-03,36.19,53.27,10.06,13.6,0.78,68.66,54,二级
广西壮族自治区,玉林市,2018-04,34.34,56.63,10.99,11.96,0.83,63.51,54,二级
广西壮族自治区,玉林市,2018-05,19.89,33.7,8.77,10.3,0.62,53.75,35,一级
广西壮族自治区,玉林市,2018-06,20.49,34.9,8.58,9.54,0.71,60.7,36,一级
广西壮族自治区,玉林市,2018-07,17.92,29.24,7.01,10.07,0.59,46.82,31,一级
广西壮族自治区,玉林市,2018-08,24.78,40.26,11.34,11.27,0.77,58.77,41,一级
广西壮族自治区,玉林市,2018-09,25.62,40.27,11.1,10.48,0.67,58.92,41,一级
广西壮族自治区,玉林市,2018-10,34.29,54.21,14.46,14.38,0.82,72.17,52,二级
广西壮族自治区,玉林市,2018-11,38.81,57.1,14.64,17.55,0.85,54.78,57,二级
广西壮族自治区,玉林市,2018-12,33.97,48.48,12.92,15.83,0.85,38.27,51,二级
广西壮族自治区,南宁市,2018-01,54.82,77.78,12.99,27.13,1.07,45.56,77,二级
广西壮族自治区,南宁市,2018-02,53.35,70.84,11.05,18.81,0.91,61.58,74,二级
广西壮族自治区,南宁市,2018-03,39.46,57.99,8.8,18.86,0.79,62.1,58,二级
广西壮族自治区,南宁市,2018-04,34.42,61.28,8.6,15.79,0.72,65.04,55,二级
广西壮族自治区,南宁市,2018-05,20.17,32.88,6.75,10.48,0.61,59.58,35,一级
广西壮族自治区,南宁市,2018-06,21.39,35.1,7.37,9.83,0.65,62.96,37,一级
广西壮族自治区,南宁市,2018-07,17.62,30.22,6.29,11.08,0.6,50.41,31,一级
广西壮族自治区,南宁市,2018-08,24.7,41.02,7.86,12.01,0.69,58.94,41,一级
广西壮族自治区,南宁市,2018-09,24.94,39.59,8.7,11.07,0.6,56.74,41,一级
广西壮族自治区,南宁市,2018-10,32.18,53.5,11.88,16.27,0.74,60.47,51,二级
广西壮族自治区,南宁市,2018-11,36.32,58.55,11.82,19.84,0.83,44.15,55,二级
广西壮族自治区,南宁市,2018-12,36.27,51.52,11.5,17.57,0.82,33.61,54,二级
广西壮族自治区,百色市,2018-01,47.86,63.92,14.19,11.79,1.0,44.54,68,二级
广西壮族自治区,百色市,2018-02,52.21,74.56,13.0,11.43,0.89,58.97,74,二级
广西壮族自治区,百色市,2018-03,39.48,55.48,11.33,8.97,0.84,72.1,58,二级
广西壮族自治区,百色市,2018-04,37.82,57.28,10.92,6.53,0.78,78.78,57,二级
广西壮族自治区,百色市,2018-05,25.08,37.18,9.03,5.05,0.64,72.38,42,一级
广西壮族自治区,百色市,2018-06,23.86,36.1,8.34,5.29,0.71,65.58,40,一级
广西壮族自治区,百色市,2018-07,17.42,26.77,6.12,5.14,0.44,56.96,31,一级
广西壮族自治区,百色市,2018-08,26.66,40.57,9.56,5.14,0.56,61.47,42,一级
广西壮族自治区,百色市,2018-09,25.93,38.99,10.39,5.26,0.53,59.96,41,一级
广西壮族自治区,百色市,2018-10,32.67,49.03,14.06,6.52,0.54,60.73,50,一级
广西壮族自治区,百色市,2018-11,34.17,51.54,14.07,8.72,0.58,49.87,52,二级
广西壮族自治区,百色市,2018-12,36.5,52.27,15.15,8.59,0.64,41.91,54,二级
广西壮族自治区,桂林市,2018-01,59.46,73.87,15.04,18.99,0.88,48.76,82,二级
广西壮族自治区,桂林市,2018-02,57.97,73.98,12.83,16.16,0.74,61.67,80,二级
广西壮族自治区,桂林市,2018-03,38.75,52.66,10.59,14.57,0.64,61.33,56,二级
广西壮族自治区,桂林市,2018-04,39.22,61.8,10.17,10.78,0.6,65.76,59,二级
广西壮族自治区,桂林市,2018-05,29.61,42.46,8.79,7.82,0.56,66.84,45,一级
广西壮族自治区,桂林市,2018-06,25.12,36.54,9.09,6.67,0.51,70.78,39,一级
广西壮族自治区,桂林市,2018-07,21.28,29.34,6.94,6.9,0.43,58.29,32,一级
广西壮族自治区,桂林市,2018-08,30.68,42.94,10.61,6.87,0.52,73.69,45,一级
广西壮族自治区,桂林市,2018-09,30.32,41.28,10.93,6.78,0.48,71.48,46,一级
广西壮族自治区,桂林市,2018-10,35.82,50.15,13.64,10.44,0.55,76.15,54,二级
广西壮族自治区,桂林市,2018-11,36.38,50.91,11.8,14.65,0.65,52.25,53,二级
广西壮族自治区,桂林市,2018-12,44.1,57.2,13.84,16.81,0.79,36.94,62,二级
广西壮族自治区,防城港市,2018-01,49.38,67.34,12.57,22.6,1.03,52.42,70,二级
广西壮族自治区,防城港市,2018-02,47.42,62.55,10.56,14.14,0.83,66.78,66,二级
广西壮族自治区,防城港市,2018-03,30.02,42.04,8.13,12.29,0.64,71.62,46,一级
广西壮族自治区,防城港市,2018-04,29.44,48.16,7.53,9.26,0.6,69.47,47,一级
广西壮族自治区,防城港市,2018-05,15.36,22.82,4.74,5.33,0.47,57.48,31,一级
广西壮族自治区,防城港市,2018-06,19.26,28.99,6.22,5.72,0.55,64.85,35,一级
广西壮族自治区,防城港市,2018-07,14.75,23.75,6.08,8.1,0.58,48.37,27,一级
广西壮族自治区,防城港市,2018-08,22.7,35.59,8.14,7.92,0.64,59.8,37,一级
广西壮族自治区,防城港市,2018-09,23.52,36.32,8.5,8.0,0.54,56.3,38,一级
广西壮族自治区,防城港市,2018-10,33.47,52.97,12.87,14.06,0.76,65.12,51,二级
广西壮族自治区,防城港市,2018-11,36.15,55.76,12.68,17.58,0.8,49.75,55,二级
广西壮族自治区,防城港市,2018-12,31.69,45.96,11.7,15.0,0.8,37.91,48,一级
广西壮族自治区,柳州市,2018-01,53.07,70.39,15.77,16.72,0.9,44.75,74,二级
广西壮族自治区,柳州市,2018-02,54.97,71.74,12.86,12.79,0.76,60.68,76,二级
广西壮族自治区,柳州市,2018-03,40.29,57.18,10.52,13.37,0.66,60.73,59,二级
广西壮族自治区,柳州市,2018-04,37.88,61.28,9.87,10.57,0.6,65.38,57,二级
广西壮族自治区,柳州市,2018-05,27.03,39.16,8.87,7.88,0.54,66.06,42,一级
广西壮族自治区,柳州市,2018-06,23.98,36.39,8.63,6.92,0.55,68.0,39,一级
广西壮族自治区,柳州市,2018-07,18.45,28.27,5.68,7.06,0.42,59.23,31,一级
广西壮族自治区,柳州市,2018-08,28.16,41.59,9.38,6.39,0.54,68.98,43,一级
广西壮族自治区,柳州市,2018-09,27.47,39.68,9.98,6.67,0.51,65.88,43,一级
广西壮族自治区,柳州市,2018-10,30.95,45.84,13.41,8.67,0.57,69.08,47,一级
广西壮族自治区,柳州市,2018-11,31.66,48.92,13.67,12.48,0.67,48.73,48,一级
广西壮族自治区,柳州市,2018-12,38.63,52.89,15.36,14.7,0.79,35.33,56,二级
广西壮族自治区,贵港市,2018-01,58.63,82.77,13.52,21.96,1.0,48.6,80,二级
广西壮族自治区,贵港市,2018-02,60.67,79.59,10.96,14.88,0.89,61.39,83,二级
广西壮族自治区,贵港市,2018-03,46.33,68.35,10.44,16.5,0.86,61.52,66,二级
广西壮族自治区,贵港市,2018-04,42.93,71.3,10.75,14.69,0.88,60.64,64,二级
