Unnamed: 0,time,province,PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI
0,2014-01-01,湖南,98.65844183564568,129.21201707577376,38.92478121664888,31.39626467449306,1.6066275346851655,51.391227321238,-0.8297331910352188,1.022198505869797,283.0459871931697,35.65163287086446,97851.75675560298,27.585240128068303,111.7210885805763,三级
1,2014-01-02,湖南,111.26607257203842,146.0823052294557,41.05020277481324,33.972582710779086,1.5193383137673424,49.03483457844184,-0.3469903948772678,1.6829028815368194,284.71447171824974,40.9084204909285,97452.12932764142,27.585240128068303,111.7210885805763,三级
2,2014-01-03,湖南,155.8796371398079,181.99997865528283,48.78355389541089,36.97944503735325,1.6672038420490929,46.62773745997866,-0.319701173959445,-3.9653148345784417,283.7381323372465,42.41435432230523,97806.92877267876,27.585240128068303,111.7210885805763,五级
3,2014-01-04,湖南,98.76588046958378,127.6313447171825,35.813628601921025,33.28439701173959,1.3575773745997866,45.20702241195305,-1.9547385272145144,-2.791494130202775,282.2684098185699,29.371728922091783,98082.15725720384,27.585240128068303,111.7210885805763,三级
4,2014-01-05,湖南,97.13457844183566,129.7697331910352,35.28903948772679,33.2858591248666,1.201291355389541,47.59179295624333,-3.066083244397012,2.3371504802561365,283.45795090715046,29.870224119530416,97725.85725720384,27.585240128068303,111.7210885805763,三级
5,2014-01-06,湖南,119.50502668089648,151.8590715048026,37.91171824973319,35.40885805763074,1.302657417289221,38.492422625400216,-2.321430096051228,2.4374813233724653,283.1322732123799,56.94933831376734,97468.31076840982,27.585240128068303,111.7210885805763,四级
6,2014-01-07,湖南,137.0401173959445,157.2730309498399,30.25155816435432,31.68364994663821,1.4439381003201708,27.59041622198506,-0.4996478121664888,-1.3568303094983991,281.0397331910352,88.99226254002134,97604.0267769477,27.585240128068303,111.7210885805763,四级
7,2014-01-08,湖南,116.60553895410884,128.86394877267875,38.48715048025613,26.6146318036286,1.5397118463180364,30.96616862326574,-1.877929562433298,-6.167001067235859,278.0072038420491,77.8897331910352,98462.14862326576,27.585240128068303,111.7210885805763,四级
8,2014-01-09,湖南,112.2080576307364,131.89604055496264,35.262508004268945,27.253970117395944,1.4792422625400212,32.76080042689434,-3.7066382070437567,-3.851152614727855,277.62042689434367,62.26136606189968,98617.77617929564,27.585240128068303,111.7210885805763,三级
9,2014-01-10,湖南,106.56325506937034,126.08295624332978,27.56624332977588,24.779754535752403,1.3219850586979722,26.00531483457844,-2.6671931696905014,-0.7803201707577374,277.7002241195304,72.30240128068304,98388.91701173958,27.585240128068303,111.7210885805763,三级
