province,city,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
内蒙古自治区,乌海市,2015-01,59.44,131.58,105.91,44.04,1.2,33.54,96,二级
内蒙古自治区,乌海市,2015-02,49.64,133.53,66.55,28.8,0.84,51.13,97,二级
内蒙古自治区,乌海市,2015-03,41.63,135.75,65.62,26.43,0.86,60.11,97,二级
内蒙古自治区,乌海市,2015-04,38.42,108.81,49.37,23.94,0.62,69.89,80,二级
内蒙古自治区,乌海市,2015-05,36.83,108.35,48.75,20.51,0.51,84.63,80,二级
内蒙古自治区,乌海市,2015-06,34.29,91.52,31.48,17.82,0.55,97.21,73,二级
内蒙古自治区,乌海市,2015-07,31.36,75.33,35.58,20.03,0.52,99.21,64,二级
内蒙古自治区,乌海市,2015-08,30.08,71.64,34.83,18.65,0.55,79.54,62,二级
内蒙古自治区,乌海市,2015-09,33.32,68.19,33.61,21.7,0.61,64.71,60,二级
内蒙古自治区,乌海市,2015-10,43.79,106.65,48.01,34.01,0.81,51.64,80,二级
内蒙古自治区,乌海市,2015-11,56.96,110.9,57.8,33.49,1.14,30.0,85,二级
内蒙古自治区,乌海市,2015-12,65.92,133.74,83.59,37.93,1.28,33.54,104,三级
内蒙古自治区,阿拉善盟,2015-01,9.43,15.14,9.08,4.09,0.29,47.37,25,一级
内蒙古自治区,阿拉善盟,2015-02,12.45,19.03,8.1,3.24,0.27,52.99,33,一级
内蒙古自治区,阿拉善盟,2015-03,18.19,27.69,5.78,2.2,0.23,63.28,40,一级
内蒙古自治区,阿拉善盟,2015-04,25.35,31.69,4.47,2.24,0.22,65.98,45,一级
内蒙古自治区,阿拉善盟,2015-05,39.62,43.32,2.23,1.55,0.17,75.7,60,二级
内蒙古自治区,阿拉善盟,2015-06,30.85,35.92,3.97,2.28,0.18,84.62,52,二级
内蒙古自治区,阿拉善盟,2015-07,24.38,27.31,2.83,2.62,0.19,76.88,47,一级
内蒙古自治区,阿拉善盟,2015-08,26.07,29.62,4.93,2.81,0.22,78.21,44,一级
内蒙古自治区,阿拉善盟,2015-09,20.0,23.23,5.57,2.59,0.22,69.56,41,一级
内蒙古自治区,阿拉善盟,2015-10,19.38,23.09,5.54,3.24,0.23,60.9,37,一级
内蒙古自治区,阿拉善盟,2015-11,14.65,18.53,7.14,3.96,0.27,49.03,29,一级
内蒙古自治区,阿拉善盟,2015-12,11.47,15.39,7.94,4.18,0.31,49.54,29,一级
内蒙古自治区,包头市,2015-01,25.97,42.97,19.56,20.22,0.76,39.26,44,一级
内蒙古自治区,包头市,2015-02,26.4,41.08,16.34,14.22,0.65,50.24,48,一级
内蒙古自治区,包头市,2015-03,20.32,36.58,9.4,10.18,0.42,61.59,43,一级
内蒙古自治区,包头市,2015-04,22.73,33.48,6.18,8.08,0.31,68.88,44,一级
内蒙古自治区,包头市,2015-05,38.05,49.39,4.48,5.95,0.24,77.69,57,二级
内蒙古自治区,包头市,2015-06,25.34,36.11,5.98,6.36,0.3,82.44,47,一级
内蒙古自治区,包头市,2015-07,28.24,41.49,9.05,8.0,0.34,93.4,51,二级
内蒙古自治区,包头市,2015-08,20.16,30.2,6.01,7.72,0.3,75.38,41,一级
内蒙古自治区,包头市,2015-09,22.94,33.85,9.95,10.99,0.37,67.17,41,一级
内蒙古自治区,包头市,2015-10,22.38,36.99,10.03,14.87,0.39,54.45,41,一级
内蒙古自治区,包头市,2015-11,33.36,46.7,16.0,19.14,0.62,37.2,49,一级
内蒙古自治区,包头市,2015-12,46.3,64.64,20.52,28.02,0.91,33.48,69,二级
内蒙古自治区,赤峰市,2015-01,19.58,28.82,21.24,8.69,0.57,43.82,36,一级
内蒙古自治区,赤峰市,2015-02,22.36,31.59,16.76,6.94,0.52,51.82,43,一级
内蒙古自治区,赤峰市,2015-03,17.34,33.16,10.29,6.19,0.49,61.19,43,一级
内蒙古自治区,赤峰市,2015-04,23.18,31.28,5.58,4.74,0.36,67.6,43,一级
内蒙古自治区,赤峰市,2015-05,29.61,38.49,4.48,3.4,0.29,71.77,48,一级
内蒙古自治区,赤峰市,2015-06,24.5,30.92,6.52,3.88,0.3,80.07,46,一级
内蒙古自治区,赤峰市,2015-07,27.54,36.85,8.74,4.61,0.4,78.99,46,一级
内蒙古自治区,赤峰市,2015-08,17.88,24.84,5.69,3.75,0.33,64.11,36,一级
内蒙古自治区,赤峰市,2015-09,18.0,25.67,7.61,5.02,0.35,58.78,35,一级
内蒙古自治区,赤峰市,2015-10,14.27,21.68,6.76,5.44,0.36,54.51,34,一级
内蒙古自治区,赤峰市,2015-11,30.44,41.69,19.39,9.86,0.57,43.65,46,一级
内蒙古自治区,赤峰市,2015-12,27.04,37.29,18.99,9.91,0.6,41.5,43,一级
内蒙古自治区,巴彦淖尔市,2015-01,19.24,31.63,16.98,11.12,0.51,43.75,35,一级
内蒙古自治区,巴彦淖尔市,2015-02,21.57,32.14,14.97,8.87,0.42,52.52,42,一级
内蒙古自治区,巴彦淖尔市,2015-03,18.02,29.02,7.06,4.31,0.27,63.97,39,一级
内蒙古自治区,巴彦淖尔市,2015-04,18.96,26.8,5.48,4.36,0.22,69.02,39,一级
内蒙古自治区,巴彦淖尔市,2015-05,32.83,41.09,2.97,2.55,0.18,79.2,52,二级
内蒙古自治区,巴彦淖尔市,2015-06,25.08,32.73,4.59,3.92,0.2,85.29,48,一级
内蒙古自治区,巴彦淖尔市,2015-07,24.25,31.47,5.72,5.03,0.21,84.14,47,一级
内蒙古自治区,巴彦淖尔市,2015-08,20.64,27.26,5.44,5.15,0.21,74.97,42,一级
内蒙古自治区,巴彦淖尔市,2015-09,22.47,29.01,8.1,5.75,0.25,69.75,41,一级
内蒙古自治区,巴彦淖尔市,2015-10,22.01,29.58,8.53,7.85,0.27,57.91,40,一级
内蒙古自治区,巴彦淖尔市,2015-11,26.28,34.98,13.28,10.86,0.41,41.26,40,一级
内蒙古自治区,巴彦淖尔市,2015-12,32.99,45.61,18.08,15.94,0.6,40.47,52,二级
内蒙古自治区,鄂尔多斯市,2015-01,35.02,61.02,34.69,26.66,0.9,36.29,56,二级
内蒙古自治区,鄂尔多斯市,2015-02,32.36,60.93,23.86,15.68,0.68,50.46,58,二级
内蒙古自治区,鄂尔多斯市,2015-03,27.24,61.25,18.4,12.39,0.61,59.29,54,二级
内蒙古自治区,鄂尔多斯市,2015-04,25.71,48.02,12.74,10.63,0.59,68.71,47,一级
内蒙古自治区,鄂尔多斯市,2015-05,33.55,54.33,9.74,7.96,0.36,81.21,55,二级
内蒙古自治区,鄂尔多斯市,2015-06,31.86,50.84,9.86,7.46,0.35,92.81,56,二级
内蒙古自治区,鄂尔多斯市,2015-07,27.85,43.31,10.78,7.86,0.35,99.71,54,二级
内蒙古自治区,鄂尔多斯市,2015-08,23.24,37.78,10.42,9.2,0.34,83.9,46,一级
内蒙古自治区,鄂尔多斯市,2015-09,26.3,39.86,12.72,9.17,0.42,74.16,45,一级
内蒙古自治区,鄂尔多斯市,2015-10,28.25,48.45,16.23,15.23,0.44,56.75,48,一级
内蒙古自治区,鄂尔多斯市,2015-11,38.45,59.59,25.19,22.02,0.76,37.21,57,二级
内蒙古自治区,鄂尔多斯市,2015-12,45.05,70.84,33.42,27.21,0.89,36.55,69,二级
内蒙古自治区,乌兰察布市,2015-01,24.54,38.16,19.22,17.7,0.76,42.59,42,一级
内蒙古自治区,乌兰察布市,2015-02,25.59,40.95,16.64,12.5,0.61,52.82,48,一级
内蒙古自治区,乌兰察布市,2015-03,22.28,39.76,10.6,9.14,0.43,63.25,46,一级
内蒙古自治区,乌兰察布市,2015-04,25.59,36.32,5.44,6.55,0.29,72.44,47,一级
内蒙古自治区,乌兰察布市,2015-05,42.53,53.16,4.19,4.82,0.23,77.24,63,二级
内蒙古自治区,乌兰察布市,2015-06,26.93,35.23,5.95,4.98,0.26,82.55,48,一级
内蒙古自治区,乌兰察布市,2015-07,30.88,41.66,8.84,6.46,0.35,93.14,51,二级
内蒙古自治区,乌兰察布市,2015-08,19.33,26.45,4.79,6.17,0.24,72.17,39,一级
内蒙古自治区,乌兰察布市,2015-09,24.4,33.23,9.22,9.2,0.34,66.64,42,一级
内蒙古自治区,乌兰察布市,2015-10,21.82,33.04,9.22,11.94,0.35,56.6,40,一级
内蒙古自治区,乌兰察布市,2015-11,36.24,47.36,17.33,18.64,0.68,40.48,52,二级
内蒙古自治区,乌兰察布市,2015-12,43.32,56.74,20.38,25.96,0.88,37.08,64,二级
内蒙古自治区,锡林郭勒盟,2015-01,8.64,11.65,6.81,3.99,0.26,47.08,28,一级
内蒙古自治区,锡林郭勒盟,2015-02,11.65,15.03,6.86,3.58,0.26,54.11,33,一级
内蒙古自治区,锡林郭勒盟,2015-03,10.69,13.88,4.65,1.77,0.23,64.29,37,一级
内蒙古自治区,锡林郭勒盟,2015-04,22.91,26.18,2.26,1.32,0.18,69.86,46,一级
内蒙古自治区,锡林郭勒盟,2015-05,35.95,41.28,2.1,1.19,0.19,70.16,56,二级
内蒙古自治区,锡林郭勒盟,2015-06,19.6,22.54,3.93,1.37,0.2,72.83,39,一级
内蒙古自治区,锡林郭勒盟,2015-07,25.68,30.7,6.71,1.98,0.27,78.04,43,一级
内蒙古自治区,锡林郭勒盟,2015-08,15.35,18.53,3.25,1.65,0.2,62.9,34,一级
内蒙古自治区,锡林郭勒盟,2015-09,16.04,19.33,5.84,2.58,0.24,59.18,33,一级
内蒙古自治区,锡林郭勒盟,2015-10,11.15,13.29,4.26,2.26,0.23,55.14,31,一级
内蒙古自治区,锡林郭勒盟,2015-11,18.45,23.2,9.75,5.6,0.33,45.55,34,一级
内蒙古自治区,锡林郭勒盟,2015-12,14.31,17.98,8.6,5.84,0.34,44.37,31,一级
内蒙古自治区,兴安盟,2015-01,14.35,17.42,6.41,5.53,0.35,46.18,29,一级
内蒙古自治区,兴安盟,2015-02,20.19,25.24,6.6,5.25,0.36,55.01,40,一级
内蒙古自治区,兴安盟,2015-03,12.14,17.58,4.33,3.49,0.27,65.86,36,一级
内蒙古自治区,兴安盟,2015-04,17.67,25.71,2.33,2.67,0.21,71.23,42,一级
内蒙古自治区,兴安盟,2015-05,16.58,22.86,2.59,2.61,0.2,71.69,39,一级
内蒙古自治区,兴安盟,2015-06,19.93,25.05,3.95,3.01,0.26,75.06,40,一级
内蒙古自治区,兴安盟,2015-07,24.66,34.77,5.78,3.39,0.34,81.68,46,一级
内蒙古自治区,兴安盟,2015-08,19.13,25.54,4.01,2.78,0.25,64.84,35,一级
内蒙古自治区,兴安盟,2015-09,12.98,18.38,4.43,3.48,0.26,55.81,30,一级
内蒙古自治区,兴安盟,2015-10,10.86,15.85,3.44,3.9,0.26,53.89,32,一级
内蒙古自治区,兴安盟,2015-11,30.47,38.9,8.17,8.28,0.42,47.04,48,一级
内蒙古自治区,兴安盟,2015-12,20.7,22.37,7.58,7.33,0.42,42.5,35,一级
内蒙古自治区,呼伦贝尔市,2015-01,8.4,11.28,6.75,5.54,0.3,44.84,24,一级
内蒙古自治区,呼伦贝尔市,2015-02,10.73,14.13,7.14,4.44,0.28,53.8,31,一级
内蒙古自治区,呼伦贝尔市,2015-03,5.43,7.2,4.85,2.69,0.23,64.92,33,一级
内蒙古自治区,呼伦贝尔市,2015-04,8.97,14.97,2.43,2.07,0.2,72.12,38,一级
