province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
黑龙江省,2013-01-01,36.6,41.99,9.34,11.34,0.52,42.47,4.03,-1.09,243.74,68.51,97617.31,52,二级
黑龙江省,2013-01-02,28.34,33.37,7.74,9.76,0.46,43.36,5.26,-1.81,243.69,66.89,98165.79,41,一级
黑龙江省,2013-01-03,16.63,19.54,6.71,6.9,0.39,45.12,6.57,-1.73,247.1,67.09,98722.62,24,一级
黑龙江省,2013-01-04,24.29,29.24,9.42,11.24,0.44,37.56,4.59,2.45,249.43,70.39,98211.99,35,一级
黑龙江省,2013-01-05,20.34,23.25,8.23,9.76,0.41,39.63,6.41,-1.66,248.85,67.82,97926.22,30,一级
黑龙江省,2013-01-06,24.41,27.18,6.45,8.46,0.42,43.01,5.1,-1.63,245.33,67.43,98431.07,35,一级
黑龙江省,2013-01-07,38.7,44.49,7.05,10.61,0.55,42.03,3.4,-1.84,243.09,68.37,98625.79,55,二级
黑龙江省,2013-01-08,31.64,37.63,8.92,11.13,0.48,41.29,4.03,-1.2,241.97,68.43,98569.43,46,一级
黑龙江省,2013-01-09,36.86,41.78,9.6,11.0,0.49,40.28,4.29,-0.86,241.54,68.2,98388.48,53,二级
黑龙江省,2013-01-10,34.06,39.25,9.06,11.59,0.5,40.2,4.74,-0.3,242.59,68.1,98545.54,49,一级
黑龙江省,2013-01-11,40.18,46.56,11.6,15.53,0.56,37.81,3.0,0.1,243.88,69.27,98593.02,57,二级
黑龙江省,2013-01-12,37.34,43.02,10.47,13.62,0.52,39.15,3.04,-1.16,243.92,71.01,98311.8,53,二级
黑龙江省,2013-01-13,47.01,57.31,11.93,15.05,0.59,38.21,2.57,0.6,244.71,70.69,98571.32,66,二级
黑龙江省,2013-01-14,42.0,47.5,9.78,12.3,0.52,39.48,2.19,-2.52,245.21,72.35,98771.48,59,二级
黑龙江省,2013-01-15,43.72,50.05,8.5,11.59,0.52,41.87,2.92,-1.11,244.75,70.93,98918.23,61,二级
黑龙江省,2013-01-16,46.33,52.72,8.68,11.4,0.55,43.49,3.72,-1.66,245.98,70.03,98933.13,65,二级
黑龙江省,2013-01-17,43.08,50.25,8.56,10.33,0.52,39.4,4.63,-0.34,248.45,70.72,98967.3,61,二级
黑龙江省,2013-01-18,35.93,42.71,10.98,13.5,0.49,35.27,1.92,-0.43,249.28,73.36,98735.28,52,二级
黑龙江省,2013-01-19,41.97,47.21,8.79,10.7,0.51,38.17,3.31,-1.58,250.24,73.02,98890.34,59,二级
黑龙江省,2013-01-20,62.85,70.31,9.74,12.77,0.62,37.54,2.59,-0.34,251.05,75.52,99433.56,85,二级
黑龙江省,2013-01-21,41.73,49.29,10.2,12.27,0.54,38.53,0.72,-1.11,252.12,76.39,99128.04,59,二级
黑龙江省,2013-01-22,39.04,45.89,9.89,11.21,0.48,36.74,2.76,0.4,251.21,76.71,98653.22,56,二级
黑龙江省,2013-01-23,47.98,56.14,11.7,14.51,0.57,34.51,0.51,-0.64,249.88,74.26,97914.44,67,二级
黑龙江省,2013-01-24,26.7,32.74,7.45,8.97,0.42,40.36,3.31,-3.83,247.87,73.32,97156.19,39,一级
黑龙江省,2013-01-25,7.95,9.82,3.62,4.66,0.3,53.63,5.63,-5.15,247.26,68.7,97352.58,27,一级
黑龙江省,2013-01-26,12.84,14.99,4.55,6.01,0.33,50.87,3.94,-4.21,248.95,70.93,98257.81,26,一级
黑龙江省,2013-01-27,27.79,32.97,8.53,10.01,0.43,42.82,2.98,0.3,247.56,72.36,98378.8,40,一级
黑龙江省,2013-01-28,46.62,54.34,13.47,15.57,0.53,34.67,0.79,1.1,248.77,75.99,98236.73,65,二级
黑龙江省,2013-01-29,61.63,71.17,15.61,16.84,0.63,31.59,0.52,-1.02,250.46,77.94,98641.65,84,二级
黑龙江省,2013-01-30,58.95,70.73,14.29,17.9,0.66,29.57,-2.13,1.32,253.44,78.73,98910.81,80,二级
黑龙江省,2013-01-31,57.21,67.67,14.34,16.02,0.6,29.12,0.02,-0.6,256.65,83.23,98811.93,78,二级
黑龙江省,2013-02-01,32.21,36.4,9.9,9.53,0.47,42.98,4.74,-0.53,257.64,75.89,97903.25,47,一级
黑龙江省,2013-02-02,10.3,12.53,5.25,6.4,0.32,50.54,8.2,-1.01,250.86,63.79,98114.77,26,一级
黑龙江省,2013-02-03,17.62,20.55,6.98,8.83,0.34,44.29,5.52,-0.51,250.24,67.76,98252.82,26,一级
黑龙江省,2013-02-04,20.98,24.66,7.22,8.5,0.38,43.43,4.87,-1.18,249.03,68.71,98071.48,30,一级
黑龙江省,2013-02-05,26.74,31.23,9.13,11.71,0.4,40.44,2.02,-0.22,249.21,73.58,98428.42,39,一级
黑龙江省,2013-02-06,30.03,35.16,8.26,10.55,0.44,44.67,1.03,-3.19,246.2,74.64,98170.26,43,一级
黑龙江省,2013-02-07,16.36,19.36,4.92,6.67,0.34,53.5,3.79,-6.35,246.96,69.63,98485.19,27,一级
黑龙江省,2013-02-08,14.06,16.93,5.03,6.17,0.33,53.32,5.19,-2.37,247.49,70.0,98811.38,27,一级
黑龙江省,2013-02-09,26.62,32.14,9.71,10.16,0.41,46.71,2.66,-0.33,246.34,73.0,98549.92,39,一级
黑龙江省,2013-02-10,41.85,47.62,9.38,10.36,0.45,46.69,3.7,-1.61,247.07,73.51,98530.58,59,二级
黑龙江省,2013-02-11,26.57,31.52,9.37,9.57,0.4,44.33,4.05,2.0,249.5,73.47,98739.53,38,一级
黑龙江省,2013-02-12,41.18,48.67,13.62,15.0,0.49,42.05,1.17,3.18,251.51,77.53,98220.71,58,二级
黑龙江省,2013-02-13,44.17,51.07,13.64,15.26,0.5,37.12,2.86,2.03,253.13,77.72,97718.32,62,二级
黑龙江省,2013-02-14,23.39,26.92,7.7,9.63,0.38,38.87,5.01,-0.69,252.13,74.92,98097.14,34,一级
黑龙江省,2013-02-15,20.5,23.61,6.42,8.11,0.37,43.81,4.18,-0.97,250.5,74.53,98310.7,30,一级
黑龙江省,2013-02-16,30.16,36.48,10.96,12.63,0.44,41.27,1.26,2.02,250.5,74.74,98418.92,44,一级
黑龙江省,2013-02-17,36.07,42.29,10.85,12.92,0.44,39.47,-1.8,0.45,253.33,78.49,97690.97,52,二级
黑龙江省,2013-02-18,21.47,24.17,8.44,7.92,0.36,41.29,5.16,-1.79,251.56,74.56,97839.7,31,一级
黑龙江省,2013-02-19,16.67,19.38,7.94,7.1,0.35,44.61,6.4,-0.78,250.29,71.09,97946.59,24,一级
黑龙江省,2013-02-20,12.84,15.41,6.72,6.65,0.32,50.94,6.71,-0.86,250.82,69.62,98216.71,26,一级
黑龙江省,2013-02-21,21.31,25.25,9.92,9.27,0.37,46.51,5.47,1.07,251.33,71.54,98193.69,31,一级
黑龙江省,2013-02-22,22.55,26.85,9.11,9.45,0.39,42.2,5.36,-0.47,252.31,74.46,97994.04,33,一级
黑龙江省,2013-02-23,13.45,16.69,6.99,7.05,0.32,44.61,5.71,-2.61,252.78,73.64,98169.78,23,一级
黑龙江省,2013-02-24,15.11,18.44,6.5,6.29,0.32,51.07,4.78,-2.31,252.25,73.07,99039.67,26,一级
黑龙江省,2013-02-25,33.29,37.39,10.42,11.17,0.41,45.34,3.94,1.56,253.86,74.87,98970.51,48,一级
黑龙江省,2013-02-26,53.4,61.99,16.21,17.88,0.57,40.05,0.85,1.64,256.81,75.07,97982.58,74,二级
黑龙江省,2013-02-27,55.44,62.73,14.97,14.97,0.53,41.53,1.63,0.91,256.9,80.23,97287.74,76,二级
黑龙江省,2013-02-28,40.43,45.88,10.47,11.37,0.44,40.88,-0.35,-1.57,258.07,81.31,97454.42,57,二级
黑龙江省,2013-03-01,18.01,19.59,5.77,5.26,0.31,51.04,1.03,-6.82,259.74,80.66,97692.48,26,一级
黑龙江省,2013-03-02,12.33,14.5,5.61,5.86,0.3,54.19,4.69,-2.9,257.27,77.01,98474.79,28,一级
黑龙江省,2013-03-03,29.53,34.69,10.1,12.26,0.42,47.56,1.44,0.51,256.07,79.03,98131.07,43,一级
黑龙江省,2013-03-04,43.7,50.13,12.12,15.21,0.5,47.44,3.08,1.7,258.35,80.17,97687.59,61,二级
黑龙江省,2013-03-05,42.75,49.2,12.51,17.24,0.46,39.14,2.82,1.34,263.16,86.63,97334.47,60,二级
黑龙江省,2013-03-06,33.15,38.85,10.09,14.03,0.4,48.61,4.9,3.28,265.77,81.62,97309.71,48,一级
