province,city,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
黑龙江省,大兴安岭地区,2014-01,1.85,2.07,2.09,1.89,0.22,45.02,23,一级
黑龙江省,大兴安岭地区,2014-02,5.2,5.63,3.11,2.1,0.21,49.17,26,一级
黑龙江省,大兴安岭地区,2014-03,0.98,1.1,1.37,1.11,0.19,65.57,34,一级
黑龙江省,大兴安岭地区,2014-04,6.44,6.76,1.12,0.84,0.18,72.68,39,一级
黑龙江省,大兴安岭地区,2014-05,7.3,7.63,1.13,0.82,0.16,67.96,35,一级
黑龙江省,大兴安岭地区,2014-06,11.82,12.43,0.68,1.0,0.18,62.33,32,一级
黑龙江省,大兴安岭地区,2014-07,10.95,11.43,1.41,1.24,0.2,68.41,36,一级
黑龙江省,大兴安岭地区,2014-08,12.16,12.57,1.68,1.4,0.18,66.89,35,一级
黑龙江省,大兴安岭地区,2014-09,7.46,7.85,1.93,1.12,0.19,63.51,33,一级
黑龙江省,大兴安岭地区,2014-10,2.83,3.18,1.41,1.31,0.19,57.87,30,一级
黑龙江省,大兴安岭地区,2014-11,4.16,4.58,2.95,2.19,0.2,48.2,26,一级
黑龙江省,大兴安岭地区,2014-12,1.57,1.97,2.13,1.72,0.23,51.75,27,一级
黑龙江省,佳木斯市,2014-01,20.13,22.43,6.26,8.98,0.35,36.82,32,一级
黑龙江省,佳木斯市,2014-02,28.43,31.08,7.25,8.12,0.35,41.95,43,一级
黑龙江省,佳木斯市,2014-03,16.27,18.3,5.36,6.69,0.28,55.82,35,一级
黑龙江省,佳木斯市,2014-04,11.19,12.35,3.26,3.34,0.21,67.98,38,一级
黑龙江省,佳木斯市,2014-05,14.16,15.51,3.46,3.29,0.19,63.88,34,一级
黑龙江省,佳木斯市,2014-06,17.53,18.96,3.94,3.81,0.2,67.79,38,一级
黑龙江省,佳木斯市,2014-07,22.99,24.34,4.73,3.79,0.22,75.14,44,一级
黑龙江省,佳木斯市,2014-08,19.22,20.78,4.44,4.24,0.22,69.12,38,一级
黑龙江省,佳木斯市,2014-09,10.93,12.12,3.64,4.04,0.21,58.95,31,一级
黑龙江省,佳木斯市,2014-10,15.38,17.66,5.26,5.88,0.27,51.48,32,一级
黑龙江省,佳木斯市,2014-11,30.71,34.1,8.6,11.47,0.49,42.14,48,一级
黑龙江省,佳木斯市,2014-12,30.79,35.92,7.32,11.2,0.85,43.17,47,一级
黑龙江省,牡丹江市,2014-01,65.06,80.38,20.15,23.42,1.11,37.5,89,二级
黑龙江省,牡丹江市,2014-02,53.9,68.56,14.86,17.33,0.85,53.7,75,二级
黑龙江省,牡丹江市,2014-03,33.48,43.42,12.89,11.96,0.61,64.65,50,一级
黑龙江省,牡丹江市,2014-04,24.09,39.65,6.44,8.23,0.45,74.78,44,一级
黑龙江省,牡丹江市,2014-05,23.79,32.61,5.35,6.51,0.44,73.28,41,一级
黑龙江省,牡丹江市,2014-06,25.79,36.74,4.67,6.03,0.3,76.81,43,一级
黑龙江省,牡丹江市,2014-07,35.21,46.15,6.19,6.28,0.29,76.37,53,二级
黑龙江省,牡丹江市,2014-08,25.12,35.21,5.95,5.56,0.26,68.06,42,一级
黑龙江省,牡丹江市,2014-09,16.25,25.42,4.71,6.55,0.26,58.26,33,一级
黑龙江省,牡丹江市,2014-10,38.37,58.22,9.16,13.32,0.5,52.76,59,二级
黑龙江省,牡丹江市,2014-11,57.27,72.67,15.66,16.3,0.76,41.92,79,二级
黑龙江省,牡丹江市,2014-12,39.6,53.26,16.56,14.96,0.95,42.71,59,二级
黑龙江省,黑河市,2014-01,14.86,16.41,4.53,5.66,0.31,40.51,31,一级
黑龙江省,黑河市,2014-02,22.73,24.84,5.84,5.32,0.31,43.45,39,一级
黑龙江省,黑河市,2014-03,7.93,8.83,2.66,2.91,0.23,61.03,33,一级
黑龙江省,黑河市,2014-04,12.42,13.35,2.55,2.02,0.21,71.72,42,一级
黑龙江省,黑河市,2014-05,11.69,12.46,2.34,1.54,0.18,67.04,35,一级
黑龙江省,黑河市,2014-06,11.49,12.09,1.52,1.59,0.18,64.73,35,一级
