Unnamed: 0,time,province,PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI
0,2017-01-01,青海,2.718781526367508,3.4124402227317394,0.801572224041926,1.2211922698984603,0.173960039305601,68.1597510645267,3.345758270553554,0.8171863740583033,262.0007500818867,54.96592204389125,62093.19499181133,35.63225024566,96.02724533245988,一级
1,2017-01-02,青海,2.740910579757616,3.4716704880445466,0.8116508352440223,1.1897903701277432,0.1709367834916475,70.50900753357354,2.214477563052735,1.7528463806092367,261.47862757943005,55.99909597117589,62165.84725515886,35.63225024566,96.02724533245988,一级
2,2017-01-03,青海,3.227674418604652,3.990926957091385,0.9912905339010808,1.1468915820504422,0.1661087454962332,72.08319685555192,4.53451359318703,1.8830167048804456,261.50549950868,55.55340976089093,62088.64851948903,35.63225024566,96.02724533245988,一级
3,2017-01-04,青海,2.0620668195217817,2.5480478218146083,0.5224959056665575,0.8888011791680315,0.1635407795610874,70.78874222076647,4.773311496888307,1.3143006878480183,261.50272191287263,43.445355388142815,62058.374277759576,35.63225024566,96.02724533245988,一级
4,2017-01-05,青海,2.105103177202752,2.766210284965608,0.7065443825745168,1.0722961021945627,0.1630625614150016,74.28771699967245,2.802060268588274,3.103347527022601,261.5035506059613,39.16366852276449,61834.92078611202,35.63225024566,96.02724533245988,一级
5,2017-01-06,青海,4.119908286930888,5.215705863085489,1.3827939731411727,1.481824434981985,0.1899541434654438,67.98703242712087,4.104870619063217,0.7571896495250573,260.04033737307566,52.88225024566001,61760.077585981,35.63225024566,96.02724533245988,一级
6,2017-01-07,青海,3.3000884376023585,4.104919751064527,1.101283982967573,1.33475925319358,0.1816017032427121,68.54934818211595,3.3059187684245,0.9606387160170324,259.14750081886666,54.94699639698657,61750.42124795283,35.63225024566,96.02724533245988,一级
7,2017-01-08,青海,4.418879790370128,5.433960039305601,1.591071077628562,1.5609662626924337,0.1836619718309859,70.49791680314445,3.320723878152637,2.1654307238781527,259.6465050769735,55.497386177530295,61605.32925646905,35.63225024566,96.02724533245988,一级
8,2017-01-09,青海,5.480792662954471,6.639204061578775,1.825784474287586,1.5109302325581395,0.1791385522436947,68.60651490337374,5.46371437929905,1.255244022273174,258.8071012119227,59.50280052407468,61566.73186374058,35.63225024566,96.02724533245988,一级
9,2017-01-10,青海,5.023776613167376,6.37729773992794,1.6279626596790042,1.3949164755977728,0.170802489354733,66.50038322961022,3.174258106780216,0.2573501473960039,255.8297150343924,66.45417622011136,61658.87603340976,35.63225024566,96.02724533245988,一级
10,2017-01-11,青海,4.872414018997707,5.9280674746151325,1.2518375368490011,1.1808450704225353,0.182129053390108,69.08164100884376,1.2803439240091712,-0.4554241729446446,254.0702784146741,68.20411071077628,61718.36110055683,35.63225024566,96.02724533245988,一级
11,2017-01-12,青海,4.672377988863413,5.564821487061907,1.1083819194235178,1.0555682934818211,0.1803308221421553,72.14742220766459,1.0748247625286604,1.4845561742548314,254.85876842450048,61.792145430723885,61614.69278087127,35.63225024566,96.02724533245988,一级
12,2017-01-13,青海,4.235610874549623,5.14577137242057,1.2017753029806748,1.3102849656075992,0.1860072060268588,72.66417622011137,4.317441860465117,1.840759908286931,256.63577464788733,56.054376023583366,61501.164945954806,35.63225024566,96.02724533245988,一级
13,2017-01-14,青海,2.6870586308548967,3.38208974778906,0.8147985587946283,1.133144448083852,0.1621421552571241,71.32697346871929,5.739315427448412,0.8121585325908942,256.40388470357027,48.07903373730757,61714.63756960367,35.63225024566,96.02724533245988,一级
14,2017-01-15,青海,1.4877399279397314,2.096600065509336,0.6185620700949885,0.8799475925319358,0.1400622338683262,70.8669014084507,7.887373075663282,-0.0016737635113003,257.6307828365542,40.08056665574844,61984.464680641984,35.63225024566,96.02724533245988,一级
15,2017-01-16,青海,1.526272518833934,2.450592859482476,0.6815492957746478,1.020769734687193,0.1536226662299377,68.33005568293481,5.334153291844088,-0.3349459547985588,257.5780936783492,49.86999344906649,61801.34435637078,35.63225024566,96.02724533245988,一级
16,2017-01-17,青海,2.1185718964952507,3.077183098591549,0.8848771699967246,1.1711627906976745,0.1662987225679659,69.24741565673108,5.795794300687849,0.2649656075990828,257.5617458237799,50.27008188666885,61657.87946609892,35.63225024566,96.02724533245988,一级
17,2017-01-18,青海,2.0685031116934165,3.0064690468391744,0.6006583688175565,0.8314117261709795,0.1575139207337045,71.76263019980347,8.338519489027187,-0.5267540124467737,258.7374385849984,45.08677694071405,61996.14881428104,35.63225024566,96.02724533245988,一级
18,2017-01-19,青海,1.7753815918768423,3.18373075663282,0.6067900425810678,0.8923452341958729,0.1502260072060268,76.16338683262366,6.163429413691452,0.2178774975433999,259.9690599410416,43.25770389780544,62175.41461513266,35.63225024566,96.02724533245988,一级
19,2017-01-20,青海,2.2890992466426465,4.0209859154929575,0.797897150343924,1.0551392073370456,0.1602816901408451,71.39173927284638,7.421323288568621,-1.2283786439567637,259.14467409105794,45.031038322961024,62205.04599410416,35.63225024566,96.02724533245988,一级
20,2017-01-21,青海,1.168984605306256,1.8318506387160167,0.337107762856207,0.6143236161152964,0.1415427448411398,70.26716999672453,7.954739600393056,-1.0648280379954145,258.76006878480183,36.96005895840157,62497.00810678022,35.63225024566,96.02724533245988,一级
21,2017-01-22,青海,0.8226760563380282,1.272397641663937,0.3599705207992139,0.7229839502129053,0.135548640681297,67.0005339010809,5.404405502784147,0.1976973468719292,261.7435276776941,39.796007206026864,62504.01433016705,35.63225024566,96.02724533245988,一级
22,2017-01-23,青海,1.3446053062561414,2.0354503766786767,0.6030494595479855,0.9770782836554208,0.1576023583360629,68.24372093023256,4.606904683917458,-0.2858630854896822,262.5693449066492,46.83700294792008,62331.71614477562,35.63225024566,96.02724533245988,一级
23,2017-01-24,青海,1.2486406812970847,1.700003275466754,0.5544022273173927,0.9039076318375368,0.1578250900753357,71.6939240091713,4.996472322305928,-0.1548444153291844,262.8252833278742,38.91264657713724,62561.87153619391,35.63225024566,96.02724533245988,一级
24,2017-01-25,青海,1.2566229937766131,1.792600720602686,0.5906125122830004,0.9085981002292828,0.1532983950212905,71.51068129708483,6.423920733704553,1.7151883393383558,267.05867671143136,31.332535211267604,62653.8324729774,35.63225024566,96.02724533245988,一级
25,2017-01-26,青海,5.093819194235179,9.87053717654766,0.8583753684900098,1.039456272518834,0.1513462168358991,70.14792662954471,6.673838847035703,0.3425057320668195,266.9825941696692,38.23890926957091,62589.838142810346,35.63225024566,96.02724533245988,一级
26,2017-01-27,青海,3.974975433999345,8.322014412053719,0.8735342286275795,0.9108385194890272,0.1486767114313789,69.8189387487717,6.152066819521782,1.803137897150344,266.98328856862105,38.80478873239437,62092.43595479856,35.63225024566,96.02724533245988,一级
27,2017-01-28,青海,5.974507042253521,11.001490337373076,1.26422862757943,0.8909924664264657,0.1661447756305273,67.4413953488372,5.580091713069113,-0.8344120537176548,263.4547920078611,55.48558794628234,61791.31468064199,35.63225024566,96.02724533245988,一级
28,2017-01-29,青海,1.778155912217491,3.639839502129053,0.5838978054372749,0.7441369145103177,0.1538716017032427,72.04253193580085,6.541683589911562,-0.7040746806419915,262.520212905339,46.10312151981657,61978.24356370782,35.63225024566,96.02724533245988,一级
29,2017-01-30,青海,1.7167441860465118,3.2591909597117588,0.6995054045201442,0.887644939403865,0.1602063544055028,71.3121945627252,6.053819194235179,-0.3441336390435637,262.6056927612185,51.37141500163773,61943.54054372748,35.63225024566,96.02724533245988,一级
30,2017-01-31,青海,1.4762528660334098,2.534618408123157,0.6217228955126106,0.8067081559122176,0.1599115623976416,71.21945299705207,4.331398624303963,-0.0416410088437602,262.0122993776613,51.75075008188667,61884.26824107435,35.63225024566,96.02724533245988,一级
31,2017-02-01,青海,2.478486734359646,3.697111038322961,1.0075794300687848,1.2006125122830005,0.1756960366852276,69.4182410743531,3.1261546020307893,0.7685718964952505,262.13152309204065,53.13863085489682,61962.9522764494,35.63225024566,96.02724533245988,一级
32,2017-02-02,青海,1.5919554536521454,2.1922371437929904,0.5821126760563381,0.9207468064199148,0.1601473960039305,67.79765804127088,5.3386210284965605,-0.0352341958729118,262.13423845397966,44.074628234523416,62132.1936161153,35.63225024566,96.02724533245988,一级
33,2017-02-03,青海,1.3535211267605634,1.928159187684245,0.5566983295119554,0.8490828693088766,0.1538060923681624,65.10056338028168,7.187939731411726,-1.873874877169997,263.3366655748444,38.50055355388143,62303.44447101212,35.63225024566,96.02724533245988,一级
34,2017-02-04,青海,1.3064068129708484,1.8110055682934816,0.3979397314117261,0.8280183426138225,0.1372813625941696,62.121012119227,7.316691778578447,-0.9510055682934818,267.642423845398,32.36179823124795,62416.825502784144,35.63225024566,96.02724533245988,一级
35,2017-02-05,青海,4.041215198165738,4.864543072387815,0.5437635113003603,0.959744513593187,0.1395250573206682,66.31487716999672,8.339685555191615,1.0948116606616445,270.90756632820177,27.61868326236489,62264.02814281035,35.63225024566,96.02724533245988,一级
36,2017-02-06,青海,7.089511955453652,8.840520799213888,1.0875597772682608,1.034480838519489,0.157386177530298,67.51949885358664,7.713743858499837,1.0962397641663937,268.651611529643,39.87510645266951,61880.28716344579,35.63225024566,96.02724533245988,一级
37,2017-02-07,青海,6.773946937438585,9.637219128725844,1.69522436947265,1.2596036685227645,0.1815689485751719,62.87844415329185,4.27462823452342,-1.506085817228955,261.8702882410744,66.42785129380937,61865.697926629546,35.63225024566,96.02724533245988,一级
