province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-04-06,31.85,39.37,7.99,4.83,0.62,88.16,2.17,0.86,287.68,62.21,81621.01,46,一级
新疆维吾尔自治区,2014-04-06,42.77,48.26,1.72,1.31,0.2,65.74,-0.06,0.27,281.84,36.19,81589.43,60,二级
宁夏回族自治区,2014-04-06,39.13,54.72,20.39,7.84,0.45,76.41,-0.73,7.69,283.56,45.49,84341.62,56,二级
上海市,2014-04-06,16.68,42.57,11.96,25.41,0.38,77.67,-3.57,-1.39,282.13,57.75,102642.67,43,一级
浙江省,2014-04-06,26.66,51.38,11.91,21.25,0.55,79.41,-4.66,-1.5,283.63,60.72,99009.58,51,二级
吉林省,2014-04-06,16.01,28.35,7.68,10.94,0.33,61.76,4.81,2.17,277.74,33.37,96594.31,31,一级
江苏省,2014-04-06,29.8,71.9,19.85,23.5,0.73,74.48,-2.5,2.62,282.95,46.14,102459.33,61,二级
内蒙古自治区,2014-04-06,25.47,32.51,7.97,4.93,0.29,65.66,2.56,0.02,283.02,25.82,90045.39,37,一级
山东省,2014-04-06,49.46,126.22,48.05,40.95,1.03,62.35,3.9,4.73,284.9,30.23,101284.79,89,二级
河南省,2014-04-06,45.7,91.27,24.8,31.0,0.95,58.36,-2.72,2.18,285.12,36.66,99497.34,71,二级
台湾省,2014-04-06,24.65,28.47,7.45,16.28,0.24,78.07,-3.22,-2.1,289.51,69.32,93426.15,40,一级
河北省,2014-04-06,36.67,102.54,25.06,27.9,0.71,64.57,4.67,2.12,285.97,18.97,95767.07,77,二级
四川省,2014-04-06,26.99,33.93,8.7,5.93,0.4,84.15,1.22,0.04,278.73,64.19,75739.11,43,一级
海南省,2014-04-06,19.54,26.25,1.79,4.62,0.35,68.4,-3.45,2.07,296.54,85.36,99254.33,35,一级
安徽省,2014-04-06,25.88,58.54,15.08,20.07,0.52,54.93,-6.03,1.86,284.96,41.41,101044.87,55,二级
广西壮族自治区,2014-04-06,43.44,50.11,11.54,9.76,0.64,75.41,-1.96,2.8,293.82,80.33,97011.44,61,二级
湖南省,2014-04-06,69.27,83.35,20.48,16.99,0.83,63.63,-4.5,-1.54,288.75,80.97,97634.95,93,二级
黑龙江省,2014-04-06,8.6,15.23,4.3,5.36,0.28,63.99,3.05,-0.77,275.52,40.54,97292.35,32,一级
天津市,2014-04-06,59.9,156.31,30.29,40.93,0.94,67.26,6.76,4.25,288.72,18.26,101848.44,104,三级
陕西省,2014-04-06,47.68,87.13,20.74,20.75,1.21,60.17,-2.77,3.48,282.63,53.9,89302.62,69,二级
江西省,2014-04-06,41.17,54.77,15.5,13.22,0.61,63.5,-4.97,-0.29,289.7,70.8,99199.22,58,二级
湖北省,2014-04-06,55.64,82.79,23.09,22.64,0.62,54.09,-4.21,-0.99,286.32,59.57,97252.84,76,二级
北京市,2014-04-06,34.31,88.22,13.26,36.06,0.51,63.32,4.17,1.64,288.6,13.4,97971.46,70,二级
辽宁省,2014-04-06,32.26,76.23,18.06,23.28,1.06,56.24,4.77,3.43,282.52,32.41,98946.5,64,二级
广东省,2014-04-06,55.19,62.73,12.04,20.86,1.13,72.75,-6.25,1.77,293.19,80.46,99338.4,76,二级
山西省,2014-04-06,39.71,80.86,27.1,22.47,1.49,61.06,1.71,2.84,282.77,27.82,89074.74,66,二级
香港特别行政区,2014-04-06,39.12,47.45,6.25,17.38,0.51,88.58,-10.3,-0.18,294.87,83.63,101198.88,56,二级
西藏自治区,2014-04-06,3.16,3.55,0.24,0.43,0.13,93.6,4.69,-0.76,269.74,53.98,57501.37,47,一级
海外,2014-04-06,18.75,21.06,1.75,1.55,0.28,78.14,1.51,2.6,273.0,71.11,74516.45,40,一级
重庆市,2014-04-06,48.6,56.35,21.94,9.95,0.56,60.09,-4.44,1.12,286.55,79.22,93517.34,68,二级
福建省,2014-04-06,35.99,48.94,12.35,11.49,0.78,80.95,-4.73,-1.06,287.76,76.38,96653.25,52,二级
甘肃省,2014-04-06,36.09,45.11,7.98,5.38,0.32,86.05,-1.13,1.91,280.77,37.69,78826.5,52,二级
青海省,2014-04-06,3.03,3.37,0.42,0.6,0.13,91.22,2.35,-0.89,270.09,43.55,62386.87,46,一级
贵州省,2014-04-06,51.23,61.69,24.34,10.14,0.57,62.56,-2.56,-2.01,286.37,84.17,89316.1,71,二级
