province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2016-05-05,24.5,35.36,5.56,5.59,0.52,76.78,6.52,0.48,292.41,51.09,81325.54,39,一级
新疆维吾尔自治区,2016-05-05,41.35,46.7,1.21,1.62,0.17,74.23,-1.57,-0.46,285.38,41.09,81573.81,58,二级
宁夏回族自治区,2016-05-05,45.7,99.16,8.92,9.5,0.27,67.98,-0.05,-6.61,288.55,34.42,84174.37,75,二级
上海市,2016-05-05,36.56,61.83,9.73,35.94,0.56,63.76,-3.02,7.13,295.32,90.97,100852.32,56,二级
浙江省,2016-05-05,28.84,46.92,6.9,19.35,0.56,66.42,-0.29,7.05,296.72,81.1,97578.44,47,一级
吉林省,2016-05-05,18.66,31.1,7.26,11.15,0.44,81.3,2.14,3.18,285.31,42.54,96195.83,41,一级
江苏省,2016-05-05,44.35,78.27,19.86,36.26,0.88,73.32,-2.31,4.93,295.67,76.72,100579.3,65,二级
内蒙古自治区,2016-05-05,31.64,54.48,2.95,2.64,0.21,72.75,1.43,-1.19,283.08,38.8,89564.32,53,二级
山东省,2016-05-05,51.91,101.66,24.01,25.44,0.91,106.65,0.72,5.55,297.12,54.88,99482.54,76,二级
河南省,2016-05-05,48.5,81.17,18.35,19.23,0.94,96.53,0.32,2.68,299.15,57.88,97669.87,67,二级
台湾省,2016-05-05,20.39,23.62,5.59,15.98,0.16,57.57,-0.13,3.0,296.04,77.69,92980.5,30,一级
河北省,2016-05-05,46.08,81.65,17.56,26.15,0.7,80.51,3.01,-0.56,291.19,41.59,94432.75,66,二级
四川省,2016-05-05,41.23,57.64,7.19,9.94,0.54,93.8,0.02,-0.08,287.89,55.32,75307.1,58,二级
海南省,2016-05-05,9.67,13.3,1.33,3.3,0.2,40.85,-0.77,6.15,301.07,75.18,98816.32,21,一级
安徽省,2016-05-05,34.3,55.91,12.24,23.23,0.64,69.61,-0.86,4.45,296.85,71.67,99279.65,53,二级
广西壮族自治区,2016-05-05,25.62,34.83,5.56,7.84,0.51,61.3,2.51,7.19,299.92,72.71,96314.31,37,一级
湖南省,2016-05-05,26.37,38.58,8.81,9.16,0.7,61.85,2.23,6.0,299.2,72.44,96463.59,39,一级
黑龙江省,2016-05-05,10.42,15.91,2.54,4.18,0.26,68.23,0.74,-2.3,283.55,44.89,97007.08,35,一级
天津市,2016-05-05,43.85,82.58,24.56,47.65,1.24,67.14,-1.43,-1.06,293.61,45.76,100316.91,67,二级
陕西省,2016-05-05,45.78,86.02,9.29,14.52,0.63,75.99,0.55,-4.73,293.23,46.11,88403.73,69,二级
江西省,2016-05-05,24.78,32.63,9.21,9.54,0.66,53.89,1.77,7.4,299.08,74.63,97999.19,36,一级
湖北省,2016-05-05,37.06,56.5,9.25,10.19,0.68,78.37,0.02,2.22,298.09,67.89,95750.61,54,二级
北京市,2016-05-05,44.38,70.34,12.57,29.22,0.74,75.09,1.38,-2.18,291.57,31.36,96720.61,62,二级
辽宁省,2016-05-05,22.92,45.45,12.67,18.64,0.81,82.5,-1.3,6.13,286.37,57.46,98197.23,46,一级
广东省,2016-05-05,19.76,27.07,4.88,11.01,0.54,39.25,0.31,7.14,298.87,84.65,98644.86,29,一级
山西省,2016-05-05,44.84,84.05,15.64,16.3,0.78,75.95,3.98,-3.63,291.09,41.27,88018.51,68,二级
香港特别行政区,2016-05-05,13.94,18.98,3.28,17.79,0.31,34.0,-0.79,5.85,298.02,97.04,100576.67,23,一级
西藏自治区,2016-05-05,9.17,11.25,0.85,0.55,0.17,116.02,2.7,1.19,273.46,61.38,57489.73,64,二级
海外,2016-05-05,6.8,9.13,1.13,0.99,0.17,80.66,4.31,0.74,277.64,66.73,74526.11,41,一级
重庆市,2016-05-05,48.08,65.8,13.04,16.45,0.55,82.3,-2.39,0.68,298.07,61.58,92303.38,67,二级
福建省,2016-05-05,25.99,39.91,6.47,10.69,0.63,50.42,0.39,5.91,296.13,85.31,95760.08,40,一级
甘肃省,2016-05-05,31.22,43.98,2.55,3.3,0.22,73.42,-3.27,-2.08,284.96,42.84,78781.62,45,一级
青海省,2016-05-05,10.84,12.4,0.6,0.66,0.14,103.79,-0.19,0.75,278.65,39.73,62426.73,54,二级
贵州省,2016-05-05,29.79,44.97,7.37,10.7,0.46,80.66,1.85,4.16,296.91,55.54,88472.86,45,一级
