province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2018-06-09,18.55,28.22,6.76,5.82,0.4,67.55,-2.0,1.49,290.95,84.05,81038.4,34,一级
新疆维吾尔自治区,2018-06-09,24.25,26.99,1.1,1.27,0.14,81.62,0.48,-1.49,291.92,32.13,81080.36,41,一级
宁夏回族自治区,2018-06-09,16.15,26.12,7.0,11.98,0.29,93.23,0.17,0.49,291.34,33.43,83796.68,47,一级
上海市,2018-06-09,22.75,30.88,5.97,19.05,0.36,82.07,-4.39,-1.4,293.22,88.86,100406.73,42,一级
浙江省,2018-06-09,25.66,35.79,5.32,13.73,0.44,76.31,-2.89,-0.48,295.35,83.37,96970.53,39,一级
吉林省,2018-06-09,19.91,28.85,5.51,7.98,0.33,85.81,-3.15,1.49,291.55,60.49,96366.9,43,一级
江苏省,2018-06-09,29.53,45.53,7.7,16.81,0.46,85.95,-4.71,-0.65,293.06,77.88,100358.94,46,一级
内蒙古自治区,2018-06-09,13.43,16.67,3.14,3.09,0.21,79.66,-0.68,0.5,292.07,42.62,89544.06,40,一级
山东省,2018-06-09,33.36,56.58,7.89,15.43,0.62,102.8,-2.58,0.32,294.43,64.35,99562.27,54,二级
河南省,2018-06-09,26.18,40.07,8.08,12.83,0.73,102.94,-0.46,-4.19,294.76,67.38,97736.5,53,二级
台湾省,2018-06-09,8.76,13.52,5.42,16.27,0.12,39.64,0.21,-1.57,297.21,76.87,91847.01,21,一级
河北省,2018-06-09,21.37,33.77,6.01,13.88,0.49,90.31,-0.28,-0.77,290.03,71.65,94705.77,46,一级
四川省,2018-06-09,15.58,21.51,4.26,5.82,0.26,84.85,0.34,0.16,285.19,63.55,75395.34,43,一级
海南省,2018-06-09,21.77,34.25,6.03,6.04,0.37,69.92,5.48,-1.8,301.5,72.14,97992.61,35,一级
安徽省,2018-06-09,29.72,43.66,7.8,16.1,0.56,105.72,-3.8,-0.38,295.31,77.84,99003.55,55,二级
广西壮族自治区,2018-06-09,26.94,41.13,9.94,8.21,0.63,71.3,-0.42,-5.18,299.9,67.91,95854.62,42,一级
湖南省,2018-06-09,25.99,44.52,8.38,7.9,0.69,83.81,-0.44,-3.51,297.82,74.29,96239.42,45,一级
黑龙江省,2018-06-09,14.83,19.64,2.96,3.87,0.25,67.07,-3.15,1.34,287.27,62.4,97475.4,34,一级
天津市,2018-06-09,21.58,36.05,4.2,25.05,0.64,92.76,0.16,-1.95,292.77,70.56,100638.9,47,一级
陕西省,2018-06-09,16.81,25.44,6.5,9.81,0.4,83.5,0.66,-1.58,290.32,56.75,88353.22,42,一级
江西省,2018-06-09,19.43,28.76,5.76,7.21,0.59,50.94,-0.35,-1.67,298.0,83.9,97451.22,29,一级
湖北省,2018-06-09,26.09,41.44,8.28,9.27,0.56,95.06,1.3,-3.53,296.5,62.97,95685.12,48,一级
北京市,2018-06-09,18.99,32.97,3.66,17.87,0.41,85.29,0.48,2.48,291.24,69.97,96989.14,43,一级
辽宁省,2018-06-09,31.31,48.91,10.08,19.21,0.69,92.95,0.07,2.42,294.61,52.97,98168.53,49,一级
广东省,2018-06-09,13.52,21.61,5.96,10.81,0.53,47.41,-2.58,-3.59,299.9,80.08,97605.5,24,一级
山西省,2018-06-09,20.4,30.28,6.96,10.84,0.47,91.34,-0.59,-2.03,287.63,71.91,87997.94,46,一级
香港特别行政区,2018-06-09,17.05,24.1,5.44,21.96,0.36,64.68,-1.92,2.36,300.72,84.38,99251.46,33,一级
西藏自治区,2018-06-09,9.95,10.68,0.57,0.56,0.13,91.5,1.14,0.02,278.55,54.51,57443.97,46,一级
海外,2018-06-09,7.83,9.65,1.86,1.3,0.16,77.87,1.9,-2.05,281.16,75.36,74353.29,39,一级
重庆市,2018-06-09,30.3,43.61,12.61,11.86,0.43,88.47,1.77,-1.14,294.07,65.51,92516.26,45,一级
福建省,2018-06-09,13.19,21.1,4.95,8.12,0.36,47.59,-2.99,-0.56,297.15,81.51,94899.28,24,一级
甘肃省,2018-06-09,13.79,18.27,2.81,4.94,0.2,91.42,-0.13,0.56,288.68,32.16,78450.21,46,一级
青海省,2018-06-09,10.88,11.12,0.24,0.63,0.11,96.92,1.28,-1.29,277.92,44.72,62436.67,49,一级
贵州省,2018-06-09,26.58,40.66,8.41,6.69,0.4,92.59,0.83,-3.82,293.21,69.28,88539.38,47,一级
