province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-07-07,11.55,17.48,3.76,4.68,0.41,41.03,2.95,0.93,292.61,84.78,81188.03,21,一级
新疆维吾尔自治区,2017-07-07,22.68,27.0,1.27,1.54,0.16,77.21,-0.31,-1.3,294.17,38.76,81578.92,39,一级
宁夏回族自治区,2017-07-07,17.49,42.41,7.84,18.69,0.33,89.1,2.59,-0.32,297.94,26.58,83797.68,45,一级
上海市,2017-07-07,25.02,45.62,9.05,28.75,0.54,91.32,0.09,6.75,302.02,73.28,100727.45,46,一级
浙江省,2017-07-07,14.64,24.79,6.34,12.27,0.36,54.74,1.02,5.72,300.7,72.79,97559.53,28,一级
吉林省,2017-07-07,23.62,35.63,6.56,9.22,0.53,89.16,-2.95,4.44,298.75,60.41,96043.04,45,一级
江苏省,2017-07-07,20.87,40.36,11.34,24.57,0.6,51.37,3.01,6.51,302.45,71.6,100360.88,41,一级
内蒙古自治区,2017-07-07,33.32,39.67,6.91,4.59,0.26,86.04,1.7,1.36,297.07,49.09,89189.78,48,一级
山东省,2017-07-07,27.0,47.15,9.12,12.72,0.69,90.64,3.36,5.15,301.57,70.51,99089.37,48,一级
河南省,2017-07-07,22.2,43.11,8.56,13.97,0.7,83.55,2.3,2.99,301.38,64.84,97537.1,44,一级
台湾省,2017-07-07,6.78,8.92,4.06,15.46,0.11,35.05,-0.52,3.05,297.45,78.0,92881.38,20,一级
河北省,2017-07-07,37.94,55.07,9.82,11.85,0.63,109.0,2.69,1.78,299.42,57.54,93932.7,58,二级
四川省,2017-07-07,16.78,25.01,5.22,6.49,0.33,75.19,-1.45,0.42,289.11,73.17,75416.07,38,一级
海南省,2017-07-07,5.86,9.27,1.66,5.1,0.25,42.04,1.47,4.18,299.96,83.13,98462.05,22,一级
安徽省,2017-07-07,14.89,29.79,9.0,15.41,0.43,47.87,2.9,6.17,301.97,71.58,99191.88,30,一级
广西壮族自治区,2017-07-07,16.07,25.82,6.1,7.45,0.53,45.71,-0.85,4.39,299.36,83.54,96139.89,26,一级
湖南省,2017-07-07,14.3,26.88,8.34,8.17,0.7,52.27,0.25,5.88,300.72,74.18,96415.89,27,一级
黑龙江省,2017-07-07,22.37,32.54,4.91,5.77,0.35,95.0,-1.25,2.66,300.36,47.74,97031.62,48,一级
天津市,2017-07-07,46.1,61.2,5.44,15.11,0.88,117.79,3.26,2.64,302.09,61.42,99589.56,65,二级
陕西省,2017-07-07,19.08,35.76,7.11,14.51,0.48,85.96,1.14,-0.19,297.79,42.24,88203.65,43,一级
江西省,2017-07-07,11.17,18.62,6.41,6.88,0.41,41.69,-0.52,6.14,300.98,72.65,97981.26,21,一级
湖北省,2017-07-07,16.74,29.13,7.01,9.74,0.52,50.72,0.43,4.31,299.76,78.09,95700.6,30,一级
北京市,2017-07-07,29.98,48.18,6.31,11.85,0.57,118.6,1.98,1.85,300.3,59.41,96006.21,66,二级
辽宁省,2017-07-07,25.73,42.06,7.81,11.49,0.61,84.54,-4.05,6.25,296.61,85.81,97556.07,43,一级
广东省,2017-07-07,10.27,16.89,5.04,13.35,0.51,36.05,-2.0,4.88,299.62,84.97,98378.07,19,一级
山西省,2017-07-07,30.17,52.07,15.13,17.4,0.78,95.65,4.24,0.09,297.48,42.4,87779.63,52,二级
香港特别行政区,2017-07-07,2.89,6.6,2.71,13.16,0.21,39.78,-1.0,6.5,300.38,87.87,100222.16,20,一级
西藏自治区,2017-07-07,10.08,10.76,1.0,0.79,0.15,85.29,1.62,1.14,279.89,77.81,57684.58,43,一级
海外,2017-07-07,14.84,16.47,1.14,1.01,0.15,71.32,0.72,2.56,285.76,70.45,74785.86,36,一级
重庆市,2017-07-07,23.6,34.71,11.32,12.15,0.5,46.5,0.86,1.75,297.55,84.93,92276.38,35,一级
福建省,2017-07-07,9.86,18.05,5.54,9.19,0.4,37.13,-1.34,5.31,298.36,82.99,95683.3,19,一级
甘肃省,2017-07-07,12.74,19.51,2.95,5.7,0.19,93.35,0.65,-1.68,293.46,31.62,78718.83,47,一级
青海省,2017-07-07,23.79,24.44,1.42,0.79,0.13,86.44,-2.83,-1.81,281.29,62.0,62746.36,44,一级
贵州省,2017-07-07,14.72,26.1,5.81,5.99,0.4,52.0,1.0,3.48,296.17,84.93,88477.22,27,一级
