province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-07-04,17.85,22.18,6.36,3.85,0.34,62.13,2.14,0.34,292.8,81.26,80975.93,32,一级
新疆维吾尔自治区,2014-07-04,35.5,36.41,1.07,1.01,0.16,77.12,-0.54,-1.41,292.4,38.31,80985.85,51,二级
宁夏回族自治区,2014-07-04,23.47,33.55,8.14,7.76,0.39,95.17,-2.45,4.07,295.88,44.62,83612.41,48,一级
上海市,2014-07-04,48.81,54.4,9.34,26.58,0.66,91.04,-4.19,0.27,296.16,82.74,100647.97,68,二级
浙江省,2014-07-04,53.68,72.52,10.53,21.21,0.78,73.91,-3.92,0.84,297.51,88.55,97185.94,74,二级
吉林省,2014-07-04,47.01,63.9,8.33,7.41,0.58,91.05,2.01,2.93,295.58,67.38,96088.66,66,二级
江苏省,2014-07-04,57.16,79.71,14.14,24.26,0.82,78.85,-4.01,2.42,297.22,76.13,100478.66,78,二级
内蒙古自治区,2014-07-04,16.03,19.7,4.07,3.3,0.21,76.29,1.07,1.61,296.0,39.5,89306.18,39,一级
山东省,2014-07-04,50.7,83.0,20.84,26.18,1.09,87.0,-1.14,4.58,300.88,55.83,99470.56,70,二级
河南省,2014-07-04,44.89,66.78,20.74,18.28,0.76,78.6,-2.0,3.44,301.09,60.31,97580.22,63,二级
台湾省,2014-07-04,9.05,11.63,5.59,17.16,0.12,41.21,-0.39,0.46,297.71,81.7,92308.2,22,一级
河北省,2014-07-04,68.06,86.02,14.05,15.39,0.86,90.46,-0.86,1.8,299.46,53.52,94498.26,92,二级
四川省,2014-07-04,26.85,34.63,7.07,5.5,0.39,89.81,-0.24,1.37,289.08,67.53,75262.55,45,一级
海南省,2014-07-04,8.37,11.88,1.61,3.89,0.25,46.33,0.76,4.61,301.42,79.53,98118.36,24,一级
安徽省,2014-07-04,68.35,82.82,14.65,17.63,0.86,65.71,-4.6,1.47,297.98,77.27,99110.39,92,二级
广西壮族自治区,2014-07-04,21.88,31.12,8.26,6.55,0.5,59.46,0.56,4.95,300.61,81.16,95741.19,32,一级
湖南省,2014-07-04,23.19,31.49,9.94,8.29,0.67,59.52,-0.6,1.15,298.85,83.81,96077.72,34,一级
黑龙江省,2014-07-04,35.63,40.23,6.52,4.09,0.32,77.83,2.44,4.66,294.81,66.46,96635.0,51,二级
天津市,2014-07-04,130.89,156.04,13.03,40.34,1.68,76.38,-2.98,2.31,301.23,57.16,100256.17,173,四级
陕西省,2014-07-04,30.93,49.79,11.14,10.04,0.74,83.66,-1.35,1.49,297.23,52.92,88133.36,50,一级
江西省,2014-07-04,23.75,32.0,10.58,8.41,0.35,66.23,-0.37,3.11,300.91,78.29,97511.33,34,一级
湖北省,2014-07-04,32.81,45.83,12.7,11.2,0.55,66.97,-3.35,-0.09,297.44,75.11,95583.63,47,一级
北京市,2014-07-04,137.61,149.83,7.71,22.86,1.13,104.93,-1.55,0.65,299.76,59.31,96701.05,183,四级
辽宁省,2014-07-04,56.87,78.05,14.09,12.58,0.96,94.27,0.85,4.3,296.75,72.7,98041.14,78,二级
广东省,2014-07-04,17.19,27.45,6.55,10.54,0.63,56.0,0.51,5.09,301.25,79.79,97975.77,28,一级
山西省,2014-07-04,32.23,49.25,15.17,14.17,0.81,78.22,-1.73,1.28,296.77,50.52,87959.24,50,一级
香港特别行政区,2014-07-04,6.28,10.94,3.31,14.14,0.26,43.4,0.75,5.64,301.72,82.94,99834.7,22,一级
西藏自治区,2014-07-04,8.71,9.16,0.69,0.62,0.13,104.1,3.41,2.16,280.31,67.45,57471.18,54,二级
海外,2014-07-04,10.59,11.52,1.38,0.88,0.21,78.0,3.43,0.33,282.51,75.07,74265.4,40,一级
重庆市,2014-07-04,38.8,47.59,13.95,9.1,0.49,82.73,-1.61,-0.52,296.92,74.33,92232.52,55,二级
福建省,2014-07-04,22.88,32.97,7.11,7.95,0.34,70.19,0.22,3.01,299.34,86.02,95155.11,36,一级
甘肃省,2014-07-04,18.17,23.74,4.61,4.02,0.29,92.41,-2.23,0.91,292.93,40.83,78254.98,47,一级
青海省,2014-07-04,9.09,9.58,0.7,0.82,0.11,107.05,-0.83,1.76,283.89,42.36,62317.33,56,二级
贵州省,2014-07-04,34.47,43.13,13.64,8.76,0.45,73.65,-0.75,-2.66,294.55,87.62,88262.93,50,一级
