province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-01-21,46.63,58.31,18.75,7.19,0.89,68.24,-1.09,-0.31,278.36,55.69,82183.07,65,二级
新疆维吾尔自治区,2014-01-21,7.67,9.09,2.48,2.26,0.34,63.06,2.67,2.31,267.25,38.06,81873.54,32,一级
宁夏回族自治区,2014-01-21,38.23,51.61,41.8,23.43,0.88,48.07,1.18,2.97,270.59,24.83,84839.66,55,二级
上海市,2014-01-21,45.78,95.33,29.39,46.03,0.84,31.73,4.68,-7.06,274.96,36.34,103152.83,73,二级
浙江省,2014-01-21,47.16,90.89,24.29,38.6,0.91,39.13,1.53,-6.69,274.74,34.26,99545.13,71,二级
吉林省,2014-01-21,61.4,72.98,20.13,23.93,0.86,38.6,3.26,0.2,254.26,73.59,97661.91,84,二级
江苏省,2014-01-21,47.26,99.04,37.43,33.61,1.12,34.72,3.18,-5.63,273.88,31.64,103167.05,75,二级
内蒙古自治区,2014-01-21,8.61,12.1,11.86,6.59,0.38,46.63,3.88,1.22,260.57,50.39,90662.2,24,一级
山东省,2014-01-21,43.01,77.68,54.53,41.18,1.27,30.12,2.44,-4.05,270.95,36.54,102197.65,64,二级
河南省,2014-01-21,57.9,98.48,38.47,37.08,1.4,33.5,-1.15,-0.9,274.31,23.94,100443.66,79,二级
台湾省,2014-01-21,25.05,29.95,8.66,16.39,0.34,50.01,-1.47,-6.37,282.63,74.84,93522.44,36,一级
河北省,2014-01-21,40.79,69.4,39.96,32.02,1.09,34.57,2.67,-1.18,266.97,33.01,96606.61,60,二级
四川省,2014-01-21,35.15,51.58,11.24,13.51,0.68,70.33,2.48,-1.34,271.52,34.79,76134.44,51,二级
海南省,2014-01-21,80.02,103.83,14.7,10.25,0.75,102.91,-4.21,-7.19,287.92,54.82,100096.4,107,三级
安徽省,2014-01-21,52.76,101.56,26.47,31.28,0.86,30.8,-0.59,-3.95,274.87,26.5,101944.84,76,二级
广西壮族自治区,2014-01-21,66.95,87.52,17.89,17.19,0.86,65.94,-4.6,-5.55,283.03,28.12,98200.37,90,二级
湖南省,2014-01-21,67.9,96.72,24.4,25.53,0.99,46.01,-3.46,-3.02,279.51,27.35,98786.26,92,二级
黑龙江省,2014-01-21,31.88,38.99,10.45,12.9,0.55,37.52,3.78,-0.19,250.27,75.01,98370.9,46,一级
天津市,2014-01-21,27.69,38.08,40.01,37.05,1.04,31.69,2.37,-1.52,270.0,26.92,103166.36,47,一级
陕西省,2014-01-21,44.56,66.85,35.33,22.43,1.25,41.46,-0.69,1.26,271.5,29.86,89896.43,62,二级
江西省,2014-01-21,39.12,65.21,16.22,18.46,0.61,40.03,-3.01,-5.64,278.03,31.11,100215.24,58,二级
湖北省,2014-01-21,60.53,103.78,29.75,26.52,1.06,39.8,-2.05,-0.63,277.06,26.78,98217.75,82,二级
北京市,2014-01-21,31.78,44.05,26.85,33.32,0.79,36.5,2.87,-0.83,268.48,28.25,99041.01,46,一级
辽宁省,2014-01-21,53.69,71.24,44.2,31.78,1.29,31.17,1.8,-2.73,260.5,61.62,100113.45,74,二级
广东省,2014-01-21,78.11,106.49,19.99,25.94,1.31,88.13,-4.39,-8.59,283.53,28.42,100175.23,104,三级
山西省,2014-01-21,33.66,57.77,48.17,24.28,1.73,34.22,2.58,-1.08,266.98,28.55,89499.77,54,二级
香港特别行政区,2014-01-21,64.46,99.48,20.46,27.85,0.9,88.06,-4.92,-11.06,285.98,33.88,101950.62,87,二级
西藏自治区,2014-01-21,1.5,1.76,0.16,0.51,0.11,78.23,5.28,1.01,261.68,40.59,57601.02,40,一级
海外,2014-01-21,15.26,17.22,4.84,3.18,0.43,68.75,5.01,-0.68,264.61,56.22,74538.43,35,一级
重庆市,2014-01-21,80.93,105.36,28.12,17.74,0.92,53.84,-2.84,1.59,280.58,32.54,94338.06,108,三级
福建省,2014-01-21,46.93,74.48,13.42,19.67,0.51,60.83,-1.67,-6.76,278.42,33.55,97161.47,65,二级
甘肃省,2014-01-21,22.11,32.93,11.06,8.17,0.54,65.37,2.1,1.56,270.09,19.06,79128.25,33,一级
青海省,2014-01-21,1.14,1.5,0.71,0.63,0.13,74.59,5.99,-0.23,261.18,30.32,62438.34,38,一级
贵州省,2014-01-21,62.72,84.27,35.31,19.43,0.87,53.3,-1.8,1.26,278.73,40.75,90169.89,85,二级
