province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-01-14,44.02,55.39,14.94,6.73,0.94,64.67,1.16,2.01,278.37,70.82,81857.23,62,二级
新疆维吾尔自治区,2014-01-14,8.29,10.29,2.34,2.01,0.28,60.85,0.94,0.58,263.85,47.71,82123.01,31,一级
宁夏回族自治区,2014-01-14,51.86,70.12,62.99,26.85,1.01,35.01,-1.52,0.94,267.33,32.48,84772.78,72,二级
上海市,2014-01-14,23.59,37.04,19.04,39.59,0.67,41.33,-0.74,-6.4,277.22,74.94,103173.89,50,一级
浙江省,2014-01-14,62.22,74.21,24.02,38.49,0.77,43.84,-1.91,-5.32,275.82,73.17,99470.41,85,二级
吉林省,2014-01-14,48.56,61.51,22.82,22.98,0.84,37.29,1.73,2.03,252.29,65.57,98266.53,67,二级
江苏省,2014-01-14,57.18,83.1,23.02,33.17,0.99,42.02,-1.56,-2.11,275.48,61.33,103208.29,78,二级
内蒙古自治区,2014-01-14,12.69,18.04,15.1,8.08,0.43,44.83,2.18,0.66,257.52,54.38,90895.0,23,一级
山东省,2014-01-14,150.26,212.25,91.26,67.83,2.27,20.22,1.35,0.19,272.88,52.92,102269.08,201,五级
河南省,2014-01-14,187.66,233.97,45.92,46.93,1.97,26.2,-2.46,0.16,274.78,49.23,100263.65,238,五级
台湾省,2014-01-14,18.78,25.26,5.32,11.68,0.29,60.47,-2.05,-7.11,284.88,80.03,93391.33,31,一级
河北省,2014-01-14,109.63,162.3,72.7,52.83,2.07,28.97,1.54,-2.27,266.62,40.21,96749.49,144,三级
四川省,2014-01-14,46.38,61.24,15.75,14.49,0.74,57.27,2.38,0.53,271.38,48.76,75765.91,65,二级
海南省,2014-01-14,61.71,73.52,13.23,9.48,0.77,56.33,-2.51,-6.44,286.67,76.63,99928.49,84,二级
安徽省,2014-01-14,96.06,111.1,22.85,33.53,1.03,28.67,-3.68,-0.57,275.89,59.64,101826.71,127,三级
广西壮族自治区,2014-01-14,75.18,89.89,24.19,20.27,1.04,54.64,-3.38,-4.45,280.6,49.2,97969.08,101,三级
湖南省,2014-01-14,107.92,138.32,33.39,26.6,1.48,43.82,-2.85,-1.63,278.26,49.47,98542.68,142,三级
黑龙江省,2014-01-14,44.48,54.1,14.41,17.31,0.67,39.24,1.52,1.38,242.77,69.33,99130.11,62,二级
天津市,2014-01-14,130.93,191.28,115.3,79.64,3.28,10.99,-0.73,-1.71,269.59,46.05,103307.77,173,四级
陕西省,2014-01-14,77.16,107.77,54.4,32.28,1.56,33.06,-1.51,-0.45,270.53,39.5,89722.33,103,三级
江西省,2014-01-14,81.33,100.32,22.55,24.2,1.0,36.34,-3.24,-4.43,277.64,67.62,100009.57,108,三级
湖北省,2014-01-14,155.74,203.53,42.88,34.36,1.58,36.56,-2.21,0.8,276.98,50.24,97963.75,206,五级
北京市,2014-01-14,65.1,85.11,45.97,53.77,1.54,25.96,1.2,-1.47,268.32,32.37,99232.45,88,二级
辽宁省,2014-01-14,74.71,108.36,60.38,40.75,1.53,24.05,0.14,-0.03,261.32,54.98,100535.84,100,二级
广东省,2014-01-14,41.15,53.82,18.46,23.06,1.33,53.14,-3.5,-7.32,282.26,60.05,99965.21,58,二级
山西省,2014-01-14,69.33,102.6,63.96,37.94,2.22,27.46,-0.15,-0.71,266.75,33.02,89458.75,93,二级
香港特别行政区,2014-01-14,42.84,52.83,14.7,29.02,1.17,50.7,-4.13,-9.18,285.2,63.83,101743.74,60,二级
西藏自治区,2014-01-14,1.44,1.77,0.14,0.56,0.12,71.48,7.57,0.75,262.19,62.59,57080.47,36,一级
海外,2014-01-14,12.61,14.51,3.94,2.74,0.36,65.32,2.62,-0.26,262.04,70.63,74631.37,33,一级
重庆市,2014-01-14,79.98,97.97,34.19,15.55,1.0,42.66,-3.43,1.97,278.88,46.29,94043.6,107,三级
福建省,2014-01-14,40.17,48.19,15.55,19.05,0.65,45.96,-2.56,-5.61,278.78,73.2,97000.71,57,二级
甘肃省,2014-01-14,27.17,38.13,10.45,7.61,0.54,53.24,1.15,0.64,265.64,33.67,79011.87,39,一级
青海省,2014-01-14,1.45,1.94,0.67,0.78,0.13,63.92,4.93,-0.4,259.73,46.92,62007.65,32,一级
贵州省,2014-01-14,84.27,104.11,40.93,20.41,1.05,44.11,-1.85,3.03,277.39,49.46,89843.75,112,三级
