province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-06-20,19.69,28.79,6.16,5.4,0.44,60.35,1.89,0.71,291.67,83.41,81038.22,31,一级
新疆维吾尔自治区,2017-06-20,27.48,32.63,1.34,1.81,0.16,80.4,-1.82,-1.03,294.31,36.68,81123.25,41,一级
宁夏回族自治区,2017-06-20,20.15,39.43,7.73,14.82,0.34,85.2,-2.21,1.3,294.17,33.43,83730.7,43,一级
上海市,2017-06-20,23.03,28.88,6.11,25.44,0.54,66.51,-2.46,-1.05,297.06,89.47,100280.33,34,一级
浙江省,2017-06-20,26.59,38.57,6.58,20.32,0.6,51.96,0.96,-0.17,295.95,89.38,97033.84,39,一级
吉林省,2017-06-20,21.59,28.37,6.69,6.65,0.43,92.93,1.63,3.72,292.8,68.32,95951.75,47,一级
江苏省,2017-06-20,29.21,50.0,8.84,18.67,0.58,84.28,-2.32,0.73,298.06,78.79,100174.46,50,一级
内蒙古自治区,2017-06-20,14.73,18.72,3.17,3.69,0.23,68.99,-1.0,-2.16,292.08,48.31,89508.81,35,一级
山东省,2017-06-20,41.35,81.55,14.01,17.92,0.73,125.16,-1.22,4.03,299.78,60.25,99221.66,71,二级
河南省,2017-06-20,53.05,91.48,12.89,21.1,0.86,132.89,1.2,2.42,302.1,43.87,97406.78,78,二级
台湾省,2017-06-20,4.32,6.04,3.15,12.51,0.11,31.54,3.04,4.4,297.58,62.58,92373.62,16,一级
河北省,2017-06-20,31.53,56.56,9.25,16.13,0.59,118.9,-0.88,-2.29,297.42,45.46,94316.54,66,二级
四川省,2017-06-20,27.78,38.12,7.12,7.77,0.42,78.34,-0.24,0.72,287.01,75.69,75300.33,40,一级
海南省,2017-06-20,6.04,10.08,1.54,6.16,0.32,39.43,2.65,4.85,301.02,77.28,98260.39,20,一级
安徽省,2017-06-20,35.34,59.65,8.87,16.71,0.58,91.41,-0.23,1.44,299.06,70.29,98945.99,55,二级
广西壮族自治区,2017-06-20,25.76,38.94,7.91,8.48,0.64,48.46,-0.19,1.14,298.22,86.58,95900.45,39,一级
湖南省,2017-06-20,39.47,60.85,10.68,10.57,0.89,61.35,0.12,0.75,297.96,75.08,96261.32,56,二级
黑龙江省,2017-06-20,20.92,27.15,5.43,4.58,0.3,67.3,-2.5,-1.11,290.25,77.76,97048.3,34,一级
天津市,2017-06-20,29.94,54.29,10.6,25.85,0.85,152.09,-3.08,-1.59,298.88,61.38,100070.98,94,二级
陕西省,2017-06-20,25.03,42.13,9.25,14.19,0.54,92.53,0.08,-1.36,296.24,42.95,88147.3,47,一级
江西省,2017-06-20,37.75,52.41,11.3,9.36,0.64,56.74,0.1,0.44,297.4,84.02,97639.67,54,二级
湖北省,2017-06-20,51.72,75.04,9.65,11.95,0.75,91.47,0.47,1.21,298.62,63.59,95588.47,71,二级
北京市,2017-06-20,22.81,39.55,3.55,15.46,0.45,133.68,-1.29,-2.44,297.86,48.82,96540.73,79,二级
辽宁省,2017-06-20,21.05,30.99,7.86,10.43,0.47,92.66,0.77,3.98,294.16,71.81,97861.93,47,一级
广东省,2017-06-20,17.87,27.86,6.81,17.44,0.72,37.87,1.99,4.21,299.56,86.16,98018.66,28,一级
山西省,2017-06-20,28.16,50.42,13.99,17.02,0.65,110.12,-0.94,-2.32,296.34,30.63,87837.9,59,二级
香港特别行政区,2017-06-20,4.7,11.08,4.88,19.25,0.27,35.28,3.6,7.36,300.32,90.52,99880.39,25,一级
西藏自治区,2017-06-20,12.25,13.48,1.21,0.71,0.15,89.5,-0.1,0.98,277.74,71.48,57485.26,45,一级
海外,2017-06-20,16.9,19.2,1.52,1.17,0.16,75.09,2.25,2.61,284.23,73.98,74497.07,38,一级
重庆市,2017-06-20,49.19,73.16,14.24,18.02,0.77,78.68,-0.08,-0.35,295.71,73.32,92340.11,68,二级
福建省,2017-06-20,16.89,26.87,8.55,12.8,0.69,39.08,1.85,2.75,296.74,90.55,95123.81,27,一级
甘肃省,2017-06-20,17.83,25.1,3.3,4.7,0.19,82.15,-0.14,-0.07,290.63,48.36,78418.3,42,一级
青海省,2017-06-20,13.46,13.99,0.63,0.75,0.11,89.67,0.04,-1.48,280.44,51.04,62499.85,45,一级
贵州省,2017-06-20,34.14,52.38,8.91,8.54,0.52,69.67,-0.56,-1.05,293.93,78.05,88413.81,52,二级
