province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-07-18,19.6,24.73,6.44,4.3,0.33,56.27,-0.7,0.28,292.35,85.9,81034.9,29,一级
新疆维吾尔自治区,2014-07-18,50.12,51.29,1.04,1.0,0.2,67.47,-0.47,-1.58,290.37,43.23,81299.58,69,二级
宁夏回族自治区,2014-07-18,31.88,48.13,11.75,5.28,0.45,100.68,-2.94,9.61,297.47,49.01,83699.69,51,二级
上海市,2014-07-18,14.24,29.36,10.09,17.57,0.42,35.74,-4.21,5.33,299.09,93.24,101034.84,30,一级
浙江省,2014-07-18,12.23,22.36,5.27,12.5,0.3,38.47,-4.44,3.78,299.26,82.27,97661.78,23,一级
吉林省,2014-07-18,49.7,66.72,13.92,6.86,0.5,93.94,1.49,1.91,295.06,77.73,96378.13,69,二级
江苏省,2014-07-18,43.76,70.74,16.18,26.07,0.76,54.53,-3.39,3.46,300.91,79.17,100802.11,61,二级
内蒙古自治区,2014-07-18,41.5,49.13,8.83,3.66,0.29,93.56,0.08,2.85,298.58,44.84,89547.56,59,二级
山东省,2014-07-18,39.9,68.56,20.74,20.95,0.85,88.54,0.3,4.72,302.14,63.58,99807.2,60,二级
河南省,2014-07-18,32.56,48.54,16.43,15.45,0.6,61.52,-1.88,3.05,300.6,72.96,97938.29,49,一级
台湾省,2014-07-18,5.61,7.52,3.71,12.17,0.1,32.9,-2.74,0.49,298.09,76.19,92550.87,17,一级
河北省,2014-07-18,74.63,107.71,15.31,16.81,0.95,105.68,0.81,3.45,300.92,57.19,94744.97,100,二级
四川省,2014-07-18,35.99,48.63,11.03,6.58,0.4,79.01,-0.75,2.8,289.36,76.74,75373.06,52,二级
海南省,2014-07-18,12.96,19.68,4.69,4.15,0.25,51.04,10.03,-3.79,300.12,84.58,97183.41,26,一级
安徽省,2014-07-18,38.65,54.16,11.0,19.18,0.61,57.99,-3.47,1.98,301.28,75.2,99477.58,55,二级
广西壮族自治区,2014-07-18,19.36,27.24,7.08,7.23,0.35,55.02,-5.29,-5.05,300.78,73.01,95710.52,28,一级
湖南省,2014-07-18,26.03,33.32,10.64,9.83,0.49,51.23,-4.39,-0.06,300.75,76.24,96452.11,38,一级
黑龙江省,2014-07-18,41.06,45.44,8.0,3.92,0.33,82.74,0.75,0.99,294.23,78.08,97137.23,58,二级
天津市,2014-07-18,84.68,110.96,9.2,25.73,1.17,103.95,0.86,3.42,304.61,49.52,100464.18,113,三级
陕西省,2014-07-18,35.19,58.36,13.72,10.95,0.72,83.98,-2.24,3.69,297.64,56.79,88391.26,55,二级
江西省,2014-07-18,16.61,23.56,6.49,7.93,0.28,51.29,-4.37,1.05,301.77,72.68,97922.74,26,一级
湖北省,2014-07-18,30.78,45.61,16.52,11.88,0.55,52.55,-1.77,2.2,299.5,79.11,95951.51,46,一级
北京市,2014-07-18,111.13,125.63,9.69,21.0,1.39,126.23,0.17,2.21,301.42,57.71,96897.1,146,三级
辽宁省,2014-07-18,58.0,75.47,14.87,11.48,0.96,96.0,0.58,3.49,297.69,80.55,98282.25,79,二级
广东省,2014-07-18,11.33,18.17,7.35,9.46,0.53,35.82,-10.89,-1.85,301.18,76.1,97711.21,19,一级
山西省,2014-07-18,52.04,81.34,16.97,12.86,0.71,99.42,-1.23,3.2,297.85,52.43,88244.72,72,二级
香港特别行政区,2014-07-18,1.59,14.46,1.78,6.21,0.24,36.13,-18.34,1.18,302.23,83.96,99475.31,19,一级
西藏自治区,2014-07-18,13.28,13.77,0.79,0.64,0.13,94.2,3.83,1.78,280.71,72.58,57487.67,48,一级
海外,2014-07-18,9.58,10.99,1.69,0.98,0.21,82.25,0.68,-0.71,282.73,70.64,74378.99,42,一级
重庆市,2014-07-18,23.66,32.5,11.81,9.15,0.38,57.33,-2.77,2.94,298.67,73.81,92460.76,34,一级
福建省,2014-07-18,8.86,14.91,5.33,6.72,0.24,39.58,-4.89,0.39,299.19,80.68,95522.93,20,一级
甘肃省,2014-07-18,38.73,48.21,7.25,3.31,0.29,80.85,-2.36,1.23,292.63,48.13,78373.44,55,二级
青海省,2014-07-18,28.35,29.04,1.22,0.8,0.12,77.46,-1.02,1.87,284.03,62.5,62304.53,41,一级
贵州省,2014-07-18,21.77,27.58,6.83,7.24,0.3,53.48,-2.64,1.01,295.51,86.05,88535.31,32,一级
