province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2013-12-17,30.85,38.67,17.95,8.2,0.77,67.78,-1.25,-1.75,275.82,44.15,81613.09,45,一级
新疆维吾尔自治区,2013-12-17,6.38,7.26,2.3,2.21,0.21,55.2,2.05,0.15,268.17,50.93,81994.65,28,一级
宁夏回族自治区,2013-12-17,38.74,51.03,42.03,22.5,0.73,34.73,-2.16,-0.98,267.18,61.39,84606.89,55,二级
上海市,2013-12-17,15.5,19.07,13.38,30.63,0.69,40.93,-2.4,-9.94,281.42,87.16,102083.15,39,一级
浙江省,2013-12-17,19.35,21.9,12.75,33.57,0.84,25.43,-1.12,-7.7,278.6,94.59,98474.2,42,一级
吉林省,2013-12-17,86.17,106.07,22.25,27.95,0.96,35.94,-0.04,-2.13,259.34,78.47,98408.4,114,三级
江苏省,2013-12-17,64.88,82.38,20.88,28.72,1.01,36.84,-3.21,-6.72,279.56,70.93,102365.61,88,二级
内蒙古自治区,2013-12-17,9.37,12.83,8.92,5.3,0.34,47.15,-0.85,-2.28,258.54,68.35,91222.54,24,一级
山东省,2013-12-17,150.15,210.04,100.38,66.55,2.5,14.65,-1.99,-3.03,275.1,61.79,101800.85,201,五级
河南省,2013-12-17,223.26,269.55,75.9,63.32,2.74,14.15,-2.77,-3.14,275.08,59.74,99835.53,274,五级
台湾省,2013-12-17,8.61,15.52,4.51,15.64,0.21,45.3,0.75,-3.1,289.62,92.78,92664.41,23,一级
河北省,2013-12-17,103.37,143.85,64.57,49.45,2.03,25.79,-0.95,-5.61,265.66,56.79,96658.8,136,三级
四川省,2013-12-17,28.53,38.07,10.26,11.43,0.5,58.14,1.79,-1.27,268.26,45.18,75608.19,41,一级
海南省,2013-12-17,17.62,30.41,13.0,10.69,0.81,37.62,-0.84,-7.3,286.2,89.8,99408.48,31,一级
安徽省,2013-12-17,71.29,73.63,23.34,29.33,0.97,23.58,-3.49,-5.46,277.4,78.96,101106.17,96,二级
广西壮族自治区,2013-12-17,40.07,48.57,24.34,10.72,0.7,56.34,-1.47,-7.7,279.63,72.08,97478.94,57,二级
湖南省,2013-12-17,69.3,85.68,31.34,20.23,1.03,35.42,-1.38,-5.24,277.31,79.85,97994.45,93,二级
黑龙江省,2013-12-17,41.77,48.29,8.16,12.43,0.58,41.79,1.34,-2.27,256.15,80.93,99510.64,59,二级
天津市,2013-12-17,117.77,153.77,111.9,60.35,3.27,6.54,-4.29,-5.62,269.2,70.57,103187.73,154,四级
陕西省,2013-12-17,77.33,104.2,43.86,35.15,1.81,29.46,-1.5,-1.52,272.03,54.98,89419.3,103,三级
江西省,2013-12-17,34.59,33.23,17.08,21.62,0.61,23.22,-1.45,-6.1,277.68,94.3,99193.38,50,一级
湖北省,2013-12-17,89.26,106.76,35.34,24.02,1.13,32.63,-2.73,-2.68,277.05,61.35,97486.45,118,三级
北京市,2013-12-17,61.05,75.35,39.03,38.08,1.45,31.23,-1.0,-6.02,268.06,37.89,99215.81,83,二级
辽宁省,2013-12-17,74.08,101.07,44.58,32.89,1.26,27.49,-0.74,-5.49,263.59,68.08,100533.26,99,二级
广东省,2013-12-17,17.36,23.57,16.48,21.19,1.29,31.85,-0.27,-7.68,281.81,86.7,99290.21,33,一级
山西省,2013-12-17,97.53,133.63,52.63,40.8,1.99,19.38,-2.43,-1.92,267.47,58.82,89225.3,129,三级
香港特别行政区,2013-12-17,14.3,20.64,6.82,37.12,1.28,25.51,-1.7,-10.12,284.38,89.98,101057.25,47,一级
西藏自治区,2013-12-17,1.04,1.32,0.18,0.58,0.12,68.86,6.42,-3.79,263.2,43.69,57181.05,35,一级
海外,2013-12-17,10.02,11.45,4.66,2.88,0.26,58.57,5.44,-3.27,264.08,69.64,74601.63,30,一级
重庆市,2013-12-17,54.77,69.6,30.4,15.69,0.67,43.91,-1.49,-0.07,278.39,54.65,93790.93,75,二级
福建省,2013-12-17,19.03,23.41,12.69,19.69,0.46,38.14,-0.7,-4.73,280.92,93.19,96103.65,28,一级
甘肃省,2013-12-17,21.92,30.98,8.66,7.47,0.55,51.96,0.42,-0.08,267.53,38.36,78898.99,32,一级
青海省,2013-12-17,0.89,1.25,0.79,0.75,0.14,62.79,4.44,-1.69,257.55,48.0,62069.61,32,一级
贵州省,2013-12-17,53.68,64.52,30.63,11.66,0.6,52.26,-1.56,-2.9,275.73,66.37,89551.06,74,二级
