province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-01-14,22.98,35.52,7.49,8.12,0.66,60.36,3.98,2.73,281.52,64.84,81527.24,36,一级
新疆维吾尔自治区,2017-01-14,15.66,18.97,3.32,4.71,0.47,60.54,2.8,0.38,260.38,61.84,81951.0,31,一级
宁夏回族自治区,2017-01-14,54.11,81.01,41.59,29.38,1.16,37.07,1.24,2.12,269.2,41.6,84379.01,74,二级
上海市,2017-01-14,28.19,44.09,13.63,30.53,0.7,56.84,1.57,-7.36,278.19,64.54,102710.73,45,一级
浙江省,2017-01-14,49.83,74.52,17.06,34.77,0.82,54.95,-1.77,-5.36,277.38,60.51,99078.52,69,二级
吉林省,2017-01-14,18.18,26.26,9.36,10.66,0.54,50.99,6.66,-5.18,254.52,72.43,97624.2,27,一级
江苏省,2017-01-14,34.33,62.79,15.32,29.54,0.82,50.72,-0.43,-6.53,275.33,51.24,102828.31,57,二级
内蒙古自治区,2017-01-14,13.28,19.41,10.26,10.03,0.48,50.86,1.58,-1.62,258.5,56.02,90922.22,26,一级
山东省,2017-01-14,40.61,78.34,31.18,41.03,1.14,33.56,-0.77,-4.33,271.42,47.25,102075.37,65,二级
河南省,2017-01-14,80.43,128.7,28.94,48.51,1.38,34.81,-4.83,-1.05,274.06,37.24,100088.27,107,三级
台湾省,2017-01-14,37.62,44.78,9.86,18.49,0.41,41.86,-1.29,-4.33,286.97,86.16,93239.74,54,二级
河北省,2017-01-14,48.76,75.25,24.32,35.67,1.16,39.44,-0.56,-2.3,265.4,40.89,96651.76,68,二级
四川省,2017-01-14,33.01,48.55,7.66,16.93,0.57,59.72,3.28,0.74,270.9,47.67,75477.3,49,一级
海南省,2017-01-14,18.72,33.86,9.87,12.7,0.93,38.33,-3.87,-5.0,291.8,89.11,99405.63,34,一级
安徽省,2017-01-14,68.45,97.59,17.78,40.62,0.98,43.89,-4.21,-4.64,275.34,47.38,101513.87,92,二级
广西壮族自治区,2017-01-14,36.1,47.75,13.51,10.28,0.82,45.57,-2.88,-2.77,283.76,73.63,97434.96,52,二级
湖南省,2017-01-14,58.53,84.16,18.67,22.8,0.99,43.46,-3.59,-3.38,279.97,65.69,98102.18,80,二级
黑龙江省,2017-01-14,9.1,12.03,3.67,5.45,0.35,55.81,5.07,-6.67,254.66,71.71,98409.86,28,一级
天津市,2017-01-14,21.68,40.89,17.43,39.58,0.97,31.35,-1.66,-3.28,268.75,39.21,103250.5,50,一级
陕西省,2017-01-14,64.89,99.96,37.62,43.05,1.56,32.21,-2.88,2.51,271.5,47.7,89378.63,88,二级
江西省,2017-01-14,59.03,81.13,20.61,22.81,0.96,52.42,-3.65,-4.55,280.24,65.1,99534.99,81,二级
湖北省,2017-01-14,71.31,98.8,18.75,33.37,1.07,38.73,-4.87,-1.59,276.58,49.73,97660.08,96,二级
北京市,2017-01-14,19.55,33.54,8.84,29.94,0.67,41.52,0.42,-2.39,267.14,33.9,99160.17,38,一级
辽宁省,2017-01-14,20.11,37.4,19.88,17.53,0.63,45.93,2.57,-6.63,259.82,55.39,100319.02,38,一级
广东省,2017-01-14,22.44,32.72,10.95,17.83,1.07,34.36,-3.48,-4.3,286.21,75.96,99523.38,33,一级
山西省,2017-01-14,76.33,116.47,88.96,46.35,1.67,28.42,-1.22,2.13,267.86,41.03,89213.69,102,三级
香港特别行政区,2017-01-14,18.08,29.92,9.04,32.11,1.01,28.16,-4.95,-5.46,288.9,75.32,101341.67,41,一级
西藏自治区,2017-01-14,1.91,2.55,0.18,0.73,0.13,80.52,7.06,0.23,255.99,49.82,56773.19,41,一级
海外,2017-01-14,9.63,13.14,3.23,2.52,0.29,60.7,3.71,-4.02,259.3,66.22,74170.99,31,一级
重庆市,2017-01-14,60.91,83.53,20.0,21.23,0.81,34.35,-4.5,1.7,278.0,60.49,93753.54,83,二级
福建省,2017-01-14,28.81,44.35,15.54,17.83,0.86,55.5,-3.52,-3.54,281.12,68.37,96647.94,45,一级
甘肃省,2017-01-14,24.81,38.38,11.37,12.75,0.64,59.22,2.15,0.97,264.51,47.58,78762.13,39,一级
青海省,2017-01-14,2.7,3.4,0.82,1.14,0.16,71.31,5.74,0.81,256.41,48.09,61719.75,36,一级
贵州省,2017-01-14,34.99,52.17,16.04,12.39,0.84,39.78,-2.68,1.34,277.5,80.15,89448.89,52,二级
