province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2015-07-02,13.41,18.77,4.19,4.33,0.32,49.86,5.41,0.51,293.82,74.44,81056.52,25,一级
新疆维吾尔自治区,2015-07-02,7.33,10.0,1.59,1.29,0.15,81.86,0.34,-1.42,292.47,45.93,81550.78,41,一级
宁夏回族自治区,2015-07-02,25.49,45.0,10.64,18.56,0.5,73.44,-1.52,-1.19,296.29,29.88,83844.19,46,一级
上海市,2015-07-02,54.18,62.24,12.71,31.55,0.72,101.77,-2.73,0.76,296.5,84.7,100251.72,74,二级
浙江省,2015-07-02,32.3,43.09,11.29,14.79,0.61,85.29,-1.7,-1.19,296.93,89.85,96893.7,47,一级
吉林省,2015-07-02,14.97,19.71,3.75,6.43,0.28,64.29,0.67,-3.41,287.71,74.02,95523.25,33,一级
江苏省,2015-07-02,61.6,87.53,19.16,25.25,0.92,106.98,0.23,2.18,299.44,66.47,100068.78,84,二级
内蒙古自治区,2015-07-02,10.8,14.02,2.14,2.77,0.19,61.1,-0.1,-3.55,290.93,49.03,89501.8,31,一级
山东省,2015-07-02,36.26,66.67,21.17,24.89,0.84,96.02,-0.81,-1.74,299.6,39.7,99178.39,59,二级
河南省,2015-07-02,42.79,79.73,19.4,21.11,0.89,88.33,-0.38,-1.08,301.62,40.72,97441.23,65,二级
台湾省,2015-07-02,7.14,9.32,3.96,14.87,0.14,49.63,2.82,2.56,298.67,68.64,92201.28,25,一级
河北省,2015-07-02,11.8,22.8,6.29,13.36,0.33,61.26,0.72,-5.28,295.3,37.05,94393.16,31,一级
四川省,2015-07-02,23.43,33.3,5.68,6.75,0.38,66.23,-0.18,1.02,289.38,79.16,75233.37,34,一级
海南省,2015-07-02,9.52,15.22,2.48,6.1,0.27,59.36,4.55,4.22,303.12,64.15,98132.21,30,一级
安徽省,2015-07-02,36.15,52.05,13.1,17.13,0.76,61.43,-1.05,1.18,299.64,67.09,98854.89,52,二级
广西壮族自治区,2015-07-02,26.68,40.59,8.5,7.13,0.61,67.37,1.62,3.35,302.06,73.68,95683.7,41,一级
湖南省,2015-07-02,30.7,46.51,13.05,10.55,0.91,54.08,-1.02,-0.35,299.6,80.14,96049.18,47,一级
黑龙江省,2015-07-02,12.94,15.02,1.98,3.21,0.23,55.79,-0.75,-4.11,287.81,72.86,96562.67,28,一级
天津市,2015-07-02,12.27,28.61,6.29,18.47,0.4,51.19,0.18,-4.63,298.74,31.83,100166.3,29,一级
陕西省,2015-07-02,21.13,36.44,7.35,14.32,0.52,72.64,-0.8,-1.41,298.04,34.13,88192.67,37,一级
江西省,2015-07-02,30.1,42.15,11.9,8.12,0.81,61.87,-0.14,0.08,299.61,83.17,97407.81,44,一级
湖北省,2015-07-02,38.01,58.45,10.62,10.63,0.71,80.62,-0.92,0.12,300.11,61.19,95504.35,55,二级
北京市,2015-07-02,7.42,13.63,3.09,13.99,0.26,57.78,1.4,-5.82,296.67,32.99,96612.55,29,一级
辽宁省,2015-07-02,13.75,20.81,5.84,10.98,0.37,58.52,2.55,-4.34,291.35,60.43,97574.39,30,一级
广东省,2015-07-02,20.94,32.74,5.98,9.77,0.58,69.81,3.05,5.26,302.0,76.82,97850.49,35,一级
山西省,2015-07-02,21.67,40.65,16.24,17.57,0.74,77.51,-0.86,-2.84,294.88,38.37,87925.02,41,一级
香港特别行政区,2015-07-02,8.82,19.4,5.54,12.02,0.34,62.82,3.34,6.81,301.04,91.73,99731.64,32,一级
西藏自治区,2015-07-02,10.1,11.19,1.13,0.65,0.14,105.95,2.89,0.63,279.93,69.46,57667.63,55,二级
海外,2015-07-02,8.07,9.43,1.67,1.19,0.15,84.76,1.38,-2.62,283.19,71.48,74586.31,43,一级
重庆市,2015-07-02,36.88,54.68,14.22,14.09,0.55,60.16,-1.8,-0.7,298.26,75.75,92181.3,53,二级
福建省,2015-07-02,23.07,33.84,9.19,11.87,0.62,48.95,2.94,3.27,299.18,86.19,94938.4,34,一级
甘肃省,2015-07-02,14.31,17.95,2.44,4.73,0.24,71.23,-1.01,-0.81,290.7,58.36,78653.84,36,一级
青海省,2015-07-02,8.07,8.45,0.99,0.8,0.1,79.16,-1.17,-1.75,279.81,82.4,62582.42,40,一级
贵州省,2015-07-02,29.45,46.75,12.19,7.76,0.55,61.12,-0.89,-0.89,296.6,84.86,88248.58,47,一级
