province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2013-01-19,35.41,41.83,9.92,5.64,0.54,69.41,5.68,1.96,283.36,63.56,81701.56,51,二级
新疆维吾尔自治区,2013-01-19,9.37,10.28,3.22,2.22,0.21,60.52,2.75,0.23,262.64,60.8,81824.69,31,一级
宁夏回族自治区,2013-01-19,111.57,159.46,87.17,28.98,1.5,31.98,-0.36,1.23,269.38,72.31,83982.32,146,三级
上海市,2013-01-19,81.41,82.08,25.42,60.44,1.23,35.15,-2.77,1.33,277.09,74.24,102969.45,109,三级
浙江省,2013-01-19,75.52,95.73,23.06,49.42,1.19,39.85,-2.79,1.39,277.9,70.23,99274.09,101,三级
吉林省,2013-01-19,125.37,143.59,26.3,31.86,1.1,36.52,2.82,-1.13,253.43,78.47,98044.11,165,四级
江苏省,2013-01-19,125.44,167.48,51.15,65.61,1.64,37.29,-3.07,2.37,275.41,58.32,102786.68,165,四级
内蒙古自治区,2013-01-19,29.21,38.8,23.87,11.07,0.56,40.12,0.83,0.3,257.79,63.83,90659.54,42,一级
山东省,2013-01-19,179.3,259.66,94.1,73.56,2.25,22.33,-1.52,1.4,272.59,65.75,101790.81,230,五级
河南省,2013-01-19,173.85,232.67,54.65,40.45,2.79,29.63,-2.68,2.44,276.29,58.93,99578.34,224,五级
台湾省,2013-01-19,10.24,13.49,4.41,15.19,0.23,63.29,-3.09,-1.5,284.87,72.77,93653.21,32,一级
河北省,2013-01-19,182.69,258.58,92.49,67.98,2.75,24.52,-1.89,-1.26,267.32,61.46,96378.6,233,五级
四川省,2013-01-19,55.74,68.49,15.8,9.42,0.64,63.55,5.47,1.8,276.43,41.61,75426.94,76,二级
海南省,2013-01-19,40.6,53.08,7.21,6.14,0.4,72.37,-5.14,-2.22,290.45,82.8,99800.21,58,二级
安徽省,2013-01-19,86.15,108.15,29.11,42.83,1.47,37.05,-3.6,2.35,277.24,47.71,101308.37,114,三级
广西壮族自治区,2013-01-19,91.01,104.9,20.28,14.3,0.79,51.28,-2.14,2.34,283.73,70.93,97609.9,121,三级
湖南省,2013-01-19,107.21,123.82,29.07,22.38,1.13,38.3,-1.72,2.44,279.87,65.21,98007.92,141,三级
黑龙江省,2013-01-19,41.97,47.21,8.79,10.7,0.51,38.17,3.31,-1.58,250.24,73.02,98890.34,59,二级
天津市,2013-01-19,205.1,278.73,102.76,73.25,3.82,24.14,-5.87,-1.44,269.3,72.05,102958.02,256,五级
陕西省,2013-01-19,174.04,205.57,64.83,34.91,2.19,37.78,-2.77,2.14,273.12,68.03,88923.84,225,五级
江西省,2013-01-19,57.89,65.02,15.05,17.05,0.63,49.8,-2.64,0.93,280.37,53.75,99649.52,79,二级
湖北省,2013-01-19,128.68,138.9,42.1,30.68,1.14,34.83,-2.28,3.39,277.6,62.96,97320.25,170,四级
北京市,2013-01-19,141.01,177.28,65.26,80.08,2.77,18.69,-1.68,-1.19,268.01,54.21,98940.03,188,四级
辽宁省,2013-01-19,103.02,132.86,54.07,32.62,1.2,30.66,-0.19,-4.16,257.96,70.54,100359.95,136,三级
广东省,2013-01-19,62.3,71.1,13.66,25.6,0.83,58.43,-4.54,-1.37,285.18,59.96,99884.77,85,二级
山西省,2013-01-19,142.13,186.21,78.21,36.93,2.14,24.92,-3.5,1.61,269.77,58.22,88860.6,189,四级
香港特别行政区,2013-01-19,42.37,57.28,8.68,35.28,0.9,80.78,-7.71,-2.83,288.34,66.85,101757.56,60,二级
西藏自治区,2013-01-19,6.7,7.82,1.22,0.55,0.15,85.28,11.47,6.55,261.55,54.85,56832.63,43,一级
海外,2013-01-19,14.72,16.43,3.87,2.18,0.24,65.56,2.41,-1.98,260.7,65.62,74386.56,33,一级
重庆市,2013-01-19,99.43,137.14,32.23,22.22,1.13,36.98,-3.86,4.13,279.72,64.51,93291.71,131,三级
福建省,2013-01-19,28.48,39.87,10.26,20.64,0.42,53.92,-3.44,-0.95,280.48,70.67,96968.24,41,一级
甘肃省,2013-01-19,39.26,45.28,13.05,6.52,0.58,49.96,1.5,0.89,267.58,50.3,78464.56,56,二级
青海省,2013-01-19,6.2,7.26,1.96,0.9,0.18,76.42,8.24,3.25,266.12,43.23,61605.38,39,一级
贵州省,2013-01-19,68.99,87.28,26.94,13.04,0.89,43.5,0.07,6.9,280.12,78.77,89255.4,93,二级
