province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-04-30,29.79,45.81,6.06,6.31,0.55,91.56,6.9,1.29,290.76,61.05,81424.62,46,一级
新疆维吾尔自治区,2017-04-30,34.84,41.1,1.8,1.0,0.17,83.81,1.11,-1.73,282.04,49.14,81614.57,50,一级
宁夏回族自治区,2017-04-30,26.93,60.74,16.44,22.85,0.53,84.73,0.35,-0.78,288.95,24.61,84058.7,56,二级
上海市,2017-04-30,42.87,76.92,17.78,40.69,0.69,139.73,1.49,4.58,293.72,51.78,101280.94,84,二级
浙江省,2017-04-30,34.09,54.54,13.05,22.88,0.57,101.19,1.2,3.07,293.02,49.74,97998.17,53,二级
吉林省,2017-04-30,18.68,35.62,3.16,6.17,0.4,74.18,5.44,-5.32,283.84,34.7,96305.55,38,一级
江苏省,2017-04-30,42.93,83.63,22.06,32.84,0.81,124.07,3.87,4.59,296.24,39.03,100967.13,71,二级
内蒙古自治区,2017-04-30,25.11,31.29,2.44,3.71,0.22,75.46,1.28,-2.39,286.33,23.47,89877.65,38,一级
山东省,2017-04-30,51.72,131.93,25.17,29.79,0.89,116.72,1.84,2.13,296.94,27.22,99766.01,91,二级
河南省,2017-04-30,40.86,86.31,19.91,25.63,0.89,114.95,2.33,3.56,297.39,32.84,98104.16,69,二级
台湾省,2017-04-30,23.53,26.49,6.31,15.38,0.2,85.51,0.18,0.61,291.22,70.72,93010.29,43,一级
河北省,2017-04-30,52.59,125.99,13.28,23.73,0.57,80.7,-2.33,-1.81,293.19,18.31,94892.56,88,二级
四川省,2017-04-30,27.09,40.22,7.47,10.38,0.43,92.69,1.53,-0.4,283.4,61.63,75375.27,47,一级
海南省,2017-04-30,27.8,36.64,4.39,4.18,0.4,93.86,-1.74,2.42,297.68,81.62,99048.74,47,一级
安徽省,2017-04-30,40.59,73.16,15.11,22.98,0.66,112.12,2.79,4.39,295.49,41.41,99792.7,62,二级
广西壮族自治区,2017-04-30,51.93,72.07,11.28,12.51,0.74,91.49,0.87,5.82,296.44,69.43,96642.7,72,二级
湖南省,2017-04-30,43.7,71.38,14.87,16.73,0.77,77.65,-0.1,3.51,294.8,61.39,96957.03,61,二级
黑龙江省,2017-04-30,5.69,9.22,1.76,2.69,0.3,70.6,5.11,-5.45,280.75,52.3,96871.43,36,一级
天津市,2017-04-30,58.63,175.99,18.11,37.69,0.81,70.81,-6.03,-0.7,295.47,18.0,100815.77,113,三级
陕西省,2017-04-30,30.11,59.82,14.04,21.01,0.64,86.51,1.37,0.61,291.32,38.67,88539.88,55,二级
江西省,2017-04-30,45.26,68.64,16.43,16.85,0.64,98.75,-0.22,2.94,294.53,54.29,98503.6,63,二级
湖北省,2017-04-30,40.05,64.59,12.94,18.1,0.75,94.79,0.13,3.51,294.31,52.04,96268.64,58,二级
北京市,2017-04-30,48.58,125.31,6.48,26.05,0.41,82.85,-1.91,-0.91,294.67,15.97,97205.19,88,二级
辽宁省,2017-04-30,42.87,102.79,4.83,9.82,0.37,75.78,-0.21,-6.53,289.88,20.12,98465.75,77,二级
广东省,2017-04-30,45.58,64.3,10.49,17.41,0.73,117.47,-0.45,3.6,295.6,72.7,98939.77,65,二级
山西省,2017-04-30,40.65,85.83,24.02,29.05,0.88,89.92,0.6,0.21,291.74,17.61,88251.72,68,二级
香港特别行政区,2017-04-30,29.1,37.08,5.9,22.33,0.42,106.92,-2.13,3.08,296.36,72.46,100835.49,56,二级
西藏自治区,2017-04-30,6.8,8.08,0.76,0.47,0.16,104.92,4.89,1.39,271.0,58.73,57429.16,55,二级
海外,2017-04-30,12.13,15.28,2.18,1.36,0.22,84.45,3.58,-2.47,272.22,75.87,74378.82,43,一级
重庆市,2017-04-30,43.37,63.26,14.47,18.62,0.55,71.41,-2.49,1.47,293.3,61.91,92717.49,61,二级
福建省,2017-04-30,32.64,51.25,11.46,16.6,0.62,105.43,0.06,2.06,292.02,63.27,96043.3,55,二级
甘肃省,2017-04-30,18.71,28.58,5.16,5.0,0.24,101.78,-0.8,-0.68,283.43,44.27,78708.68,52,二级
青海省,2017-04-30,7.38,7.86,0.8,0.57,0.13,113.88,0.83,-0.11,273.46,47.75,62339.32,62,二级
贵州省,2017-04-30,39.72,61.54,9.5,10.21,0.57,80.12,0.79,4.44,292.88,68.34,88729.42,56,二级
