province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-05-21,22.59,27.47,4.31,2.95,0.43,78.66,6.52,1.44,293.8,64.07,81022.49,40,一级
新疆维吾尔自治区,2014-05-21,54.86,57.44,1.06,0.75,0.21,83.63,2.98,-2.53,285.95,36.84,81007.48,75,二级
宁夏回族自治区,2014-05-21,30.85,46.53,9.41,6.67,0.36,98.48,-1.17,7.42,293.72,41.76,83478.12,50,一级
上海市,2014-05-21,84.52,111.37,20.77,38.26,0.81,116.79,-1.84,2.96,293.39,74.37,101012.9,112,三级
浙江省,2014-05-21,69.96,100.54,15.7,26.34,0.8,109.5,-2.52,2.07,294.38,70.11,97646.87,94,二级
吉林省,2014-05-21,24.77,30.31,6.3,6.29,0.33,75.62,3.61,-1.37,287.83,67.04,95998.65,38,一级
江苏省,2014-05-21,100.18,162.11,29.0,35.75,1.19,120.79,-1.06,3.62,297.17,54.55,100753.7,132,三级
内蒙古自治区,2014-05-21,25.29,31.97,4.78,3.77,0.21,83.65,0.8,0.83,291.09,33.42,89359.6,42,一级
山东省,2014-05-21,80.64,153.11,33.37,34.19,1.1,98.02,-0.29,3.81,297.99,42.85,99709.48,108,三级
河南省,2014-05-21,85.97,145.97,26.96,21.24,0.98,96.25,0.13,4.63,298.35,39.04,97897.88,114,三级
台湾省,2014-05-21,22.39,25.47,7.11,17.04,0.18,61.02,-0.24,1.67,294.0,89.93,92605.57,32,一级
河北省,2014-05-21,73.89,142.66,31.31,28.25,1.07,103.09,-0.18,3.26,295.53,36.19,94611.0,99,二级
四川省,2014-05-21,33.78,41.65,6.41,4.77,0.37,84.49,0.92,0.78,286.97,66.8,75116.84,49,一级
海南省,2014-05-21,4.26,8.48,0.95,3.23,0.22,43.81,0.8,6.21,301.06,80.19,98404.98,22,一级
安徽省,2014-05-21,99.44,134.85,18.22,18.18,0.86,86.56,-1.19,3.11,297.88,54.36,99481.01,131,三级
广西壮族自治区,2014-05-21,32.06,43.21,9.64,8.52,0.68,68.63,0.37,5.46,299.51,81.41,95911.11,46,一级
湖南省,2014-05-21,65.44,83.37,16.71,13.08,0.94,63.84,-3.35,0.43,295.82,75.17,96418.46,89,二级
黑龙江省,2014-05-21,23.46,26.3,4.94,4.1,0.32,69.02,-0.53,-0.38,285.99,76.4,96875.96,35,一级
天津市,2014-05-21,128.1,171.84,41.11,55.42,2.05,85.24,-3.26,2.35,294.8,50.14,100508.08,169,四级
陕西省,2014-05-21,45.78,75.47,12.93,13.32,0.82,84.48,-1.29,3.66,293.7,42.63,88195.99,64,二级
江西省,2014-05-21,58.92,74.22,13.19,9.47,0.58,79.43,-3.27,0.87,296.98,72.56,97948.01,80,二级
湖北省,2014-05-21,83.78,114.81,17.21,18.16,0.78,67.57,-1.66,2.4,294.11,69.08,95955.06,111,三级
北京市,2014-05-21,85.68,143.5,26.37,34.14,1.29,132.57,-1.54,2.48,295.22,44.68,96850.65,114,三级
辽宁省,2014-05-21,35.71,52.51,10.18,17.45,0.6,71.79,3.16,-0.39,292.12,46.74,98110.73,52,二级
广东省,2014-05-21,23.32,33.45,9.09,18.42,0.92,43.02,-0.32,4.78,298.92,86.67,98219.03,34,一级
山西省,2014-05-21,55.59,100.28,22.74,20.21,0.92,80.59,-0.06,4.69,294.49,26.42,88015.63,76,二级
香港特别行政区,2014-05-21,5.7,13.1,3.76,22.82,0.32,33.0,1.19,6.86,299.08,94.87,100123.9,29,一级
西藏自治区,2014-05-21,14.23,14.88,0.7,0.41,0.15,101.43,5.97,1.55,274.71,51.08,57359.71,52,二级
海外,2014-05-21,9.52,11.53,1.55,1.01,0.33,80.56,6.05,-2.48,276.29,75.46,74142.3,41,一级
重庆市,2014-05-21,41.88,49.71,13.96,8.99,0.51,69.62,-4.93,1.0,292.76,80.83,92307.48,59,二级
福建省,2014-05-21,45.76,57.45,12.19,9.0,0.63,93.94,-4.15,0.71,294.3,86.28,95551.5,64,二级
甘肃省,2014-05-21,27.99,35.63,5.35,3.69,0.28,97.11,-0.03,0.83,289.44,35.85,78159.99,49,一级
青海省,2014-05-21,16.68,17.31,0.8,0.64,0.12,98.36,0.4,0.52,280.41,33.19,62108.37,50,一级
贵州省,2014-05-21,40.58,49.06,13.32,6.73,0.48,73.1,-1.29,2.95,294.77,80.6,88255.43,57,二级
