province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-03-05,44.66,63.72,8.26,10.16,0.65,93.88,7.29,1.24,286.48,51.5,81278.57,63,二级
新疆维吾尔自治区,2017-03-05,9.06,14.21,2.43,2.15,0.25,66.81,-1.97,0.03,268.48,55.43,82120.88,34,一级
宁夏回族自治区,2017-03-05,17.03,30.07,19.29,15.99,0.52,60.64,-0.82,-4.36,271.6,45.39,84767.08,31,一级
上海市,2017-03-05,60.98,83.69,11.81,70.11,0.82,42.02,-0.4,-0.77,283.81,79.82,101685.22,88,二级
浙江省,2017-03-05,41.85,55.99,8.35,32.03,0.65,52.53,-1.65,-1.9,283.85,91.41,98124.2,59,二级
吉林省,2017-03-05,24.35,30.96,10.03,10.61,0.6,70.53,2.64,-2.49,260.4,67.72,97248.04,36,一级
江苏省,2017-03-05,85.51,134.13,19.82,45.09,0.97,75.84,-0.83,-2.54,283.85,63.35,101661.11,114,三级
内蒙古自治区,2017-03-05,4.86,6.71,3.98,2.8,0.26,61.04,2.19,-4.2,262.8,58.1,90642.84,31,一级
山东省,2017-03-05,87.12,145.27,27.11,39.76,1.08,53.44,-2.05,-6.66,278.4,57.11,101057.29,116,三级
河南省,2017-03-05,116.16,186.69,30.8,50.44,1.57,53.32,-1.53,-5.59,281.39,50.12,99186.66,152,四级
台湾省,2017-03-05,18.52,22.02,6.2,18.06,0.22,70.43,1.35,1.54,290.17,75.07,92884.59,36,一级
河北省,2017-03-05,39.57,63.25,12.85,23.0,0.7,60.4,0.8,-6.23,272.45,45.68,95972.42,57,二级
四川省,2017-03-05,26.57,36.48,7.49,10.27,0.42,69.06,1.32,-0.52,273.38,71.74,75336.02,38,一级
海南省,2017-03-05,25.34,33.27,2.52,7.09,0.37,71.53,-1.11,3.37,295.21,75.16,98965.02,37,一级
安徽省,2017-03-05,75.96,109.7,15.8,37.2,0.9,65.81,-0.93,-3.43,284.08,71.86,100386.5,102,三级
广西壮族自治区,2017-03-05,54.08,72.96,11.66,15.21,0.89,52.33,0.4,2.49,292.22,75.96,96685.17,74,二级
湖南省,2017-03-05,44.07,61.79,10.6,20.51,0.96,34.21,-1.18,-3.61,283.23,92.86,97387.46,62,二级
黑龙江省,2017-03-05,13.99,18.72,4.95,6.73,0.43,66.78,5.62,-2.35,255.27,72.85,97972.7,34,一级
天津市,2017-03-05,44.43,70.05,15.53,36.62,1.06,54.25,-0.87,-5.77,276.12,37.25,102344.48,62,二级
陕西省,2017-03-05,33.71,59.56,20.18,29.78,0.87,52.42,-0.84,-5.76,276.16,43.22,89299.26,55,二级
江西省,2017-03-05,45.69,56.75,10.46,16.48,0.8,50.97,-0.83,-2.25,285.36,91.73,98678.34,64,二级
湖北省,2017-03-05,59.3,82.23,13.34,23.98,1.01,47.54,-1.9,-3.9,282.03,76.0,96909.09,81,二级
北京市,2017-03-05,13.07,22.8,5.28,11.98,0.37,69.82,2.0,-6.76,274.36,34.13,98427.61,35,一级
辽宁省,2017-03-05,29.23,41.33,13.63,12.54,0.55,62.19,0.6,-6.33,267.0,58.01,99508.8,42,一级
广东省,2017-03-05,45.23,64.55,8.28,25.89,0.8,58.53,-0.43,3.63,292.77,85.48,98871.96,63,二级
山西省,2017-03-05,46.6,80.52,37.45,28.91,1.28,55.68,0.15,-5.58,273.13,41.42,88945.8,66,二级
香港特别行政区,2017-03-05,26.48,38.08,4.47,31.84,0.44,69.48,-2.64,2.55,292.9,96.1,100763.16,40,一级
西藏自治区,2017-03-05,4.81,5.68,0.63,0.54,0.15,85.56,6.75,0.52,261.29,55.7,56704.13,43,一级
海外,2017-03-05,12.75,17.26,2.33,2.85,0.26,77.13,1.64,4.4,264.06,69.17,74276.07,39,一级
重庆市,2017-03-05,45.98,63.14,15.54,18.16,0.59,45.82,-2.72,-2.42,282.01,76.5,93317.56,64,二级
福建省,2017-03-05,37.26,49.74,9.66,21.21,0.61,56.51,0.75,1.21,288.58,85.71,95925.61,53,二级
甘肃省,2017-03-05,12.79,21.53,6.53,6.4,0.31,67.84,-3.31,-1.77,268.49,57.39,79029.33,34,一级
青海省,2017-03-05,4.67,5.73,1.69,1.26,0.17,73.79,1.59,-0.4,261.07,65.3,61763.64,37,一级
贵州省,2017-03-05,46.41,65.21,15.73,14.35,0.66,53.3,-1.5,-3.69,282.12,84.78,89054.88,65,二级
