province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2013-10-14,29.85,37.03,9.77,5.55,0.49,82.24,-0.56,0.11,289.49,69.19,81662.3,43,一级
新疆维吾尔自治区,2013-10-14,39.36,39.86,1.72,1.09,0.15,66.41,-2.81,0.84,278.96,35.28,82393.99,56,二级
宁夏回族自治区,2013-10-14,16.51,24.19,12.26,12.61,0.24,49.18,1.56,-4.56,280.37,65.6,85234.25,25,一级
上海市,2013-10-14,23.07,42.68,12.98,28.12,0.52,69.07,-4.02,-0.88,295.68,78.17,101598.68,43,一级
浙江省,2013-10-14,25.64,40.1,10.74,27.39,0.48,65.81,-3.21,-1.76,293.4,80.44,98150.62,41,一级
吉林省,2013-10-14,18.26,21.96,7.69,9.23,0.3,51.37,4.36,-3.08,277.45,58.95,97740.46,27,一级
江苏省,2013-10-14,36.73,66.72,19.66,23.66,0.62,66.42,-3.08,-1.3,293.57,76.78,101636.01,59,二级
内蒙古自治区,2013-10-14,4.08,5.77,2.48,1.96,0.19,61.67,2.07,-4.88,274.36,48.76,91281.03,31,一级
山东省,2013-10-14,53.71,89.85,30.18,31.33,1.06,41.5,-1.59,-4.95,288.43,79.24,101141.23,74,二级
河南省,2013-10-14,82.62,79.41,36.15,31.93,1.5,30.06,-2.74,-5.47,289.66,68.29,99267.98,110,三级
台湾省,2013-10-14,8.84,13.35,4.34,14.29,0.16,69.67,-1.97,-2.31,294.67,77.11,92675.74,35,一级
河北省,2013-10-14,29.39,40.95,10.83,20.29,0.71,33.63,-0.84,-5.53,281.71,58.09,96381.47,42,一级
四川省,2013-10-14,39.68,51.46,12.79,7.69,0.36,72.96,-1.29,-1.66,283.5,66.83,76005.92,56,二级
海南省,2013-10-14,13.0,22.02,6.31,4.67,0.25,61.12,-6.2,-10.2,298.42,81.55,98377.96,31,一级
安徽省,2013-10-14,57.07,81.78,19.38,26.33,0.61,62.36,-2.62,-1.99,293.64,69.16,100339.86,78,二级
广西壮族自治区,2013-10-14,55.63,69.11,12.59,10.64,0.61,85.5,-3.06,-3.44,297.95,61.3,96732.22,76,二级
湖南省,2013-10-14,45.78,55.3,23.52,15.77,0.49,90.37,-2.84,-3.33,295.91,49.83,97304.4,64,二级
黑龙江省,2013-10-14,7.3,8.63,2.72,3.9,0.23,60.69,6.19,-3.15,273.53,59.94,98362.09,31,一级
天津市,2013-10-14,33.98,52.06,20.83,37.15,1.42,13.79,-3.35,-4.6,285.03,55.61,102535.11,52,二级
陕西省,2013-10-14,23.6,36.96,15.84,11.94,0.38,53.45,-0.7,-4.29,284.96,67.9,89633.73,37,一级
江西省,2013-10-14,24.5,32.96,12.07,11.87,0.33,75.55,-2.74,-2.28,294.85,59.63,98640.06,38,一级
湖北省,2013-10-14,60.57,76.98,31.02,23.85,0.53,75.7,-2.42,-2.88,293.06,59.42,96922.96,82,二级
北京市,2013-10-14,23.12,35.33,5.98,24.03,0.46,29.43,-0.49,-4.35,283.94,46.33,98763.15,36,一级
辽宁省,2013-10-14,15.48,23.89,9.77,10.94,0.46,45.01,0.72,-6.39,280.3,58.38,99877.27,24,一级
广东省,2013-10-14,43.9,65.98,15.76,22.04,0.65,73.6,-4.42,-4.02,296.91,69.2,98724.82,62,二级
山西省,2013-10-14,29.09,36.91,15.73,15.03,0.94,34.8,-1.7,-3.15,281.73,72.17,89401.81,42,一级
香港特别行政区,2013-10-14,23.53,46.3,7.06,24.75,0.55,81.92,-7.6,-4.19,298.55,74.68,100471.88,47,一级
西藏自治区,2013-10-14,6.3,6.67,0.8,0.55,0.12,82.8,2.25,2.13,273.98,73.26,57739.95,42,一级
海外,2013-10-14,16.38,18.02,2.63,1.86,0.17,71.56,2.01,2.01,275.18,65.4,74890.84,36,一级
重庆市,2013-10-14,65.23,82.98,25.22,12.78,0.6,74.47,-2.67,-1.57,294.1,56.98,93376.35,88,二级
福建省,2013-10-14,13.33,21.03,5.83,11.05,0.28,69.54,-3.26,-3.43,293.37,75.66,95950.92,35,一级
甘肃省,2013-10-14,11.1,12.67,3.66,2.26,0.17,68.68,-1.51,-2.22,277.42,50.5,79658.63,35,一级
青海省,2013-10-14,6.09,6.5,0.77,0.71,0.13,79.39,0.33,0.09,272.91,52.16,62898.81,40,一级
贵州省,2013-10-14,49.69,64.77,18.9,10.88,0.5,78.55,-1.46,-1.34,292.63,63.99,89296.19,69,二级
