province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2018-03-04,31.95,51.6,6.44,7.65,0.61,91.41,9.02,1.43,287.71,49.02,81216.25,51,二级
新疆维吾尔自治区,2018-03-04,14.72,12.56,1.58,1.47,0.21,66.78,-0.79,-0.16,269.87,57.43,81644.83,34,一级
宁夏回族自治区,2018-03-04,34.15,75.77,12.96,11.32,0.52,66.18,0.2,-3.18,274.76,50.66,84252.59,63,二级
上海市,2018-03-04,29.92,43.18,8.92,26.74,0.67,83.31,-3.05,7.22,290.74,85.69,100866.59,44,一级
浙江省,2018-03-04,30.4,42.27,7.52,17.91,0.74,60.95,1.32,6.58,294.29,73.9,97600.39,44,一级
吉林省,2018-03-04,22.25,32.13,8.25,8.85,0.49,71.32,5.45,-1.72,261.41,63.66,97533.54,36,一级
江苏省,2018-03-04,39.26,61.57,8.69,28.62,0.93,46.5,-3.24,0.48,286.94,89.41,100742.7,56,二级
内蒙古自治区,2018-03-04,11.0,20.59,3.34,2.66,0.23,60.12,2.9,-2.85,264.12,49.24,90389.72,31,一级
山东省,2018-03-04,44.84,66.68,9.54,23.28,0.91,43.13,-5.59,-6.44,278.24,85.66,100413.14,63,二级
河南省,2018-03-04,60.96,85.54,10.0,26.46,1.25,34.69,-2.54,-6.05,282.97,85.38,98302.08,83,二级
台湾省,2018-03-04,17.48,21.46,6.21,20.18,0.2,62.4,0.71,3.01,294.25,68.23,93030.85,32,一级
河北省,2018-03-04,51.83,109.99,9.35,20.45,0.75,50.97,-3.87,-3.73,274.25,46.81,95652.91,80,二级
四川省,2018-03-04,25.57,37.75,6.7,9.13,0.46,73.96,2.5,-2.67,278.05,57.75,75043.07,38,一级
海南省,2018-03-04,8.12,11.96,1.13,2.84,0.19,36.29,-0.52,6.02,298.62,76.42,98891.84,19,一级
安徽省,2018-03-04,41.46,56.77,10.75,26.53,1.04,40.45,-0.11,1.53,290.5,83.68,99419.18,59,二级
广西壮族自治区,2018-03-04,32.52,44.07,6.1,8.77,0.64,67.84,4.02,8.13,297.5,65.9,96393.6,47,一级
湖南省,2018-03-04,31.35,46.6,8.24,12.03,0.82,48.09,3.39,6.6,295.39,66.64,96525.95,47,一级
黑龙江省,2018-03-04,15.63,19.78,5.16,5.75,0.33,65.38,6.57,-1.55,257.33,73.36,97974.8,33,一级
天津市,2018-03-04,61.25,165.5,14.55,35.05,0.97,42.23,-8.16,-2.83,275.8,41.24,102045.06,108,三级
陕西省,2018-03-04,34.94,82.85,11.04,17.72,0.62,52.92,-0.9,-6.8,279.09,58.45,88675.58,67,二级
江西省,2018-03-04,30.04,40.63,10.02,12.42,0.8,50.19,2.5,8.79,296.7,70.69,98066.47,43,一级
湖北省,2018-03-04,40.65,55.65,10.57,19.93,1.12,36.01,-0.6,-1.22,287.75,84.45,95944.73,58,二级
北京市,2018-03-04,41.82,157.36,7.51,27.06,0.73,45.11,-2.93,-0.56,275.91,34.99,98141.31,104,三级
辽宁省,2018-03-04,18.56,36.17,11.38,11.47,0.5,65.71,-2.14,-7.63,267.4,43.41,99687.19,37,一级
广东省,2018-03-04,24.56,30.37,4.74,12.31,0.54,38.5,0.65,7.25,296.27,84.71,98751.39,36,一级
山西省,2018-03-04,66.28,123.66,17.07,24.04,1.02,55.55,-2.12,-3.9,277.22,57.46,88425.86,90,二级
香港特别行政区,2018-03-04,18.15,21.92,2.47,20.5,0.26,37.53,-1.3,5.51,295.1,97.82,100707.14,26,一级
西藏自治区,2018-03-04,3.74,4.5,0.42,0.54,0.14,81.6,8.28,0.47,265.18,58.52,56899.03,41,一级
海外,2018-03-04,10.02,12.94,1.7,1.98,0.21,72.32,5.8,1.74,266.36,68.7,74168.61,37,一级
重庆市,2018-03-04,39.73,62.97,16.03,22.55,0.84,45.72,0.25,-1.87,289.13,66.66,92338.6,57,二级
福建省,2018-03-04,37.57,43.07,6.51,15.69,0.7,42.63,1.21,5.82,293.95,80.74,95835.3,54,二级
甘肃省,2018-03-04,11.03,20.07,3.13,4.06,0.24,67.57,-0.79,-2.16,271.15,68.43,78649.87,34,一级
青海省,2018-03-04,2.33,2.93,0.67,0.79,0.15,71.54,3.41,-0.17,265.88,61.69,61818.66,36,一级
贵州省,2018-03-04,34.39,53.57,10.54,10.12,0.53,84.64,7.28,2.87,292.5,45.09,88457.07,52,二级
