province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2013-01-01,26.97,32.43,11.58,5.58,0.45,59.46,2.71,2.03,279.9,78.38,81501.97,39,一级
新疆维吾尔自治区,2013-01-01,7.18,8.12,2.96,2.03,0.22,64.24,1.38,0.96,262.72,46.28,81576.9,33,一级
宁夏回族自治区,2013-01-01,14.77,27.55,29.4,9.78,0.51,52.36,3.7,-3.36,263.48,50.09,84228.75,30,一级
上海市,2013-01-01,73.65,105.1,42.32,69.17,1.6,16.23,5.58,-0.07,276.59,63.79,102374.78,99,二级
浙江省,2013-01-01,48.4,71.65,26.3,37.14,1.01,35.94,1.84,-0.2,277.1,43.26,98849.6,67,二级
吉林省,2013-01-01,48.24,57.11,18.67,21.7,0.66,30.96,2.96,-0.06,247.36,71.28,96773.8,67,二级
江苏省,2013-01-01,67.66,124.05,48.34,51.21,1.72,26.35,5.14,-1.18,273.17,67.28,102241.82,91,二级
内蒙古自治区,2013-01-01,3.82,5.1,4.39,2.56,0.3,47.04,4.09,-4.25,247.97,63.5,90125.46,24,一级
山东省,2013-01-01,90.37,173.41,72.96,49.59,1.78,22.18,4.51,-4.28,267.18,61.46,101247.48,120,三级
河南省,2013-01-01,66.6,140.64,42.76,33.03,1.67,28.65,0.94,-3.11,272.94,42.0,99504.42,96,二级
台湾省,2013-01-01,19.3,23.12,6.86,19.11,0.26,48.41,-0.91,-1.23,285.01,79.34,93297.08,28,一级
河北省,2013-01-01,49.04,85.83,41.52,25.92,1.32,41.6,4.38,-6.73,257.78,46.32,95767.66,68,二级
四川省,2013-01-01,42.18,53.98,15.73,10.74,0.57,70.49,3.56,-0.63,269.82,35.17,75472.85,59,二级
海南省,2013-01-01,32.89,41.54,11.71,12.26,0.32,57.28,-2.75,-3.35,289.07,78.19,99606.79,47,一级
安徽省,2013-01-01,61.87,96.99,35.77,33.6,1.33,27.52,3.26,-0.72,274.29,62.31,101014.31,84,二级
广西壮族自治区,2013-01-01,47.56,56.79,17.55,13.91,0.52,48.94,-2.06,-1.9,280.88,41.07,97537.84,66,二级
湖南省,2013-01-01,51.44,62.1,27.31,16.39,0.62,48.73,-0.27,-0.28,277.28,44.2,97990.17,71,二级
黑龙江省,2013-01-01,36.6,41.99,9.34,11.34,0.52,42.47,4.03,-1.09,243.74,68.51,97617.31,52,二级
天津市,2013-01-01,76.04,103.65,52.06,44.57,2.19,38.15,2.71,-7.29,261.79,42.14,102444.56,102,三级
陕西省,2013-01-01,28.27,41.95,17.13,10.66,0.58,47.92,1.34,-2.43,268.34,40.84,89113.48,42,一级
江西省,2013-01-01,48.23,59.17,20.71,15.66,0.56,45.33,-0.65,-1.03,276.81,49.89,99476.31,67,二级
湖北省,2013-01-01,52.16,64.07,34.99,23.82,0.67,46.17,0.53,-0.28,275.54,47.48,97322.58,72,二级
北京市,2013-01-01,27.47,41.24,22.05,18.91,0.99,41.74,3.75,-6.64,258.65,39.22,98311.23,42,一级
辽宁省,2013-01-01,35.03,47.89,32.0,16.66,0.84,33.19,2.79,-5.43,252.96,61.85,99227.78,51,二级
广东省,2013-01-01,40.94,55.15,16.97,24.1,0.62,39.55,-1.95,-3.9,282.26,43.19,99651.7,58,二级
山西省,2013-01-01,30.79,43.82,30.71,15.08,2.07,37.88,4.86,-5.01,259.01,51.46,88647.44,52,二级
香港特别行政区,2013-01-01,45.71,73.3,13.61,49.47,0.99,28.72,-1.96,-5.97,285.66,48.86,101483.78,64,二级
西藏自治区,2013-01-01,1.27,1.5,0.15,0.52,0.12,81.5,7.16,-0.24,263.19,34.62,57117.54,41,一级
海外,2013-01-01,8.11,9.24,3.57,2.58,0.21,67.68,2.0,-1.18,263.08,47.26,74120.84,34,一级
重庆市,2013-01-01,57.19,77.76,33.15,17.37,0.82,53.14,-1.29,0.18,276.77,34.31,93586.62,78,二级
福建省,2013-01-01,28.49,43.65,12.74,16.61,0.45,47.56,-1.78,-1.83,279.57,51.53,96622.07,44,一级
甘肃省,2013-01-01,14.27,17.51,4.97,4.51,0.39,58.89,2.33,-0.71,263.09,42.64,78533.23,30,一级
青海省,2013-01-01,1.76,2.34,0.54,0.57,0.15,77.27,8.42,-0.52,258.5,33.16,61763.48,39,一级
贵州省,2013-01-01,49.91,68.91,37.09,13.96,0.65,49.95,-0.44,1.28,277.28,52.55,89399.28,69,二级
