province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2017-03-12,22.72,31.53,4.6,7.41,0.6,62.85,7.79,5.28,287.4,71.51,81228.62,33,一级
新疆维吾尔自治区,2017-03-12,18.53,22.53,3.06,2.31,0.23,70.95,-1.86,-0.86,268.06,57.59,81743.33,36,一级
宁夏回族自治区,2017-03-12,24.0,44.42,25.04,14.11,0.63,64.61,-7.83,-1.68,271.82,65.48,84457.72,45,一级
上海市,2017-03-12,23.46,32.31,7.04,28.67,0.5,88.29,-5.26,-0.7,284.2,88.89,101968.43,45,一级
浙江省,2017-03-12,32.83,45.96,8.19,30.86,0.64,47.46,-2.15,-0.37,284.8,90.19,98368.56,47,一级
吉林省,2017-03-12,32.81,47.18,12.35,15.24,0.67,57.22,5.0,-2.7,270.26,78.98,97323.75,48,一级
江苏省,2017-03-12,61.92,103.39,16.77,33.55,0.84,82.99,-4.05,-0.01,283.79,74.98,101936.23,84,二级
内蒙古自治区,2017-03-12,8.96,12.29,4.65,3.29,0.25,70.07,-0.55,-3.74,266.54,52.73,90943.55,36,一级
山东省,2017-03-12,66.12,130.22,26.63,34.9,0.89,62.25,-2.27,-6.09,281.05,49.92,101287.04,91,二级
河南省,2017-03-12,97.01,188.55,28.1,41.93,1.27,55.43,-5.32,-5.62,282.44,52.7,99271.71,128,三级
台湾省,2017-03-12,21.25,28.41,5.41,13.88,0.24,71.4,-0.16,-1.48,290.53,83.24,93047.66,36,一级
河北省,2017-03-12,17.24,38.13,8.42,15.94,0.44,72.07,-0.76,-7.67,274.8,32.33,96308.87,39,一级
四川省,2017-03-12,20.65,29.5,6.04,8.95,0.46,71.17,5.41,3.52,276.58,68.27,74991.41,36,一级
海南省,2017-03-12,22.75,29.29,1.87,3.33,0.31,60.3,-2.13,3.6,296.44,81.66,99092.05,33,一级
安徽省,2017-03-12,74.35,108.81,15.42,34.89,0.87,59.53,-3.67,-1.4,284.87,77.05,100536.57,100,二级
广西壮族自治区,2017-03-12,35.56,46.8,9.88,15.14,1.06,31.54,-1.26,4.89,293.04,85.45,96756.91,51,二级
湖南省,2017-03-12,35.35,53.1,11.28,18.33,1.0,43.95,-2.7,-0.62,285.88,92.17,97305.67,52,二级
黑龙江省,2017-03-12,26.96,35.32,6.92,9.2,0.49,61.29,1.23,-3.28,266.3,86.13,98238.56,39,一级
天津市,2017-03-12,17.58,43.16,8.82,25.11,0.54,69.46,-1.02,-6.7,279.77,25.5,102599.68,44,一级
陕西省,2017-03-12,42.17,61.95,18.41,23.81,1.0,58.07,-5.94,-2.34,275.77,75.21,89093.36,59,二级
江西省,2017-03-12,35.59,47.51,12.77,17.54,0.9,39.99,-1.98,-0.46,287.04,91.27,98802.06,51,二级
湖北省,2017-03-12,63.08,86.74,13.13,25.37,1.07,54.62,-3.7,-1.52,283.0,84.27,96843.3,86,二级
北京市,2017-03-12,5.05,13.17,3.06,6.64,0.24,78.63,1.04,-8.71,276.52,27.42,98765.9,40,一级
辽宁省,2017-03-12,20.98,44.83,11.74,12.41,0.48,67.04,3.15,-7.9,272.73,47.92,99710.35,45,一级
广东省,2017-03-12,31.01,46.18,7.77,29.87,1.05,40.91,-3.19,2.93,292.22,88.64,99071.86,47,一级
山西省,2017-03-12,36.19,66.45,26.32,22.17,0.88,59.96,-4.67,-3.52,273.76,44.14,89132.07,59,二级
香港特别行政区,2017-03-12,22.87,38.32,5.16,24.2,0.5,79.48,-6.48,1.16,292.51,93.6,100984.94,40,一级
西藏自治区,2017-03-12,5.02,6.0,0.67,0.49,0.16,83.79,7.6,3.77,259.43,63.07,56245.67,42,一级
海外,2017-03-12,12.07,15.55,2.2,2.24,0.23,75.95,0.64,4.42,264.5,73.86,74164.6,38,一级
重庆市,2017-03-12,47.14,63.64,16.11,17.2,0.71,48.72,-5.17,1.57,283.88,82.92,92913.94,66,二级
福建省,2017-03-12,28.1,40.43,10.63,23.32,0.77,44.85,-1.76,0.5,287.66,90.6,96187.64,41,一级
甘肃省,2017-03-12,45.84,71.47,15.04,8.43,0.42,67.93,-8.06,0.38,270.0,68.03,78503.62,64,二级
青海省,2017-03-12,15.61,18.99,4.59,1.65,0.22,74.45,0.95,1.01,262.48,70.26,61251.66,38,一级
贵州省,2017-03-12,26.14,40.81,12.73,13.28,0.77,41.33,-0.65,5.49,287.31,85.6,88777.68,41,一级
