province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2015-08-28,16.23,23.42,8.1,4.91,0.41,47.49,1.56,-0.48,291.05,88.02,81318.3,24,一级
新疆维吾尔自治区,2015-08-28,84.99,92.64,1.72,1.89,0.23,66.59,-1.95,-1.8,291.76,37.47,81598.55,113,三级
宁夏回族自治区,2015-08-28,31.66,55.43,15.35,15.78,0.57,88.03,-0.29,0.39,295.08,33.31,84192.8,53,二级
上海市,2015-08-28,90.86,99.19,21.69,43.28,1.07,125.74,-0.6,0.28,297.39,82.46,100888.9,120,三级
浙江省,2015-08-28,57.05,77.7,15.98,20.66,0.76,89.61,-0.17,-0.16,296.24,80.35,97595.24,78,二级
吉林省,2015-08-28,13.11,16.97,5.51,7.54,0.3,53.52,0.91,-0.64,288.87,87.4,96008.46,27,一级
江苏省,2015-08-28,50.98,79.58,19.14,26.56,0.87,99.3,-0.68,-0.34,297.4,73.07,100782.17,70,二级
内蒙古自治区,2015-08-28,12.78,18.63,3.33,3.67,0.22,69.28,-1.73,-2.3,293.55,50.54,89989.07,35,一级
山东省,2015-08-28,44.19,79.96,21.64,34.14,1.03,84.07,0.09,1.14,297.34,62.02,99857.67,65,二级
河南省,2015-08-28,56.46,93.87,16.53,24.83,1.0,85.13,0.11,1.73,299.01,55.35,98115.97,77,二级
台湾省,2015-08-28,12.91,15.12,5.03,15.58,0.15,36.52,0.81,3.92,296.03,82.21,92573.01,20,一级
河北省,2015-08-28,26.3,43.17,9.16,17.58,0.62,75.99,-0.05,-0.89,295.34,55.61,94877.93,44,一级
四川省,2015-08-28,32.88,45.03,10.28,6.87,0.5,63.24,-1.26,-0.16,286.42,82.91,75656.23,47,一级
海南省,2015-08-28,8.3,12.15,2.39,6.09,0.26,48.13,2.21,2.93,300.14,83.5,98423.56,25,一级
安徽省,2015-08-28,53.32,80.53,14.63,23.75,0.75,63.13,-0.91,-0.26,298.1,64.53,99575.3,73,二级
广西壮族自治区,2015-08-28,42.4,55.53,12.43,7.72,0.64,65.53,-2.03,0.56,298.51,84.27,96206.43,60,二级
湖南省,2015-08-28,45.68,62.64,10.98,9.47,0.84,65.8,-2.22,-0.25,296.83,81.03,96738.57,64,二级
黑龙江省,2015-08-28,10.48,12.41,2.59,3.4,0.22,54.91,-5.09,-2.18,290.21,83.26,97368.19,28,一级
天津市,2015-08-28,30.64,51.04,6.13,22.43,0.61,68.4,0.01,1.46,298.39,57.12,100682.64,51,二级
陕西省,2015-08-28,36.38,59.35,12.59,14.62,0.78,81.54,0.03,-0.1,295.47,48.02,88651.91,55,二级
江西省,2015-08-28,56.4,73.89,15.75,9.49,0.8,67.26,-1.88,-0.53,296.82,77.59,98134.21,77,二级
湖北省,2015-08-28,60.11,85.42,12.53,11.03,0.83,85.21,-1.8,0.24,297.58,67.12,96169.34,82,二级
北京市,2015-08-28,14.78,27.31,2.94,14.76,0.36,77.59,-0.15,-1.79,296.66,55.22,97084.7,39,一级
辽宁省,2015-08-28,16.28,25.68,7.33,14.09,0.55,54.87,2.99,-1.57,292.9,70.26,98152.89,28,一级
广东省,2015-08-28,34.21,45.51,9.89,12.16,0.71,66.85,-1.68,-0.66,299.48,82.1,98291.49,49,一级
山西省,2015-08-28,27.26,42.84,14.45,14.49,0.87,69.64,0.22,-0.63,294.13,48.88,88341.09,43,一级
香港特别行政区,2015-08-28,21.47,32.35,5.9,26.4,0.52,55.38,-0.25,1.36,300.83,82.69,100064.12,34,一级
西藏自治区,2015-08-28,10.85,11.49,0.7,0.75,0.16,92.55,2.17,0.29,278.96,68.23,57731.24,47,一级
海外,2015-08-28,12.89,14.93,1.36,1.16,0.2,73.33,2.38,1.62,281.53,82.38,74721.41,37,一级
重庆市,2015-08-28,60.34,78.39,16.75,11.09,0.69,65.73,-1.54,-0.24,295.63,77.65,92789.3,82,二级
福建省,2015-08-28,34.26,47.56,9.86,9.62,0.62,60.97,-1.43,-1.64,295.77,87.06,95540.0,49,一级
甘肃省,2015-08-28,31.67,43.8,8.21,5.98,0.42,95.06,-3.74,0.79,291.7,40.71,78813.5,48,一级
青海省,2015-08-28,24.69,25.81,2.04,1.0,0.16,84.07,-2.67,1.03,280.6,55.71,62715.75,43,一级
贵州省,2015-08-28,22.65,36.57,11.69,8.9,0.59,61.4,-2.73,-1.63,292.69,92.96,88748.79,37,一级
