province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-06-27,14.47,17.98,4.93,3.97,0.3,51.05,3.66,0.81,293.22,80.41,81278.92,26,一级
新疆维吾尔自治区,2014-06-27,8.33,9.29,1.37,1.07,0.11,90.24,0.33,-0.75,292.31,40.09,81733.27,46,一级
宁夏回族自治区,2014-06-27,33.48,45.47,19.35,12.33,0.46,84.1,-1.76,-0.98,296.48,38.0,84070.19,48,一级
上海市,2014-06-27,24.4,30.6,7.5,33.63,0.68,60.57,-1.63,-3.85,294.88,94.18,100505.67,43,一级
浙江省,2014-06-27,31.6,41.33,9.29,29.34,0.75,38.18,0.74,-1.09,296.8,92.49,97196.98,46,一级
吉林省,2014-06-27,29.91,37.22,8.75,5.6,0.37,82.55,-0.19,0.56,292.07,79.66,95799.12,43,一级
江苏省,2014-06-27,42.91,64.43,12.09,18.43,0.64,86.17,-1.62,-1.29,296.61,77.87,100470.99,60,二级
内蒙古自治区,2014-06-27,10.98,13.64,3.6,3.03,0.2,67.61,-0.29,-3.38,293.84,43.4,89843.45,34,一级
山东省,2014-06-27,54.74,91.11,25.76,24.33,0.98,111.34,1.2,-0.31,299.69,52.82,99566.82,75,二级
河南省,2014-06-27,53.2,82.3,19.83,20.05,0.83,88.94,-1.24,0.9,300.66,52.79,97864.4,73,二级
台湾省,2014-06-27,6.97,9.78,4.9,17.04,0.12,39.07,1.6,2.34,297.76,77.7,92465.78,22,一级
河北省,2014-06-27,25.53,42.86,9.63,16.02,0.54,79.16,-0.04,-4.22,297.85,36.75,94736.67,43,一级
四川省,2014-06-27,31.96,39.55,7.97,5.82,0.39,82.08,-0.64,1.89,289.47,76.27,75485.26,46,一级
海南省,2014-06-27,6.58,10.85,1.85,4.98,0.25,44.6,3.26,1.81,301.78,75.37,98369.99,23,一级
安徽省,2014-06-27,44.68,57.51,15.36,14.91,0.74,65.05,-1.52,-1.38,296.94,78.87,99278.07,63,二级
广西壮族自治区,2014-06-27,21.18,30.62,7.8,7.4,0.48,61.25,0.42,3.22,301.22,79.27,96029.21,31,一级
湖南省,2014-06-27,42.87,55.51,18.73,9.91,0.81,57.63,-0.92,-1.38,298.08,83.57,96466.37,60,二级
黑龙江省,2014-06-27,20.85,23.66,4.4,3.53,0.25,71.19,-0.58,-1.17,293.78,63.13,96873.18,36,一级
天津市,2014-06-27,23.41,44.53,8.97,29.31,0.73,81.1,0.11,-3.96,301.52,31.67,100447.65,45,一级
陕西省,2014-06-27,34.33,56.4,13.12,13.71,0.93,79.06,-1.46,-0.41,298.16,42.36,88467.28,54,二级
江西省,2014-06-27,26.47,34.53,11.84,11.53,0.61,61.17,0.61,-0.52,299.18,85.08,97782.11,38,一级
湖北省,2014-06-27,40.19,56.46,17.03,12.58,0.69,68.73,-1.27,-0.68,297.38,71.61,95913.71,57,二级
北京市,2014-06-27,13.56,24.02,3.01,16.71,0.31,75.26,0.24,-5.95,299.74,27.2,96941.94,38,一级
辽宁省,2014-06-27,23.51,30.18,7.28,8.88,0.59,70.29,2.66,-2.81,294.2,68.9,97788.24,36,一级
广东省,2014-06-27,18.45,29.72,6.17,10.75,0.65,54.38,0.86,3.76,301.15,82.8,98186.03,30,一级
山西省,2014-06-27,32.61,57.77,19.13,18.51,0.94,73.71,-1.68,-1.26,296.42,41.85,88253.26,54,二级
香港特别行政区,2014-06-27,8.12,14.04,3.12,15.03,0.3,46.1,0.42,4.82,300.98,89.38,100030.37,24,一级
西藏自治区,2014-06-27,7.62,8.15,0.65,0.47,0.12,108.54,2.08,0.56,279.19,63.36,57786.45,58,二级
海外,2014-06-27,9.34,10.54,1.55,0.87,0.15,86.42,3.26,0.41,284.31,71.28,74771.92,44,一级
重庆市,2014-06-27,51.48,65.19,21.64,10.4,0.68,79.59,-1.86,-0.45,297.55,72.22,92532.21,71,二级
福建省,2014-06-27,20.14,30.6,7.82,9.15,0.34,60.44,2.62,2.99,299.07,86.37,95287.8,31,一级
甘肃省,2014-06-27,25.56,34.75,5.32,3.16,0.31,85.75,0.65,-0.47,290.53,55.18,78870.26,43,一级
青海省,2014-06-27,14.61,15.47,1.95,0.72,0.12,86.86,-0.77,-2.03,279.35,75.89,62768.56,44,一级
贵州省,2014-06-27,50.42,61.14,14.77,9.47,0.53,64.22,-1.43,-1.72,295.28,88.84,88588.04,70,二级
