province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2018-02-14,24.43,32.97,4.78,5.94,0.56,72.69,8.89,0.07,286.64,49.51,81735.08,37,一级
新疆维吾尔自治区,2018-02-14,10.25,16.59,2.44,3.18,0.35,63.24,2.74,0.65,268.21,42.65,81668.43,32,一级
宁夏回族自治区,2018-02-14,29.85,54.45,23.43,17.85,0.73,51.76,0.29,-2.14,271.51,40.85,84151.95,53,二级
上海市,2018-02-14,39.2,72.65,10.84,40.42,0.74,78.26,0.45,5.2,283.86,59.81,102067.11,62,二级
浙江省,2018-02-14,35.7,60.49,8.2,18.31,0.64,67.36,1.24,4.39,284.96,54.91,98611.12,56,二级
吉林省,2018-02-14,24.98,33.87,10.9,12.98,0.62,53.71,5.09,-1.65,259.84,63.97,96780.74,36,一级
江苏省,2018-02-14,70.6,115.26,17.43,35.6,1.04,68.44,0.57,1.11,281.48,50.7,101887.78,95,二级
内蒙古自治区,2018-02-14,4.81,7.18,3.75,3.34,0.25,58.34,3.6,-2.67,260.28,56.61,90168.2,30,一级
山东省,2018-02-14,61.93,119.34,22.24,27.16,1.11,64.02,-1.01,-5.17,275.86,43.33,101071.16,85,二级
河南省,2018-02-14,76.52,139.05,20.35,28.5,1.25,72.85,-2.45,-2.22,280.38,40.08,99002.41,102,三级
台湾省,2018-02-14,18.47,21.75,6.31,18.67,0.22,67.7,-0.35,0.36,287.24,64.56,93549.55,34,一级
河北省,2018-02-14,34.29,55.65,11.94,18.79,0.76,60.35,1.11,-5.37,268.98,36.42,95837.89,53,二级
四川省,2018-02-14,36.42,51.85,5.51,9.75,0.57,71.63,5.87,0.92,276.92,50.68,75357.37,52,二级
海南省,2018-02-14,26.48,40.7,3.14,6.54,0.36,76.41,-1.71,1.26,291.55,77.53,99690.83,41,一级
安徽省,2018-02-14,68.41,108.8,12.86,29.32,0.88,73.15,0.89,2.54,283.81,46.99,100515.72,92,二级
广西壮族自治区,2018-02-14,73.89,99.44,9.86,15.29,0.97,74.81,1.37,7.57,289.33,69.11,97199.62,99,二级
湖南省,2018-02-14,70.2,115.51,12.43,23.35,1.15,62.2,1.95,6.51,287.47,55.57,97384.29,94,二级
黑龙江省,2018-02-14,18.03,23.62,6.27,8.68,0.42,56.19,5.23,-2.06,254.73,71.05,97448.12,29,一级
天津市,2018-02-14,38.37,62.24,9.88,26.57,0.81,56.53,-0.66,-5.91,272.85,29.68,102303.1,57,二级
陕西省,2018-02-14,54.22,81.81,24.82,24.91,1.23,57.8,-1.33,-1.45,276.33,48.64,88803.33,75,二级
江西省,2018-02-14,43.07,71.33,10.78,16.31,0.79,69.03,0.59,6.29,287.76,45.68,99049.38,61,二级
湖北省,2018-02-14,70.05,102.08,13.2,23.54,1.06,57.75,-0.66,2.11,283.71,53.45,96715.8,94,二级
北京市,2018-02-14,10.86,21.47,3.25,10.85,0.33,66.39,1.56,-5.49,270.73,29.74,98320.94,34,一级
辽宁省,2018-02-14,28.5,48.01,15.61,16.48,0.74,54.51,3.94,-6.05,265.15,49.2,99281.63,49,一级
广东省,2018-02-14,39.39,62.27,6.45,16.52,0.69,82.62,-2.05,4.25,289.07,75.77,99582.48,57,二级
山西省,2018-02-14,62.66,100.71,60.72,29.4,1.58,50.76,-1.55,-1.85,270.99,36.99,88634.87,85,二级
香港特别行政区,2018-02-14,21.83,36.14,4.04,16.73,0.36,86.71,-5.86,1.5,290.98,89.34,101497.94,44,一级
西藏自治区,2018-02-14,2.81,3.25,0.38,0.56,0.13,80.18,7.68,-0.34,260.78,50.79,57201.82,41,一级
海外,2018-02-14,9.27,11.74,2.13,1.98,0.26,72.27,5.51,-1.0,265.62,68.17,74262.36,37,一级
重庆市,2018-02-14,65.01,83.08,14.26,18.9,1.08,50.88,-2.01,-0.21,283.86,58.77,92964.85,88,二级
福建省,2018-02-14,30.3,48.92,7.98,11.78,0.61,75.36,0.04,3.02,285.5,64.37,96601.55,49,一级
甘肃省,2018-02-14,19.43,35.5,7.16,8.57,0.5,60.9,2.81,-0.78,270.37,43.66,78594.42,36,一级
青海省,2018-02-14,2.94,3.76,0.77,0.73,0.16,70.33,6.8,-1.2,264.18,43.95,61946.59,36,一级
贵州省,2018-02-14,51.93,73.61,12.49,12.51,0.76,61.01,3.5,5.44,287.3,59.47,88926.43,72,二级
