province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2016-03-21,46.59,67.73,7.44,9.91,0.78,85.76,5.58,0.87,288.97,51.6,81331.77,65,二级
新疆维吾尔自治区,2016-03-21,15.3,23.73,2.51,2.22,0.25,61.52,1.64,-1.67,274.9,53.25,81734.37,31,一级
宁夏回族自治区,2016-03-21,56.13,74.05,18.99,15.66,1.01,68.87,-4.04,8.72,279.24,81.81,84122.8,77,二级
上海市,2016-03-21,47.34,65.21,12.42,33.37,0.59,88.29,-4.94,-3.34,282.59,80.2,102312.93,66,二级
浙江省,2016-03-21,44.41,70.01,11.95,33.21,0.59,70.04,-4.73,-1.78,283.13,65.47,98664.83,62,二级
吉林省,2016-03-21,51.84,70.74,15.75,19.57,0.82,75.35,2.4,-0.25,275.55,60.12,97407.18,72,二级
江苏省,2016-03-21,47.12,76.7,14.99,26.7,0.84,87.21,-5.47,-2.11,282.32,57.47,102284.96,66,二级
内蒙古自治区,2016-03-21,40.82,54.43,14.56,8.05,0.47,62.1,-0.5,-0.71,276.49,71.34,90586.99,58,二级
山东省,2016-03-21,64.72,119.34,38.57,49.2,1.13,69.01,-2.13,1.08,283.65,29.85,101425.12,88,二级
河南省,2016-03-21,58.0,115.66,31.45,36.84,1.22,85.01,-6.44,0.05,285.57,34.88,99396.58,83,二级
台湾省,2016-03-21,25.89,30.93,5.42,13.59,0.26,67.78,-1.57,-2.43,289.5,87.07,93122.43,37,一级
河北省,2016-03-21,71.61,129.87,35.33,50.01,1.22,66.94,2.53,1.67,283.09,34.54,96082.63,96,二级
四川省,2016-03-21,30.14,40.84,8.43,10.84,0.57,67.0,0.38,1.63,278.25,74.94,75383.07,44,一级
海南省,2016-03-21,7.6,12.02,1.21,3.28,0.25,51.16,-0.75,6.57,299.35,68.53,98858.31,26,一级
安徽省,2016-03-21,44.98,70.63,16.11,26.7,0.78,71.25,-7.54,-1.16,284.76,42.1,100824.86,63,二级
广西壮族自治区,2016-03-21,31.28,45.26,10.13,11.81,0.77,43.09,-2.44,0.54,294.73,80.29,96634.9,46,一级
湖南省,2016-03-21,42.72,62.08,12.17,14.87,0.96,56.69,-3.98,-3.71,287.28,88.99,97370.12,60,二级
黑龙江省,2016-03-21,16.12,22.89,5.57,7.03,0.4,58.74,2.04,-2.92,270.02,81.51,98408.3,30,一级
天津市,2016-03-21,79.13,132.01,29.23,64.12,1.49,48.55,3.85,3.75,285.54,28.17,102250.86,106,三级
陕西省,2016-03-21,70.62,120.15,21.27,24.19,1.24,96.53,-5.78,3.99,280.7,66.52,89136.37,95,二级
江西省,2016-03-21,30.1,42.55,11.51,13.2,0.7,69.31,-5.35,-0.87,287.47,78.5,98844.85,44,一级
湖北省,2016-03-21,62.47,97.25,15.5,22.62,0.89,74.22,-5.75,-1.13,285.29,60.85,97016.77,85,二级
北京市,2016-03-21,88.4,136.95,20.86,55.11,1.0,70.7,1.99,2.78,284.95,29.6,98345.16,117,三级
辽宁省,2016-03-21,64.92,105.42,32.69,34.5,1.28,75.45,3.26,1.62,281.13,38.59,99528.48,88,二级
广东省,2016-03-21,21.64,29.49,5.52,17.85,0.77,50.93,-5.19,2.47,292.37,91.29,98936.51,31,一级
山西省,2016-03-21,83.85,143.67,36.98,35.27,1.47,85.96,-2.08,2.79,280.6,46.72,89117.34,112,三级
香港特别行政区,2016-03-21,25.6,43.91,4.01,22.23,0.55,80.8,-10.84,1.12,292.83,96.72,100825.42,44,一级
西藏自治区,2016-03-21,5.65,6.78,0.62,0.52,0.15,82.18,7.52,-0.02,265.4,54.64,57023.7,42,一级
海外,2016-03-21,10.78,14.63,1.92,2.5,0.24,73.44,3.45,-1.8,268.54,70.51,74483.64,37,一级
重庆市,2016-03-21,44.25,57.65,18.21,17.67,0.7,52.34,-6.47,2.15,286.33,78.03,93159.88,62,二级
福建省,2016-03-21,23.37,31.79,8.33,16.13,0.64,66.02,-4.32,-1.01,285.38,86.04,96300.42,34,一级
甘肃省,2016-03-21,42.72,69.52,11.63,8.47,0.61,65.44,-0.39,1.47,277.44,65.36,78599.36,60,二级
青海省,2016-03-21,12.73,13.83,0.97,0.86,0.16,71.89,2.06,-0.15,268.62,57.6,61940.62,36,一级
贵州省,2016-03-21,35.56,56.77,15.1,12.13,0.77,56.26,-4.23,-0.1,286.3,88.73,88994.93,54,二级
