province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2015-10-05,25.12,35.27,12.39,5.03,0.47,58.36,-2.44,-1.3,289.08,80.71,81851.9,36,一级
新疆维吾尔自治区,2015-10-05,35.2,42.68,1.18,1.94,0.2,64.31,2.11,-0.06,284.74,32.75,81847.3,51,二级
宁夏回族自治区,2015-10-05,33.82,72.56,13.38,18.73,0.58,63.0,-1.32,3.82,287.79,47.64,84730.15,62,二级
上海市,2015-10-05,25.76,30.52,6.91,32.92,0.56,67.78,-2.01,0.16,292.54,87.33,102222.33,42,一级
浙江省,2015-10-05,24.97,33.14,8.27,21.0,0.54,54.62,-3.25,-1.95,292.97,92.22,98727.66,36,一级
吉林省,2015-10-05,40.45,59.74,13.24,15.69,0.66,74.25,2.35,6.95,287.43,66.07,97197.36,57,二级
江苏省,2015-10-05,38.04,62.86,14.39,22.34,0.68,86.33,-2.6,1.13,293.57,70.77,102134.67,57,二级
内蒙古自治区,2015-10-05,28.24,39.55,7.23,7.74,0.3,57.13,2.99,2.32,286.84,39.76,90260.7,41,一级
山东省,2015-10-05,97.29,159.82,26.99,35.18,1.17,92.22,1.17,5.07,293.31,55.88,101150.48,128,三级
河南省,2015-10-05,46.6,79.75,20.77,26.5,0.9,63.96,0.01,1.94,293.09,54.59,99324.8,65,二级
台湾省,2015-10-05,7.99,10.85,4.39,15.59,0.12,39.34,-1.83,-0.28,296.04,78.61,93329.12,20,一级
河北省,2015-10-05,85.61,145.12,23.59,38.86,1.09,67.72,3.29,2.69,291.36,41.08,95788.35,114,三级
四川省,2015-10-05,21.23,29.23,7.0,6.15,0.4,64.35,0.64,2.59,283.67,74.3,76151.67,33,一级
海南省,2015-10-05,19.21,26.95,6.37,5.35,0.39,62.72,2.18,0.69,298.48,85.31,98901.73,32,一级
安徽省,2015-10-05,36.92,51.55,13.3,20.9,0.65,60.34,-3.37,0.22,293.1,79.18,100818.51,53,二级
广西壮族自治区,2015-10-05,19.86,24.8,12.39,7.31,0.7,56.37,-3.53,-4.38,294.01,86.42,96660.73,29,一级
湖南省,2015-10-05,47.63,61.06,10.24,11.89,0.78,68.55,-4.22,-4.44,291.45,90.88,97690.65,66,二级
黑龙江省,2015-10-05,25.26,39.99,10.41,13.32,0.53,53.52,0.87,4.89,283.36,58.9,97855.05,40,一级
天津市,2015-10-05,178.36,258.63,23.72,45.09,1.39,73.38,2.66,4.16,294.12,42.58,101773.01,229,五级
陕西省,2015-10-05,37.0,70.93,14.88,22.16,0.88,53.31,-0.07,1.68,288.14,61.78,89474.38,61,二级
江西省,2015-10-05,31.98,39.33,9.98,10.78,0.7,49.45,-3.28,-3.03,295.14,89.42,99114.55,46,一级
湖北省,2015-10-05,42.27,59.55,11.44,12.28,0.7,73.03,-1.12,-0.77,291.18,73.31,97291.22,60,二级
北京市,2015-10-05,151.95,186.76,12.44,50.47,1.29,82.78,1.97,1.57,292.08,41.67,98016.41,202,五级
辽宁省,2015-10-05,63.06,100.76,20.39,20.12,1.16,102.61,2.88,7.42,291.15,68.34,99280.27,86,二级
广东省,2015-10-05,15.32,20.8,5.93,8.96,0.63,37.65,-7.46,2.31,298.48,83.96,99014.45,22,一级
山西省,2015-10-05,47.13,77.88,28.48,29.6,1.3,57.34,2.2,1.33,288.72,42.56,89190.12,66,二级
香港特别行政区,2015-10-05,3.92,12.27,2.2,9.44,0.2,38.53,-11.92,2.84,300.09,85.59,100868.31,20,一级
西藏自治区,2015-10-05,5.91,6.39,0.39,0.56,0.14,88.11,3.99,0.97,273.67,46.02,57840.64,45,一级
海外,2015-10-05,9.75,11.67,2.81,1.42,0.19,71.63,5.15,-2.59,276.9,75.86,74839.74,36,一级
重庆市,2015-10-05,38.47,50.52,17.49,12.74,0.5,51.37,-1.64,-0.09,290.25,72.94,93780.36,55,二级
福建省,2015-10-05,14.96,22.27,6.54,10.1,0.51,41.56,-4.19,-1.82,295.96,87.11,96485.34,23,一级
甘肃省,2015-10-05,18.32,31.15,5.38,6.9,0.35,70.01,-0.3,2.41,284.73,40.99,79194.25,36,一级
青海省,2015-10-05,8.2,9.33,1.15,1.14,0.14,77.31,0.31,0.84,275.27,59.62,62785.55,39,一级
贵州省,2015-10-05,25.88,35.35,13.09,8.68,0.5,58.42,-2.27,-6.29,287.14,89.12,89541.45,37,一级
