province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
云南省,2014-07-12,19.59,23.92,5.46,4.19,0.34,54.6,0.68,1.3,292.65,87.65,81081.94,28,一级
新疆维吾尔自治区,2014-07-12,19.15,20.44,1.11,1.29,0.13,93.01,-2.4,0.48,295.35,28.12,81466.48,47,一级
宁夏回族自治区,2014-07-12,19.78,37.32,10.77,10.77,0.35,69.78,1.59,-4.87,293.93,38.45,84041.3,38,一级
上海市,2014-07-12,74.61,80.29,12.62,36.74,0.93,84.1,-2.09,-0.66,299.22,93.18,100237.56,100,二级
浙江省,2014-07-12,30.13,43.91,9.13,15.25,0.53,65.51,2.78,3.67,301.23,79.56,97062.59,44,一级
吉林省,2014-07-12,19.04,24.03,4.77,7.22,0.32,64.61,3.33,-0.86,292.04,78.15,95561.88,33,一级
江苏省,2014-07-12,79.4,108.8,15.19,28.1,1.01,67.74,-0.11,0.53,298.46,79.94,100177.69,106,三级
内蒙古自治区,2014-07-12,7.69,9.7,1.96,2.4,0.2,65.48,-0.13,-3.88,293.23,47.71,89566.24,33,一级
山东省,2014-07-12,86.5,145.1,30.78,36.31,1.3,92.51,0.56,2.7,300.66,53.64,99181.0,115,三级
河南省,2014-07-12,39.15,64.83,19.14,20.85,0.72,73.02,1.05,2.71,299.95,59.16,97574.75,58,二级
台湾省,2014-07-12,7.4,10.05,4.87,16.47,0.13,39.79,1.36,3.37,298.78,74.72,92555.75,21,一级
河北省,2014-07-12,30.86,55.58,12.49,19.26,0.67,80.63,-0.31,-3.25,297.43,41.63,94352.05,53,二级
四川省,2014-07-12,26.6,32.62,7.01,5.38,0.35,79.56,-1.06,-0.74,288.09,77.91,75472.3,40,一级
海南省,2014-07-12,6.91,10.03,1.75,5.05,0.24,39.58,1.48,3.87,301.01,80.64,98249.31,20,一级
安徽省,2014-07-12,40.94,53.89,13.64,16.13,0.61,65.35,-0.51,0.16,298.5,79.66,99004.43,58,二级
广西壮族自治区,2014-07-12,22.63,30.95,6.59,6.33,0.44,63.74,-0.72,3.32,300.36,82.92,95967.9,33,一级
湖南省,2014-07-12,31.56,41.44,12.41,8.01,0.73,64.51,0.75,2.14,300.45,79.69,96261.21,46,一级
黑龙江省,2014-07-12,17.82,19.25,2.88,3.51,0.19,55.58,-0.38,-3.32,290.66,81.21,96451.78,28,一级
天津市,2014-07-12,69.73,98.61,25.46,33.66,1.73,117.44,-1.61,-0.23,299.63,48.17,100076.58,94,二级
陕西省,2014-07-12,27.49,45.78,9.59,10.47,0.54,80.02,0.91,-2.59,296.8,48.46,88291.43,46,一级
江西省,2014-07-12,17.9,24.54,7.53,6.53,0.32,61.0,2.06,5.09,301.87,75.53,97644.93,31,一级
湖北省,2014-07-12,39.38,53.58,16.23,9.24,0.61,69.23,-0.92,-1.54,297.36,83.68,95663.99,56,二级
北京市,2014-07-12,10.19,23.53,4.01,17.01,0.28,80.88,-0.28,-4.13,299.32,33.31,96547.32,41,一级
辽宁省,2014-07-12,15.76,24.75,6.12,10.91,0.53,73.73,2.75,-1.39,296.15,56.83,97610.53,37,一级
广东省,2014-07-12,14.59,23.01,6.3,12.03,0.62,38.76,-0.98,4.78,300.9,83.73,98151.87,24,一级
山西省,2014-07-12,23.74,40.26,15.3,14.54,0.59,73.09,0.24,-2.44,295.86,42.56,87931.96,41,一级
香港特别行政区,2014-07-12,5.0,9.25,1.86,13.58,0.36,40.96,-1.54,6.72,301.85,85.4,99985.14,21,一级
西藏自治区,2014-07-12,10.42,10.92,0.71,0.58,0.12,117.6,-0.5,0.59,281.77,65.2,57665.69,65,二级
海外,2014-07-12,17.48,18.34,1.5,0.94,0.15,74.79,1.85,2.82,285.29,74.27,74592.34,38,一级
重庆市,2014-07-12,52.46,64.06,22.48,11.06,0.63,67.34,0.25,-1.53,297.26,79.47,92365.32,72,二级
福建省,2014-07-12,11.79,19.36,5.65,7.07,0.27,51.06,1.69,5.31,299.74,81.56,95328.2,26,一级
甘肃省,2014-07-12,12.69,16.6,2.08,3.05,0.18,89.3,-1.35,-1.55,290.85,42.18,78808.73,45,一级
青海省,2014-07-12,12.09,12.38,0.64,0.69,0.11,104.98,-0.89,-1.59,281.37,44.52,62764.48,55,二级
贵州省,2014-07-12,27.41,37.5,10.04,7.4,0.39,71.3,1.21,-0.05,296.23,85.93,88463.1,40,一级
