province,city,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
贵州省,毕节市,2013-01,91.2,104.95,43.82,17.6,0.93,45.3,122,三级
贵州省,毕节市,2013-02,55.37,63.16,25.66,11.06,0.63,52.15,77,二级
贵州省,毕节市,2013-03,58.92,71.82,24.3,12.41,0.52,70.53,81,二级
贵州省,毕节市,2013-04,44.77,52.27,20.57,11.79,0.42,66.76,64,二级
贵州省,毕节市,2013-05,48.86,56.7,22.68,12.52,0.42,70.3,68,二级
贵州省,毕节市,2013-06,40.26,48.1,19.49,10.84,0.35,76.35,58,二级
贵州省,毕节市,2013-07,19.59,26.07,14.73,9.22,0.26,57.1,33,一级
贵州省,毕节市,2013-08,34.09,41.68,16.16,9.52,0.32,65.39,50,一级
贵州省,毕节市,2013-09,54.12,64.59,25.05,13.35,0.44,66.42,75,二级
贵州省,毕节市,2013-10,61.98,72.77,28.54,15.9,0.54,60.04,85,二级
贵州省,毕节市,2013-11,61.82,74.72,35.8,18.57,0.7,39.21,84,二级
贵州省,毕节市,2013-12,83.26,99.34,44.23,22.48,0.8,43.34,112,三级
贵州省,六盘水市,2013-01,82.8,96.58,52.43,17.24,0.86,45.72,111,三级
贵州省,六盘水市,2013-02,49.29,57.45,30.17,12.36,0.56,57.63,69,二级
贵州省,六盘水市,2013-03,59.23,70.89,34.87,13.16,0.54,74.71,81,二级
贵州省,六盘水市,2013-04,41.39,47.57,28.88,12.56,0.38,72.1,60,二级
贵州省,六盘水市,2013-05,45.3,52.18,34.75,13.8,0.4,70.17,64,二级
贵州省,六盘水市,2013-06,38.39,44.93,31.62,12.81,0.33,72.47,55,二级
贵州省,六盘水市,2013-07,21.16,26.44,20.89,9.73,0.26,54.98,32,一级
贵州省,六盘水市,2013-08,35.74,42.55,28.59,11.49,0.32,63.53,51,二级
贵州省,六盘水市,2013-09,53.28,62.92,37.8,13.92,0.45,67.45,74,二级
贵州省,六盘水市,2013-10,58.78,70.05,43.66,16.61,0.72,64.47,81,二级
贵州省,六盘水市,2013-11,60.06,70.15,50.64,18.69,1.37,43.94,82,二级
贵州省,六盘水市,2013-12,73.15,101.94,58.24,21.39,0.99,45.85,99,二级
贵州省,黔东南苗族侗族自治州,2013-01,93.34,105.71,31.52,8.95,0.82,50.17,124,三级
贵州省,黔东南苗族侗族自治州,2013-02,69.56,78.69,19.88,6.49,0.59,53.62,94,二级
贵州省,黔东南苗族侗族自治州,2013-03,55.89,64.44,18.74,5.99,0.48,69.8,77,二级
贵州省,黔东南苗族侗族自治州,2013-04,46.95,52.43,13.59,4.98,0.36,67.97,66,二级
贵州省,黔东南苗族侗族自治州,2013-05,44.07,49.7,13.29,4.08,0.34,78.17,62,二级
贵州省,黔东南苗族侗族自治州,2013-06,38.39,43.91,11.93,4.1,0.29,77.02,55,二级
贵州省,黔东南苗族侗族自治州,2013-07,18.13,21.93,6.86,3.47,0.21,62.19,33,一级
贵州省,黔东南苗族侗族自治州,2013-08,26.79,31.09,9.72,3.93,0.25,65.9,41,一级
贵州省,黔东南苗族侗族自治州,2013-09,48.96,55.77,17.2,5.0,0.36,76.91,68,二级
贵州省,黔东南苗族侗族自治州,2013-10,51.44,56.65,21.25,5.86,0.41,74.34,71,二级
贵州省,黔东南苗族侗族自治州,2013-11,56.89,65.47,25.36,7.59,0.47,54.47,78,二级
贵州省,黔东南苗族侗族自治州,2013-12,80.25,90.11,36.53,11.3,0.64,47.74,108,三级
贵州省,贵阳市,2013-01,81.38,97.4,58.17,30.96,1.2,33.0,110,三级
贵州省,贵阳市,2013-02,46.73,56.72,30.26,18.81,0.83,35.1,66,二级
贵州省,贵阳市,2013-03,67.03,92.74,26.08,27.28,0.71,56.0,91,二级
贵州省,贵阳市,2013-04,48.15,65.14,17.03,22.26,0.65,45.54,68,二级
贵州省,贵阳市,2013-05,41.72,58.91,14.39,22.16,0.57,52.08,60,二级
贵州省,贵阳市,2013-06,35.09,53.89,14.03,22.34,0.54,57.74,54,二级
贵州省,贵阳市,2013-07,15.18,30.66,8.48,16.08,0.39,43.37,31,一级
贵州省,贵阳市,2013-08,27.95,46.18,11.39,18.97,0.47,47.59,46,一级
贵州省,贵阳市,2013-09,42.95,63.32,15.07,22.09,0.55,57.39,62,二级
贵州省,贵阳市,2013-10,61.55,79.88,21.06,30.39,0.7,50.73,84,二级
贵州省,贵阳市,2013-11,47.65,65.22,26.1,27.48,0.75,39.03,68,二级
贵州省,贵阳市,2013-12,86.32,101.21,49.42,36.85,0.87,41.13,116,三级
