province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
辽宁省,2013-01-01,35.03,47.89,32.0,16.66,0.84,33.19,2.79,-5.43,252.96,61.85,99227.78,51,二级
辽宁省,2013-01-02,24.26,30.74,20.7,10.27,0.63,44.03,4.52,-4.35,251.69,57.39,100334.6,35,一级
辽宁省,2013-01-03,30.46,41.37,25.77,12.87,0.75,40.58,3.31,-3.38,255.67,58.94,100943.14,44,一级
辽宁省,2013-01-04,59.25,83.0,53.75,27.67,1.26,31.76,1.88,1.04,258.64,64.23,100251.79,81,二级
辽宁省,2013-01-05,51.85,68.37,35.45,21.41,1.04,38.03,2.65,-3.76,258.85,63.3,99864.97,72,二级
辽宁省,2013-01-06,63.4,86.3,41.15,27.96,1.28,29.66,0.33,-2.09,256.95,68.18,100031.47,86,二级
辽宁省,2013-01-07,97.71,137.4,76.85,34.67,1.59,24.47,0.41,-3.98,256.61,72.95,99848.97,129,三级
辽宁省,2013-01-08,56.67,72.28,31.85,23.29,0.94,33.5,1.23,-4.71,252.8,65.71,100235.91,78,二级
辽宁省,2013-01-09,47.81,65.98,35.54,21.14,0.86,34.08,1.91,-2.63,253.93,61.16,100100.81,67,二级
辽宁省,2013-01-10,78.88,112.98,57.34,30.81,1.34,26.66,0.34,-1.19,255.84,67.92,100176.91,105,三级
辽宁省,2013-01-11,107.97,142.76,62.22,32.52,1.54,19.5,0.47,-0.35,259.38,81.22,99714.45,142,三级
辽宁省,2013-01-12,124.97,161.89,58.51,34.01,1.44,21.12,0.9,-2.98,256.64,72.95,99789.28,165,四级
辽宁省,2013-01-13,121.54,159.85,48.95,33.94,1.33,24.4,-0.49,-0.39,259.23,74.61,99776.0,160,四级
辽宁省,2013-01-14,126.12,157.62,53.93,29.43,1.24,28.56,0.24,-5.93,256.32,72.53,100104.36,166,四级
辽宁省,2013-01-15,136.3,173.14,48.52,34.02,1.3,23.28,-0.88,-2.31,255.7,70.62,99956.86,181,四级
辽宁省,2013-01-16,84.69,109.92,44.1,25.74,0.95,30.16,1.24,-6.88,254.27,69.63,100363.0,113,三级
辽宁省,2013-01-17,85.96,107.82,44.86,28.08,0.98,29.33,0.95,-3.19,255.85,65.64,100767.1,114,三级
辽宁省,2013-01-18,101.31,142.23,82.62,39.77,1.76,22.72,2.6,1.4,262.97,68.15,99955.25,133,三级
辽宁省,2013-01-19,103.02,132.86,54.07,32.62,1.2,30.66,-0.19,-4.16,257.96,70.54,100359.95,136,三级
辽宁省,2013-01-20,139.48,175.65,55.12,36.99,1.49,23.63,-1.68,-1.55,260.83,68.78,100440.83,185,四级
辽宁省,2013-01-21,150.37,188.06,57.74,32.77,1.49,34.63,0.1,-5.4,260.73,80.43,100155.68,201,五级
辽宁省,2013-01-22,100.9,128.86,44.04,28.4,1.03,39.49,-0.5,-4.61,259.02,70.76,100044.74,133,三级
辽宁省,2013-01-23,132.75,176.25,66.64,39.37,1.86,25.92,1.95,0.79,262.43,78.44,99000.6,176,四级
辽宁省,2013-01-24,27.05,44.98,20.36,10.53,0.67,48.85,5.52,-6.83,256.18,55.76,99293.88,45,一级
辽宁省,2013-01-25,21.43,31.01,21.86,11.65,0.64,49.75,4.04,-4.62,254.28,53.44,99567.64,32,一级
辽宁省,2013-01-26,53.15,72.18,35.0,19.9,0.82,35.65,0.96,-3.93,253.28,65.98,99988.04,73,二级
辽宁省,2013-01-27,75.39,95.29,50.05,27.66,1.08,31.06,0.6,-0.78,255.67,69.77,99982.36,101,三级
辽宁省,2013-01-28,90.35,122.35,63.47,31.92,1.73,21.69,0.2,0.8,263.63,83.34,99432.24,120,三级
