province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
广东省,2013-01-01,40.94,55.15,16.97,24.1,0.62,39.55,-1.95,-3.9,282.26,43.19,99651.7,58,二级
广东省,2013-01-02,52.08,69.12,16.16,28.14,0.73,38.37,-2.68,-4.17,284.95,57.47,99664.81,72,二级
广东省,2013-01-03,45.47,58.87,16.67,21.15,0.79,32.14,-3.04,-9.15,281.55,73.24,100095.47,64,二级
广东省,2013-01-04,34.48,43.47,12.09,16.04,0.7,29.55,-2.36,-7.35,278.37,73.67,99917.34,50,一级
广东省,2013-01-05,38.37,48.31,12.13,17.34,0.76,29.62,-1.75,-5.83,280.08,74.5,99587.38,55,二级
广东省,2013-01-06,46.18,57.93,14.03,17.83,0.86,30.21,-1.54,-6.53,280.39,76.2,99659.98,64,二级
广东省,2013-01-07,54.43,67.06,14.62,21.13,0.95,38.22,-1.46,-5.21,282.2,74.49,99549.81,75,二级
广东省,2013-01-08,62.27,78.01,16.26,22.5,1.02,42.52,-1.81,-5.71,283.42,71.05,99523.04,85,二级
广东省,2013-01-09,61.75,74.25,19.8,17.99,1.04,41.16,-2.61,-7.76,281.82,65.85,99685.26,84,二级
广东省,2013-01-10,81.76,92.03,21.82,21.83,1.01,48.76,-3.39,-5.91,282.13,63.94,99724.09,109,三级
广东省,2013-01-11,82.27,92.87,16.37,23.61,0.94,45.53,-2.39,-5.6,283.57,73.22,99763.42,110,三级
广东省,2013-01-12,71.4,79.19,14.45,18.91,0.9,45.62,-1.92,-5.53,284.99,71.57,99579.39,96,二级
广东省,2013-01-13,61.18,72.6,13.99,17.86,0.95,49.29,-0.62,-5.45,285.86,68.5,99266.14,83,二级
广东省,2013-01-14,56.83,66.9,13.64,20.26,0.85,55.91,-4.17,-3.61,285.55,58.14,99531.73,78,二级
广东省,2013-01-15,67.4,77.75,14.48,31.87,0.86,52.48,-3.57,-2.1,286.5,63.62,99753.07,91,二级
广东省,2013-01-16,81.8,98.58,16.64,35.75,1.05,53.27,-2.36,-3.68,287.08,65.66,99805.65,109,三级
广东省,2013-01-17,82.43,101.87,22.2,26.0,1.18,50.83,-3.83,-7.01,285.34,69.27,100144.23,110,三级
广东省,2013-01-18,72.78,84.64,16.96,18.35,0.98,61.39,-4.49,-5.59,283.25,58.12,100284.7,98,二级
广东省,2013-01-19,62.3,71.1,13.66,25.6,0.83,58.43,-4.54,-1.37,285.18,59.96,99884.77,85,二级
广东省,2013-01-20,51.62,59.12,12.47,29.52,0.74,51.06,-4.14,1.52,289.28,81.12,99668.32,71,二级
广东省,2013-01-21,64.39,74.05,13.06,32.24,0.86,52.06,-2.65,-1.11,291.02,84.58,99635.73,87,二级
广东省,2013-01-22,75.81,93.26,17.75,28.26,1.05,45.33,-2.3,-5.37,288.12,79.64,99706.91,102,三级
广东省,2013-01-23,75.0,91.82,18.11,20.63,1.19,55.43,-2.86,-4.14,286.92,72.32,99639.72,100,二级
广东省,2013-01-24,94.61,111.06,19.1,25.22,1.19,60.01,-1.31,-3.49,287.75,75.8,99547.66,125,三级
广东省,2013-01-25,63.25,82.08,22.33,15.81,1.23,61.82,-2.95,-4.62,285.78,69.59,99638.62,86,二级
广东省,2013-01-26,91.35,101.82,19.66,22.44,1.17,52.5,-2.14,-3.16,287.15,74.62,99549.96,121,三级
广东省,2013-01-27,61.33,67.84,15.38,15.28,0.96,57.89,-3.93,-5.39,287.05,61.86,99819.04,83,二级
广东省,2013-01-28,58.84,69.22,14.82,20.79,0.78,65.48,-4.83,-1.58,287.01,58.06,99813.48,80,二级
广东省,2013-01-29,54.88,61.78,12.56,24.63,0.65,65.99,-3.17,-0.24,289.23,71.09,99751.6,75,二级
广东省,2013-01-30,44.78,51.59,11.12,22.34,0.61,64.43,-4.63,1.26,290.29,74.71,99807.34,63,二级
广东省,2013-01-31,42.18,49.58,10.45,26.15,0.58,59.74,-3.9,2.48,290.38,79.03,99739.06,59,二级
广东省,2013-02-01,38.18,45.87,8.79,22.12,0.59,70.3,-2.21,0.76,292.17,76.45,99667.02,54,二级
广东省,2013-02-02,53.82,65.3,12.04,23.72,0.73,67.16,-3.3,-2.85,292.74,70.76,99694.57,74,二级
广东省,2013-02-03,51.28,63.62,10.8,19.58,0.76,51.64,-3.74,-0.08,291.73,86.36,99522.84,71,二级
广东省,2013-02-04,53.78,63.78,9.03,28.36,0.77,35.69,-1.61,0.5,292.65,94.0,99539.92,74,二级
广东省,2013-02-05,41.86,48.69,8.91,23.77,0.75,44.19,-0.7,1.42,293.87,86.25,99454.71,59,二级
广东省,2013-02-06,34.73,43.55,9.5,12.97,0.59,50.84,-2.58,0.89,292.24,89.95,99302.67,50,一级
广东省,2013-02-07,35.12,43.53,9.38,13.93,0.66,50.46,-2.97,1.95,291.39,89.32,99057.75,51,二级
广东省,2013-02-08,25.48,34.92,12.17,14.9,0.84,31.34,-3.47,-8.06,282.7,83.44,99698.8,37,一级
广东省,2013-02-09,26.03,33.02,9.62,9.74,0.67,44.13,-2.28,-5.8,281.41,72.97,99957.58,38,一级
广东省,2013-02-10,42.09,47.71,9.59,10.14,0.62,51.19,-1.7,-2.32,285.17,70.15,99689.98,59,二级
广东省,2013-02-11,47.75,54.19,10.79,12.53,0.66,53.02,-3.34,-1.8,288.03,74.44,99586.1,66,二级
广东省,2013-02-12,45.86,54.6,12.32,11.45,0.78,48.89,-2.67,-6.13,287.13,74.36,99762.37,64,二级
广东省,2013-02-13,36.16,46.23,11.61,10.11,0.78,60.73,-2.96,-3.35,286.42,70.6,99634.63,52,二级
广东省,2013-02-14,43.01,49.69,9.69,13.97,0.66,66.5,-2.21,0.08,290.51,79.92,99363.63,61,二级
